miRNA	DC	Pearson_corr	Spearman_Corr	Cluster_TB	Cluster
hsa-miR-22-3p	0.14713823582818875	-0.11391496548544935	-0.023721154759462626	3	5
hsa-miR-22-5p	0.0639194426544471	0.036895825670409894	0.033823382965656824	3	3
hsa-miR-221-3p	0.11622886538433994	-0.06834659739071529	0.05438109968206607	3	3
hsa-miR-222-5p	0.08760494802130506	-0.09352589107244487	0.029005685010333532	3	2
hsa-miR-223-3p	0.15210532848471495	0.009690350212934557	0.07830995495518334	3	5
hsa-miR-224-3p	0.054766274766929655	0.016711219736188932	0.0025483386804202694	3	2
hsa-miR-2276-5p	0.07118132782326342	-0.006585747757102242	0.0659620567989073	3	3
hsa-miR-2277-5p	0.0709655279095299	-0.032670795989334284	0.024759578125841827	3	3
hsa-miR-2278	0.1040554675610916	0.06854791256163918	0.09868490923711438	3	3
hsa-miR-2355-3p	0.12431251388296556	-0.11370596525448777	0.06417850625176227	3	3
hsa-miR-2355-5p	0.18182838125517956	-0.18912084337552396	-0.0066009385400118345	3	3
hsa-miR-2392	0.09180806182653344	-0.08751697216020683	0.006175563650757831	3	4
hsa-miR-23a-3p	0.15711752849513017	0.07969326049630111	0.069112023002923	3	5
hsa-miR-23b-3p	0.13998566055164538	0.0502664185436744	0.04504666647288492	3	3
hsa-miR-23b-5p	0.0904659046042955	-0.03017419846581853	0.006454145847860243	3	3
hsa-miR-2467-3p	0.04112830972302985	-0.017985137177980302	0.008234608989897594	3	3
hsa-miR-2467-5p	0.0592481190533575	-0.04099474179430983	-0.026444113515112746	3	3
hsa-miR-2681-3p	0.062439887602083154	-0.058785681788673924	0.00861570846575881	3	3
hsa-miR-2681-5p	0.04886358667066366	-0.03180698122169526	-0.006389950100562773	3	3
hsa-miR-2682-3p	0.056220673627773395	0.04733681625141968	0.05019233972569429	3	3
hsa-miR-2682-5p	0.0328351808298796	-0.021411842684528434	-0.019982040842320588	3	3
hsa-miR-26a-1-3p	0.07276301738035974	-0.01506269093682657	0.010094820971582699	3	3
hsa-miR-26a-2-3p	0.0952746964575317	-0.10296261596194138	-0.03655991840522709	3	3
hsa-miR-26a-5p	0.12525149694507529	-0.08062054856015832	-0.0820959343281268	3	2
hsa-miR-26b-3p	0.11908889709490045	0.06410757730340418	0.0659531093746491	3	3
hsa-miR-26b-5p	0.10430737314359151	-0.11012876353844511	-0.04724041204901507	3	1
hsa-miR-27b-5p	0.1017476744707269	-0.05958480713478104	-0.0011500423351697231	3	3
hsa-miR-28-5p	0.0678597710330098	-0.057061145721033	0.0019499992219095355	3	3
hsa-miR-2861	0.047036126116686054	-0.015875264431605588	-0.021617469259692684	3	4
hsa-miR-296-3p	0.14481387000233176	-0.13962027388448398	0.09284144457909099	3	3
hsa-miR-297	0.06765728613518691	-0.024767007086959596	0.04777938861337293	3	3
hsa-miR-298	0.03429751462821201	0.0036145100167181963	-0.034585546877813025	3	3
hsa-miR-299-3p	0.14376349224341434	-0.14527250585108592	-0.05675472344737054	3	3
hsa-miR-299-5p	0.0732366330428848	-0.08699176120575883	0.007367128264256523	3	2
hsa-miR-29a-3p	0.16839548416105526	-0.17306264270048943	-0.062252448253044594	3	4
hsa-miR-29b-1-5p	0.17371894860177575	-0.14895926897232495	0.09713667290176359	3	3
hsa-miR-29b-3p	0.16857258748301976	-0.16803024738531153	-0.04795447227037657	3	3
hsa-miR-29c-3p	0.16807791383479329	-0.17342621060294425	-0.0744287165785992	3	3
hsa-miR-29c-5p	0.10150288025956941	0.054551125434310684	0.08344314904516176	3	5
hsa-miR-301a-3p	0.1712379146728981	-0.17491045243238834	0.0004627762941663589	3	1
hsa-miR-301b-3p	0.16499022718551104	-0.16861880961831618	0.02436062647727402	3	3
hsa-miR-301b-5p	0.052719838887279206	-0.013181220768452686	0.0020639616534290604	3	3
hsa-miR-302a-3p	0.09600818594038196	-0.09663487895778912	-0.08232406669767817	3	3
hsa-miR-302a-5p	0.03010785511772337	0.015620181333798095	0.019706388415792725	3	2
hsa-miR-302b-3p	0.054413271317054084	-0.04174084520258061	-0.04392109122808441	3	2
hsa-miR-302c-3p	0.04884566431628691	-0.03356933813158928	-0.03885134126418396	3	3
hsa-miR-302c-5p	0.03505140044152417	0.019021728113456964	0.03166013520092232	3	1
hsa-miR-302d-3p	0.04623784913150507	-0.03136386144478925	-0.027910742952864255	3	2
hsa-miR-3064-3p	0.1034485998730343	0.037281229986305585	0.07794186293140888	3	3
hsa-miR-3064-5p	0.10964302802036402	-0.05212910558064537	-0.057831742005570355	3	3
hsa-miR-3065-3p	0.10118555518814677	-0.1455635080529337	-0.0034152350099316583	3	2
hsa-miR-3065-5p	0.12782764555933912	-0.15935056751470456	0.012668641507379516	3	3
hsa-miR-3074-3p	0.10001719698316686	0.07832776790751786	0.08909452628908418	3	5
hsa-miR-3074-5p	0.13395454547758895	-0.0807583256523549	0.003918532055547764	3	4
hsa-miR-30a-5p	0.08844967178619109	-0.02590567839777823	-0.026754610741943626	3	3
hsa-miR-30b-3p	0.07976495861255191	-0.05960080331676495	0.003383077447960939	3	2
hsa-miR-30b-5p	0.09510723395052212	0.0709499369308244	0.06130992356554883	3	4
hsa-miR-30c-1-3p	0.08441499504114401	-0.08644205959685186	-0.02717358874020999	3	3
hsa-miR-30c-2-3p	0.07090158059445167	-0.03617465485645349	-0.013676089263195898	3	3
hsa-miR-30c-5p	0.07788249334434083	0.04639717201282423	0.052579817560306386	3	5
hsa-miR-30d-5p	0.0795738719571962	-0.03619677650920522	-0.051155053720532646	3	3
hsa-miR-30e-5p	0.1650722382433091	-0.18023123897287682	-0.09898181482640027	3	2
hsa-miR-31-3p	0.16304628285194703	-0.1598732695618164	-0.08073620627536959	3	3
hsa-miR-31-5p	0.16541884706670912	-0.16198523863061207	-0.03737456431027815	3	1
hsa-miR-3115	0.04141387330823497	-0.01658757881897679	-0.0029567814227921038	3	3
hsa-miR-3116	0.10358816577833611	-0.11252732618329195	-0.09880169378097461	3	3
hsa-miR-3117-3p	0.0817454207216986	-0.030525661690718738	0.05100921642130975	3	3
hsa-miR-3118	0.054954202019936255	-0.041043251892991635	0.011803543875706233	3	3
hsa-miR-3120-3p	0.11577315540176351	-0.06487427808115323	-0.01371802161987888	3	3
hsa-miR-3120-5p	0.15881173756785977	-0.17353245835384393	-0.03604510027006626	3	2
hsa-miR-3121-3p	0.0830930366932203	-0.05527218119203357	0.017350961330402596	3	4
hsa-miR-3121-5p	0.04099942820924082	-0.0039009786339768344	-0.003159159882011972	3	3
hsa-miR-3124-3p	0.09387181074519906	0.07088425319956203	0.09857544955040681	3	3
hsa-miR-3124-5p	0.22233389686680352	-0.21898844432634176	-0.08889687243782164	3	3
hsa-miR-3125	0.08197205328166367	-0.002778796250386786	0.013316263824956343	3	4
hsa-miR-3127-3p	0.18349005869335863	-0.1664711524546769	-0.005980070301431906	3	3
hsa-miR-3128	0.12181486520125412	-0.09279798885241827	-0.0735874136011108	3	4
hsa-miR-3129-5p	0.038454191104096404	-0.012137587582823368	0.0057086330871571	3	3
hsa-miR-3130-3p	0.0988764119360714	-0.12593868918836323	0.026516731385378647	3	3
hsa-miR-3131	0.04324103373654191	-0.036060077324209	-0.013470825455839806	3	4
hsa-miR-3132	0.059330307047333816	0.030118767009008916	0.030433750681748445	3	4
hsa-miR-3133	0.06574791384150554	-0.027943142649916892	-0.04601441925439183	3	3
hsa-miR-3134	0.05435563048729222	-0.06306984744329795	-0.017539833187258703	3	3
hsa-miR-3135a	0.07961218250039047	-0.03552171164952931	-0.02672774531868835	3	3
hsa-miR-3135b	0.10478171355813358	-0.12212385321464035	0.023834240730302363	3	3
hsa-miR-3136-3p	0.041108079626323915	0.013305125110899187	-0.0001897824865431623	3	3
hsa-miR-3136-5p	0.10387881228364225	-0.13900685903698426	-0.020441746928554314	3	3
hsa-miR-3137	0.058292033378142594	-0.0285269695058416	0.04856405830268304	3	5
hsa-miR-3138	0.09675549833630728	0.041770715684208	0.04241237088742787	3	4
hsa-miR-3139	0.07655517905887935	-0.09410954413546876	0.001680357327333587	3	3
hsa-miR-3140-3p	0.10821172889844156	0.06973221859971826	0.06280929675607128	3	3
hsa-miR-3141	0.08401716110899386	-0.10088552708367732	-0.03712534810389631	3	4
hsa-miR-3142	0.02688605456951486	0.005789102084700595	0.0031440391774484122	3	3
hsa-miR-3143	0.0645654223204774	0.004408525724371853	-0.025257766743970372	3	3
hsa-miR-3144-3p	0.05608374796110092	-0.02393198441566833	-0.02362835059900581	3	3
hsa-miR-3144-5p	0.05638777544841275	-0.0023986266164901975	0.04428113652573725	3	3
hsa-miR-3145-3p	0.11290454305560535	-0.10575815776373527	-0.08721012885799381	3	2
hsa-miR-3145-5p	0.06396013799233072	-0.05697594966018048	-0.013510186483430489	3	4
hsa-miR-3146	0.09759040393954595	-0.04497460041600059	0.028439558475865673	3	3
hsa-miR-3147	0.04089742906345527	0.015659560947224975	-0.0028600409425593282	3	3
hsa-miR-3148	0.06841239087484144	-0.053814638226678146	-0.03422773788146553	3	3
hsa-miR-3149	0.06734699821055333	-0.04244712709602985	0.007736180188867029	3	3
hsa-miR-3150a-5p	0.3211572282107185	-0.28032191977427506	-0.0358709165144797	3	3
hsa-miR-3150b-3p	0.08092992588884176	-0.06894941638753566	-0.016079460268032142	3	2
hsa-miR-3150b-5p	0.0971618543551055	-0.07386665958599359	0.005420456777158021	3	2
hsa-miR-3151-3p	0.029141093626640274	-0.0018401876517544825	0.0007696898497725297	3	3
hsa-miR-3151-5p	0.06650058973274847	-0.038003095416906114	0.021279853326068708	3	3
hsa-miR-3152-3p	0.050211720945464056	0.040325392541431394	0.04704830054824589	3	1
hsa-miR-3153	0.06990327204566128	0.06686507904280833	0.053744584014182646	3	1
hsa-miR-3154	0.07632482181195822	-0.015606067669052665	0.06881982943960635	3	4
hsa-miR-3155a	0.06657175298783091	-0.06856454391426516	-0.03610791763138119	3	3
hsa-miR-3155b	0.06476301343427734	-0.054183128319350515	-0.028332123819178417	3	3
hsa-miR-3156-3p	0.05050109122412523	-0.03832361634974355	0.017959300765334384	3	3
hsa-miR-3156-5p	0.03732664284946234	-0.01620159199922085	-0.016184043211399664	3	4
hsa-miR-3157-3p	0.2882545484866271	-0.2925537142603611	-0.0746681343564452	3	4
hsa-miR-3157-5p	0.08645354906083837	0.04694759463220533	0.013643955930740938	3	2
hsa-miR-3158-3p	0.3073152142229711	-0.23318859334499104	-0.05795119449176718	3	3
hsa-miR-3159	0.04287182903938009	-0.019587643860479023	0.0017769504695515068	3	3
hsa-miR-3160-3p	0.11098144607353824	-0.12858716571105988	-0.044621958752280276	3	3
hsa-miR-3160-5p	0.07036857227279153	-0.04130137015652228	0.02101031163218732	3	3
hsa-miR-3161	0.09332452121010626	0.04803801935732663	0.09484346774436204	3	4
hsa-miR-3162-5p	0.04120894821170752	0.001852151472159261	0.009913815039787523	3	4
hsa-miR-3163	0.0842194884793825	0.03458393974463475	0.017217077830584716	3	3
hsa-miR-3164	0.08817231331976891	-0.0681858214432918	0.006048981358236888	3	4
hsa-miR-3165	0.08408607256247622	0.050833038128025615	0.0740639707235738	3	3
hsa-miR-3166	0.06276357365453011	-0.03509447725739694	-0.05325364186028053	3	3
hsa-miR-3168	0.11811955525931953	0.05372509376846816	0.06943904689266928	3	2
hsa-miR-3170	0.047666204002464733	0.04203298640389832	0.04585943235294008	3	3
hsa-miR-3173-3p	0.09948047363768014	0.042118176077069386	0.08932994583897136	3	4
hsa-miR-3174	0.09575843968348276	0.02254160356720122	0.0997981686352735	3	3
hsa-miR-3175	0.0900055868454719	-0.08212515576756814	0.040805717877405806	3	3
hsa-miR-3176	0.09613897029239343	-0.09011681079774213	-0.02154512470055155	3	5
hsa-miR-3177-5p	0.05832958986712006	0.0017578828520608233	0.0588748769201464	3	3
hsa-miR-3178	0.03076673779236407	0.008811895113789178	-0.00016673520616125747	3	3
hsa-miR-3179	0.10405634633173448	0.07576931938162493	0.06587486733174745	3	3
hsa-miR-3180	0.06744567483767608	-0.016157702244666075	0.03533663006406955	3	3
hsa-miR-3180-3p	0.06742599348727706	-0.016116220160186275	0.03537502221596517	3	3
hsa-miR-3180-5p	0.17471845801889263	-0.18939386660959645	-0.0662190097880951	3	1
hsa-miR-3181	0.08436602856808574	-0.07466924860690215	-0.010952001290822288	3	4
hsa-miR-3182	0.04988826422310676	0.009140346797129665	0.04050871666138784	3	3
hsa-miR-3183	0.06358039270260772	-0.04141094901691283	0.027200135562912658	3	3
hsa-miR-3184-3p	0.05082947490138184	-0.031871404362922545	-0.0034188254829293327	3	1
hsa-miR-3184-5p	0.04970132676424426	-0.037044741400777514	0.01764240146920226	3	3
hsa-miR-3185	0.035762378894352444	0.023716364244819613	0.029419223731838716	3	2
hsa-miR-3186-3p	0.06675775208494615	0.01904080021795284	0.07745697271880338	3	3
hsa-miR-3186-5p	0.06662383471834199	-0.06725170937309347	0.00031341818075090143	3	2
hsa-miR-3187-5p	0.06474761768939151	-0.01868118579709305	0.04761452438233853	3	3
hsa-miR-3188	0.09275467207316863	0.04492570919499242	0.06421455163554905	3	4
hsa-miR-3189-3p	0.04893972289987809	-0.01479985544744237	-0.002230605417338356	3	3
hsa-miR-3189-5p	0.04330081460466055	0.0228532625473659	-0.009268968566292318	3	3
hsa-miR-3190-3p	0.1750389441584698	-0.1987811517411053	-0.059030115013607574	3	4
hsa-miR-3190-5p	0.050595557001119784	0.027620986348791808	0.03410608280729313	3	1
hsa-miR-3191-3p	0.1312018933081537	-0.15964684631366668	-0.013306432581866198	3	3
hsa-miR-3191-5p	0.07396354548158278	-0.04485861031397865	0.02505713587012732	3	2
hsa-miR-3192-3p	0.0940579619311277	0.07460638885093251	0.09188267728575183	3	3
hsa-miR-3192-5p	0.0958105063951171	0.028954178661874507	0.06111209981913319	3	2
hsa-miR-3193	0.07131328841024953	0.0002126358575291452	0.06694756387001508	3	3
hsa-miR-3194-3p	0.1694283728652063	-0.1843179282852177	-0.038437455895668104	3	3
hsa-miR-3194-5p	0.15540804265651284	-0.1625897384935633	-0.03425698453148509	3	4
hsa-miR-3195	0.11266090619056442	0.04095709646131749	0.06291991562953418	3	5
hsa-miR-3196	0.13265163853475087	0.05641993282926508	0.08426211061786847	3	4
hsa-miR-3197	0.03456552520016929	0.007083287590380541	0.01790498303833694	3	5
hsa-miR-3199	0.08100210491898416	-0.01583602523011149	-0.004779953582140035	3	3
hsa-miR-32-3p	0.09782523412483024	-0.07559029459922428	-0.01034168620698677	3	3
hsa-miR-32-5p	0.166842365872447	-0.1708174849210652	-0.049361739496330936	3	1
hsa-miR-3200-3p	0.16480076227721538	0.08312817073509443	0.08726513131356219	3	3
hsa-miR-3200-5p	0.19203577262362032	0.10749122939509245	0.08505483310188121	3	4
hsa-miR-3202	0.09670193374970139	0.029161096273155974	0.029214838187696112	3	4
hsa-miR-320b	0.09809101865639482	-0.048921890612965147	-0.06141541521186842	3	4
hsa-miR-320c	0.07971020827482866	-0.018585774919643694	-0.000655766655661906	3	4
hsa-miR-320d	0.11619812594825714	0.010340175382541856	0.04424706941704568	3	4
hsa-miR-320e	0.11416951078999274	0.054159937434528294	0.04992467829724601	3	4
hsa-miR-323a-3p	0.12037402587529078	-0.07471038785283257	-0.09896488945246472	3	3
hsa-miR-323a-5p	0.054171587853321185	-0.06411850275159686	-0.0036474307927983505	3	3
hsa-miR-323b-5p	0.054183613300203416	-0.01456994344307582	0.03158829350197739	3	3
hsa-miR-324-5p	0.15302792474073243	0.11234768671412583	0.08469095884092584	3	3
hsa-miR-326	0.07361805204565654	-0.019443861308314058	0.04771361927680283	3	3
hsa-miR-328-3p	0.10137960332152095	-0.048582513287261354	0.032849938704046455	3	2
hsa-miR-328-5p	0.09566830835977409	-0.12319031395943843	-0.017667532767217102	3	5
hsa-miR-329-3p	0.07064894100187885	0.010412925164918197	-0.00462127542898883	3	3
hsa-miR-329-5p	0.05318605792526553	-0.027684712811662168	0.008495886641921958	3	3
hsa-miR-330-3p	0.1791094187938744	-0.06354820587200195	-0.07563811261995626	3	4
hsa-miR-330-5p	0.3010849140427801	-0.30102542448059105	-0.040693497570440496	3	3
hsa-miR-331-5p	0.07837318332573535	0.05318387118551949	0.0214649118397188	3	4
hsa-miR-335-5p	0.09379837674380635	-0.13692585627991694	-0.013526106352762902	3	4
hsa-miR-337-3p	0.0709840864365877	-0.015936342812575343	-0.027016886358838057	3	2
hsa-miR-337-5p	0.10865163027612824	-0.11501756464204876	-0.046170907896225896	3	2
hsa-miR-338-3p	0.16305365256386026	-0.16493726993790733	0.0029938252842934636	3	2
hsa-miR-338-5p	0.07585117771911624	-0.025409560872857073	-0.023565322750013322	3	3
hsa-miR-339-3p	0.1163407939556633	-0.11957297844543217	-0.01375907434604941	3	5
hsa-miR-33a-3p	0.13617696603223428	-0.1493519178798604	0.059643338214247395	3	3
hsa-miR-33a-5p	0.16762551789160238	-0.17342550164999096	0.02541865068135819	3	2
hsa-miR-33b-3p	0.07569669967352936	-0.03167435181719927	0.018773311996562955	3	1
hsa-miR-33b-5p	0.16249928551313067	-0.1765272392095605	-0.03378966296849413	3	3
hsa-miR-342-3p	0.1768348373876815	-0.1214936576711965	0.08320242210597317	3	4
hsa-miR-342-5p	0.2419447177162255	-0.2563000510201454	-0.06571354032927479	3	3
hsa-miR-345-3p	0.07218522737237201	-0.0755469045095861	0.0076235202431738465	3	3
hsa-miR-345-5p	0.10320465146154595	-0.0945685600035724	-0.06442486578908577	3	3
hsa-miR-34a-3p	0.05895262955365932	-0.02857818189324763	0.042723842766877865	3	3
hsa-miR-34b-5p	0.12522780448378684	-0.12867064126496763	-0.09647436815516845	3	4
hsa-miR-34c-3p	0.061583112594572616	-0.00322593409653866	0.03554081981740269	3	3
hsa-miR-34c-5p	0.14440097566186375	-0.15313926217104823	-0.07721145129152968	3	3
hsa-miR-3529-3p	0.037591655403270495	-0.02182905915447403	-0.001120730765640551	3	3
hsa-miR-3529-5p	0.05129925471768958	-0.010968187724465556	0.0361765371570505	3	3
hsa-miR-3605-3p	0.11869365341768166	-0.10580135497422552	-0.04049440209586958	3	3
hsa-miR-3605-5p	0.0957363589795054	0.059809100441136714	0.042139400361692156	3	3
hsa-miR-3609	0.1591234559949142	-0.16182279260890475	0.07394134811959722	3	3
hsa-miR-361-3p	0.18812941073412492	-0.17350101050777123	-0.042359395655918196	3	3
hsa-miR-361-5p	0.12779712052029235	0.017100948598314316	0.0704247969263682	3	5
hsa-miR-3610	0.04954678224850783	-0.017335163713905824	0.02243229516680215	3	4
hsa-miR-3611	0.17012159424222548	-0.17854461699725063	-0.008404335057644473	3	4
hsa-miR-3612	0.06412413499533756	0.05716430358263292	0.05333637890314271	3	3
hsa-miR-3613-5p	0.07521234523780945	-0.04959211986437511	-0.03040302821444061	3	3
hsa-miR-3614-3p	0.11648351164080217	-0.1261453298244676	0.03438956539924918	3	3
hsa-miR-3614-5p	0.11488436543215584	-0.1068084998548669	-0.03896608685438304	3	1
hsa-miR-3615	0.30379473771708065	-0.2836726160273798	-0.09711711725509124	3	3
hsa-miR-3616-3p	0.08734466244542496	-0.09129505044881442	-0.05473996782164646	3	5
hsa-miR-3617-3p	0.06386119870515732	-0.006766903516916201	0.029592117925677515	3	2
hsa-miR-3617-5p	0.09000758289090495	-0.0977765964114686	-0.03440076024024747	3	3
hsa-miR-3618	0.1188417171959423	-0.12096104650943022	-0.07665897773757115	3	3
hsa-miR-3619-3p	0.10520393984805097	0.0883756918255084	0.0909964851245041	3	3
hsa-miR-3619-5p	0.09378476582234954	0.055293371179792744	0.08466166142356939	3	4
hsa-miR-362-3p	0.16141560526764848	-0.17622537492218857	0.015123032371724306	3	3
hsa-miR-3620-5p	0.080973685933705	-0.016988348177617626	0.021330105236621266	3	3
hsa-miR-3621	0.04208208258999819	-0.0033159223939914968	0.02628028103230107	3	4
hsa-miR-3622a-3p	0.03869710699516147	-0.02377504453520475	-0.01246655856661791	3	1
hsa-miR-3622a-5p	0.04514306475401843	-0.022068607789683652	0.018700292566494244	3	3
hsa-miR-3622b-3p	0.039197635204498704	-0.0057753080938493465	-0.01797016242117819	3	3
hsa-miR-3622b-5p	0.04313398502039388	-0.017668876235257716	0.022406913878632563	3	3
hsa-miR-3646	0.04035291566300191	0.00380819148675814	-0.0023116849752795377	3	3
hsa-miR-3648	0.04152090621679699	-0.0037218337439109293	0.03649220894042371	3	4
hsa-miR-3651	0.1821710849034581	-0.20649885918022554	-0.015225000423587065	3	5
hsa-miR-3652	0.06094602945995563	0.04814953799843198	0.07599085150203774	3	3
hsa-miR-3654	0.04276112807629907	0.021846385526284005	0.02688801174801489	3	3
hsa-miR-3655	0.06534728278742136	-0.07097040335175858	-0.04186102837302036	3	2
hsa-miR-3657	0.12084778428648564	-0.13743402460772713	-0.03133150427457116	3	3
hsa-miR-3658	0.04464239640411274	0.038674513024044205	0.023042919624492043	3	3
hsa-miR-3659	0.06948114480109459	-0.06102370313232091	-0.040150386391725884	3	3
hsa-miR-365a-5p	0.08079540363498612	-0.02748970634892175	-0.030086955562181893	3	3
hsa-miR-365b-5p	0.07612794268067613	-0.024044182409835746	0.04016016293619218	3	3
hsa-miR-3660	0.0341765334943423	0.02393219321550761	0.015687900217888327	3	3
hsa-miR-3662	0.0414221069517277	0.012653962831541488	0.010706744522330591	3	3
hsa-miR-3663-3p	0.05006516612072165	0.0016377249179581426	0.03594515264613555	3	5
hsa-miR-3663-5p	0.05600450559244007	-0.0209731918990984	-0.03815725759184591	3	2
hsa-miR-3664-3p	0.03766733633546236	0.02454939176854317	0.02313380587494415	3	3
hsa-miR-3665	0.05395999579287756	-0.05157896469895101	-0.01589106193515056	3	5
hsa-miR-3670	0.06699014776201996	0.06089271434644857	0.05434696292446541	3	3
hsa-miR-3674	0.03261443312188449	0.02191850051669982	0.02087636383338086	3	4
hsa-miR-3675-5p	0.10519167543520919	-0.024045701340588185	0.0904659267916236	3	3
hsa-miR-3677-3p	0.12224166321313724	-0.1392158561173182	-0.07445588920385449	3	4
hsa-miR-3677-5p	0.12862070761198718	-0.1367009854595265	-0.06287641761554243	3	4
hsa-miR-3678-3p	0.04538619463287255	-0.008769031594935688	0.028771659434338282	3	3
hsa-miR-3678-5p	0.10517172836615506	-0.11869851608039525	-0.06130724437643295	3	3
hsa-miR-3679-3p	0.050138395891415326	-0.015894032706279447	0.025854639596241933	3	2
hsa-miR-3679-5p	0.12383212427494857	-0.08129074594344418	0.08961113094323693	3	4
hsa-miR-3680-3p	0.06798296205500728	-0.010737700450185593	-0.024855115491717202	3	3
hsa-miR-3680-5p	0.15090119277654518	-0.1643564220245162	-0.07254161613497899	3	3
hsa-miR-3681-5p	0.09184187043326342	-0.05547183492900873	-0.05973343918398898	3	3
hsa-miR-3682-3p	0.09087688128206661	0.03512168312367491	0.03817305838490281	3	1
hsa-miR-3682-5p	0.06995036602766763	0.007881403105295648	0.059711312626018385	3	3
hsa-miR-3683	0.05199292134510169	-0.023559723836409405	0.03221129951086687	3	3
hsa-miR-3684	0.07650825429856271	-0.10010352476793709	0.0019588265835756035	3	2
hsa-miR-3685	0.10444561157960773	-0.025395884047498714	0.05350507448732757	3	3
hsa-miR-3686	0.05361258478179177	-0.014141612936579746	-0.021399118098785388	3	3
hsa-miR-3688-5p	0.044814510403487745	-0.013776659913439527	-0.0012896224188837498	3	3
hsa-miR-3689a-3p	0.049961581390178526	0.03519831547598328	0.05024954979323372	3	3
hsa-miR-3689a-5p	0.08734466244542496	-0.09129505044881442	-0.05473996782164646	3	3
hsa-miR-369-3p	0.15352713997199857	-0.15672581667658292	-0.07232036276007343	3	3
hsa-miR-3690	0.22825029282810966	-0.13842344088352168	-0.0421767186437039	3	3
hsa-miR-3691-5p	0.09591318274397113	-0.0018070197791840953	0.04558509819737377	3	3
hsa-miR-3692-3p	0.08563784315546322	-0.037031681238582755	0.062210493141013026	3	3
hsa-miR-3692-5p	0.057907653975851285	-0.03917982141301846	0.03629465200620569	3	3
hsa-miR-370-5p	0.0855081708230006	-0.053929278600463024	-0.06092976367930119	3	3
hsa-miR-3714	0.051709249088316304	0.017114898021686396	0.04752198560066008	3	2
hsa-miR-371a-3p	0.03989482684983488	0.028737865446952594	0.0372231781187196	3	3
hsa-miR-371a-5p	0.03816718379422128	0.0023589119562127327	0.030430835958881998	3	2
hsa-miR-372-3p	0.03790011916294406	-0.012051448684121101	0.028983382696222085	3	2
hsa-miR-373-3p	0.07336183448249597	0.014210955907537577	0.030732045971143117	3	3
hsa-miR-373-5p	0.07163096954883874	0.028088725224968386	0.03441255403270095	3	3
hsa-miR-374a-3p	0.18325707653712314	-0.19322669495123349	-0.0890794203744285	3	3
hsa-miR-374b-3p	0.14219748024748144	-0.15161415408740694	-0.052557087784030045	3	2
hsa-miR-374b-5p	0.11894167101021251	-0.11945891861504938	-0.06883845171352641	3	3
hsa-miR-374c-3p	0.10719164880440787	-0.08589525785069439	-0.013962321321591946	3	3
hsa-miR-374c-5p	0.08753228984882708	-0.05761640304211803	-0.027666577169722012	3	3
hsa-miR-376a-2-5p	0.1281925814668854	-0.13951588746349564	-0.0661454756478682	3	3
hsa-miR-376a-3p	0.14994379926515458	-0.1477658203323494	0.03840255020919103	3	3
hsa-miR-376a-5p	0.10356612514110523	-0.14618586004937328	0.0056288083907611525	3	3
hsa-miR-376b-3p	0.15614888820603037	-0.1529134237905735	0.023250144633081605	3	3
hsa-miR-376b-5p	0.13587625172316592	-0.14918820711333	-0.06865505882855513	3	3
hsa-miR-376c-3p	0.14719586269700985	-0.14732529249299478	0.020446456300440095	3	3
hsa-miR-376c-5p	0.13106452003333377	-0.1467987652931775	-0.060136029871343824	3	3
hsa-miR-377-3p	0.16810511845999654	-0.16130067538077464	-0.03842597070390493	3	3
hsa-miR-377-5p	0.07833740756703235	0.016566378816950864	0.07130189370413946	3	3
hsa-miR-378a-3p	0.17074386737562877	-0.1628275754350293	-0.05763408978953269	3	5
hsa-miR-378b	0.12739485599788286	-0.1590473916825026	0.0320801035529793	3	3
hsa-miR-378c	0.15547355032020824	-0.15901695826802603	-0.06575603598924845	3	4
hsa-miR-378d	0.18074500480586073	-0.11710140355685372	-0.0697905311703814	3	3
hsa-miR-378e	0.12395254889466405	-0.07594534017464226	-0.03726362802073923	3	3
hsa-miR-378f	0.24772505578697482	-0.23308910614608228	-0.08004408047764248	3	3
hsa-miR-378g	0.19724773051475122	-0.17512085277214892	-0.054201516658178	3	3
hsa-miR-378h	0.12993260793884598	-0.09449124646412847	-0.05035353934744167	3	3
hsa-miR-378i	0.22236722503852718	-0.11235198835857554	-0.08819032305889345	3	4
hsa-miR-378j	0.14459086142932964	-0.16618489331525624	-0.021708024444026024	3	3
hsa-miR-379-3p	0.14093373313479057	-0.07140390762812901	-0.08736035347792546	3	3
hsa-miR-380-5p	0.07784620223071145	-0.06630807350259917	-0.02167650493499617	3	4
hsa-miR-381-5p	0.05485530126669757	-0.06915934898818211	-0.0019902688616177454	3	2
hsa-miR-382-3p	0.14135722309590917	-0.07977183689199481	-0.09630346563691457	3	2
hsa-miR-382-5p	0.07944533132105921	-0.05392822659414434	-0.05386089265199948	3	3
hsa-miR-383-5p	0.06052259244769755	-0.044473504432868266	-0.01173312098441834	3	3
hsa-miR-3907	0.06463983274537524	-0.013535337174548773	0.05211365678910191	3	4
hsa-miR-3909	0.17544477474804218	-0.15570476685615406	-0.06391063229170685	3	4
hsa-miR-3910	0.11010156219423382	-0.11794464798221194	-0.06018675763574039	3	4
hsa-miR-3911	0.05384629258800414	-0.03123235676337455	0.017032959454148972	3	3
hsa-miR-3912-3p	0.10611744779254022	-0.13571789391372802	-0.002651155304892488	3	3
hsa-miR-3912-5p	0.10962500565975535	-0.1310311315506306	-0.02414695041172243	3	3
