miRNA	DC	Pearson_corr	Spearman_Corr	Cluster_TB	Cluster
hsa-miR-3913-5p	0.26645103078863963	-0.2299341929012488	-0.09835218497531686	3	3
hsa-miR-3915	0.02948616894805703	-0.0004207317645112602	-0.012689865805186225	3	4
hsa-miR-3916	0.10212671370208506	-0.11096653913177182	0.03771362654485234	3	3
hsa-miR-3917	0.06181907852061296	-0.048318997007152004	-0.004901484483095394	3	3
hsa-miR-3918	0.09580136907522023	-0.04174316384292786	0.06333449961478442	3	3
hsa-miR-3919	0.03448589015463002	0.024684755848339335	0.029016648632142112	3	4
hsa-miR-3920	0.09693968827220194	-0.10518359332171641	-0.03674683459759621	3	3
hsa-miR-3921	0.02875794282472857	0.013220780187142317	0.014372750525478456	3	3
hsa-miR-3922-3p	0.07740245279760935	-0.009984018469422344	0.0624978311440268	3	2
hsa-miR-3922-5p	0.0572307777510985	-0.028427607735231755	0.016682185445331264	3	3
hsa-miR-3923	0.06531625510022493	-0.0688277672386708	-0.03697966567933762	3	2
hsa-miR-3925-3p	0.05301168958466599	0.03412217009547114	0.04554058218909074	3	2
hsa-miR-3925-5p	0.036542281415361665	0.007517251841141636	-0.006534519977931764	3	3
hsa-miR-3926	0.06390390610633571	-0.06577488919753205	-0.0017295481210826567	3	5
hsa-miR-3927-5p	0.028751101163801168	-0.005586501854609519	-0.014316606968738306	3	3
hsa-miR-3928-3p	0.08617246715135468	0.0054784462168754565	0.019971544080744516	3	2
hsa-miR-3928-5p	0.08691845395469788	0.05496117646585892	0.09879129426667592	3	5
hsa-miR-3929	0.056084613978296415	0.017375047937199652	0.024927323431032176	3	2
hsa-miR-3934-3p	0.1538259775745472	-0.15808734213791004	-0.04174521488917281	3	3
hsa-miR-3934-5p	0.15010066206005843	-0.16424653447778936	-0.07292502917903444	3	4
hsa-miR-3935	0.040531331872004674	0.016058805284522377	0.025918846790397115	3	5
hsa-miR-3936	0.09744195400391817	-0.057683428927969495	0.04443713044576483	3	3
hsa-miR-3937	0.04972220487915816	0.009908967803883471	0.024555144635350835	3	3
hsa-miR-3938	0.045653208815009824	-0.019237628463797472	0.013309015784332159	3	4
hsa-miR-3939	0.08982952849587499	-0.059212013695586395	0.0024421782125296824	3	3
hsa-miR-3940-5p	0.04653858932204015	-0.025145944251104196	-0.016788832511807978	3	5
hsa-miR-3941	0.05486732601752862	0.019102419369617134	0.053190426680806736	3	3
hsa-miR-3942-3p	0.041590966465569125	-0.020197401916492542	-0.016301906598889155	3	3
hsa-miR-3942-5p	0.05703424019161083	-0.027214084798007458	0.01693985380991938	3	3
hsa-miR-3943	0.12027127923650051	-0.12544784817224502	-0.07705577085815349	3	3
hsa-miR-3944-3p	0.09031872331672257	-0.05927919336087584	0.024425522337408818	3	3
hsa-miR-3945	0.033887662808994155	0.008191395894247352	0.009633965894946084	3	4
hsa-miR-3972	0.03305723335796703	-0.0057357654687159795	-0.025998022503343002	3	3
hsa-miR-3976	0.06506446537043299	-0.05299940679128491	-0.05580577154133899	3	4
hsa-miR-3978	0.03413367710319857	0.02153247817121653	0.026724333008311507	3	3
hsa-miR-409-5p	0.16702954640079046	-0.1029905510448042	-0.09902442682089792	3	3
hsa-miR-410-3p	0.0676388630411364	-0.015719167040451756	-0.04124704916927787	3	3
hsa-miR-410-5p	0.051082435136254815	-0.033598612129570916	-0.04300350575376129	3	3
hsa-miR-411-5p	0.10258495113468101	-0.1008704960711514	-0.08479481719184244	3	3
hsa-miR-412-3p	0.05079054692565202	-0.03651094448731465	-0.003710153476949387	3	3
hsa-miR-412-5p	0.11688983882647618	-0.1284421885394221	-0.058812349895120374	3	3
hsa-miR-421	0.1348738637194673	0.12418117815567527	0.0764141054007027	3	4
hsa-miR-422a	0.17373393341869386	-0.15479438454636518	-0.04943518046170247	3	5
hsa-miR-423-3p	0.27375976013010966	-0.26363660560400426	-0.06508245119492244	3	2
hsa-miR-423-5p	0.07047051197699537	-0.003937471043085733	0.0053453866010709054	3	5
hsa-miR-424-3p	0.14625970090950827	-0.09816402928698924	-0.06834120241505211	3	3
hsa-miR-424-5p	0.1655020758397038	-0.16830582710759065	-0.040357987827599764	3	1
hsa-miR-425-3p	0.08866135924955403	-0.06826239227020299	-0.01349928425354186	3	1
hsa-miR-425-5p	0.06859573783330078	0.033299484483699474	0.04230970733346213	3	5
hsa-miR-4253	0.026774817592982347	0.0038099553304979214	0.0005052920106613521	3	3
hsa-miR-4254	0.03382110665956045	0.021094264189342425	0.02543303120328805	3	3
hsa-miR-4257	0.03667907508312902	0.020367176563650096	0.02242196130007746	3	3
hsa-miR-4258	0.029603761502213034	-0.007324990110569564	-0.016618492795084466	3	4
hsa-miR-4259	0.038098763280225795	-0.01704720202461053	-0.01647663600078085	3	1
hsa-miR-4261	0.035122603724392035	0.024480586587875386	0.03170062182350056	3	4
hsa-miR-4266	0.03457236154370139	-0.014781811638200876	-0.026780476565051656	3	3
hsa-miR-4270	0.03237234736294777	-0.001129152311861972	0.011363321811310903	3	5
hsa-miR-4271	0.05599043772722253	-0.04642764909431031	-0.022691371382820725	3	4
hsa-miR-4274	0.03576237889438158	0.023716364244819606	0.029419223731838716	3	3
hsa-miR-4279	0.031206745701023324	0.010122753280163875	0.011123887285608033	3	3
hsa-miR-4281	0.03882932989546855	-0.004243571578387915	0.04132931238222021	3	5
hsa-miR-4284	0.09260832196759752	-0.08167032966225299	0.03233821370872441	3	5
hsa-miR-4289	0.06075513371371227	0.007691443547673634	0.03212574112247789	3	1
hsa-miR-429	0.1304588507090111	-0.1350976545919773	-0.05392225999751135	3	3
hsa-miR-4290	0.0360930019069645	0.010469179878197442	0.03437586090707252	3	2
hsa-miR-4291	0.07535172227786656	-0.07184301914684595	-0.0508660624065761	3	3
hsa-miR-4297	0.03738742468570028	0.024083689639280672	0.02064127863225823	3	2
hsa-miR-4298	0.06435525440189835	-0.046649289874827	-0.04974792731603138	3	4
hsa-miR-4301	0.08080753189359188	-0.013717540382477115	0.020193964565012105	3	3
hsa-miR-4302	0.027260822401582098	0.008412998099119922	0.005221350776833971	3	4
hsa-miR-4306	0.23717681864605206	-0.24405993637344964	-0.05341586623083201	3	5
hsa-miR-4307	0.027005860157325364	0.00010309607398756811	-0.0056143556740150214	3	2
hsa-miR-4308	0.054371957784175015	0.04514574634204833	0.049237899261111745	3	2
hsa-miR-431-3p	0.10129620523897612	-0.08588420020852953	-0.06697368604764224	3	3
hsa-miR-431-5p	0.09888062672276506	-0.07843380686031574	-0.0595324621870122	3	3
hsa-miR-4312	0.08263209846844939	-0.08342336240555645	-0.05384167091380406	3	1
hsa-miR-4313	0.03443304633071284	-0.020015256881025033	-0.026899747988662303	3	1
hsa-miR-4317	0.0537429279501873	-0.05138487892654256	0.027544639902713483	3	3
hsa-miR-4318	0.08501495741958656	0.05019661428989118	0.07027240290416026	3	1
hsa-miR-432-3p	0.05040602352040895	0.010301927375146774	-0.00857794748027621	3	3
hsa-miR-432-5p	0.08136135973303239	-0.07764969219583158	-0.0353011180899617	3	3
hsa-miR-4322	0.0340646782467662	-0.007264312132782523	0.006804757459240441	3	3
hsa-miR-4324	0.21451463546631636	-0.22466054632959848	-0.05698562309544571	3	3
hsa-miR-4325	0.06635650554476759	-0.06302270580638471	-0.021879448428585302	3	2
hsa-miR-4326	0.07783065436090164	-0.08355080395258695	-0.03286235390462421	3	3
hsa-miR-4327	0.07400541092759774	0.040196980224402226	0.09683208548728166	3	4
hsa-miR-4328	0.04090183926583019	0.015540252921338269	0.03571584931104094	3	2
hsa-miR-433-3p	0.11136376755442146	-0.07554052604190377	-0.08722852555842614	3	3
hsa-miR-433-5p	0.050219453376519105	-0.057243659262838434	-0.03105587602206665	3	2
hsa-miR-4420	0.07872326453331864	-0.06168472034165393	-0.03521183151606404	3	3
hsa-miR-4421	0.04796716891444344	-0.008858473604740251	-0.022215334985400067	3	4
hsa-miR-4423-3p	0.08943193742292972	-0.10181732793317916	0.054887848561010345	3	5
hsa-miR-4423-5p	0.08120003494662648	-0.005714625317730491	0.07661411667718687	3	2
hsa-miR-4424	0.046742066093004436	0.01283564003162386	0.021233183928841243	3	3
hsa-miR-4425	0.12774275502952917	-0.13362676655923358	-0.07557918842372079	3	2
hsa-miR-4426	0.1301572469682641	-0.1344797965678243	-0.09810223503869783	3	3
hsa-miR-4427	0.0312882200252327	0.003939161270908923	-0.0013965318670761979	3	3
hsa-miR-4428	0.04024164620308716	-0.025315895081199212	0.01921191632550343	3	4
hsa-miR-4429	0.08076608875111904	-0.036803050405996386	-0.021725750852427537	3	4
hsa-miR-4430	0.04776735187801077	-0.0359761878136034	0.0024012786769451702	3	4
hsa-miR-4431	0.03802146858872538	0.026561163209118117	0.03413528249801133	3	3
hsa-miR-4432	0.05880826124935821	-0.04756586186022091	-0.0215576158341128	3	3
hsa-miR-4433a-3p	0.09328460224896745	-0.12207503605151723	-0.011121177314328268	3	3
hsa-miR-4433b-3p	0.12564583531954346	-0.09819741424778544	-0.05499931569391785	3	4
hsa-miR-4434	0.026927278363190643	0.0005413100558619469	-0.004379197425731717	3	3
hsa-miR-4435	0.09295707702823297	-0.06294332994923574	-0.040738840974324286	3	4
hsa-miR-4436a	0.050971302812944055	0.0023622002888117988	0.04413211191821885	3	4
hsa-miR-4436b-3p	0.055594722584325	-0.027986615406998375	0.002209242842970908	3	3
hsa-miR-4436b-5p	0.044702406100138155	0.03334377944271423	0.03799123554989721	3	2
hsa-miR-4437	0.06549132825677031	-0.05521467807790732	-0.0015765018756001281	3	3
hsa-miR-4438	0.10767635538086208	-0.10134980527869034	-0.08257026807349825	3	3
hsa-miR-4439	0.08263209846844939	-0.08342336240555645	-0.05384167091380406	3	3
hsa-miR-4440	0.07807567360212407	0.05086701960100811	0.047030681694215516	3	3
hsa-miR-4442	0.05977828033471795	-0.02027832944215207	-0.030326817331132343	3	4
hsa-miR-4443	0.1114715898086235	0.05486684804410701	0.04665285099398114	3	3
hsa-miR-4444	0.06359593066163015	0.03760941812890996	0.027902580045606386	3	5
hsa-miR-4445-3p	0.029717795473000054	0.014959268443102355	0.01830279949728897	3	4
hsa-miR-4445-5p	0.053797175691644716	-0.033493962050154785	-0.046587654009251744	3	3
hsa-miR-4446-3p	0.09703680401412175	-0.06894704011900141	-0.03565264019611169	3	3
hsa-miR-4446-5p	0.0502278804880793	-0.035968390255219675	-0.005723788169211064	3	2
hsa-miR-4447	0.0398537672219052	0.026394901344847465	0.027265908339747652	3	3
hsa-miR-4448	0.1630800531804084	-0.11093846584796213	0.007942701876149373	3	2
hsa-miR-4449	0.11119053247943475	-0.019069743646608153	0.09565054801409116	3	5
hsa-miR-4450	0.02700586015733414	0.00010309607398756819	-0.0056143556740150214	3	3
hsa-miR-4451	0.08084437422462801	-0.07037430941355773	0.03671759258508798	3	4
hsa-miR-4452	0.04453555356564872	0.020855468883589284	0.04528008657105152	3	3
hsa-miR-4453	0.04313127121941983	-0.018699985724325893	-0.03595046586290957	3	3
hsa-miR-4455	0.03676247260503867	0.00696070721364046	-0.008559507801841948	3	4
hsa-miR-4457	0.07458410878253748	-0.07454900257012986	-0.05360950045763191	3	3
hsa-miR-4458	0.1139893990413849	-0.1307734326953093	-0.012700257328069226	3	3
hsa-miR-4463	0.05454161317575738	-0.01852843769443848	-0.041810139432360914	3	5
hsa-miR-4464	0.14438858243979413	-0.1505562713956832	-0.06417152101877525	3	3
hsa-miR-4465	0.03651922509350365	-0.017403911693678057	-0.029475367288578868	3	4
hsa-miR-4466	0.0606264722537613	-0.014066121762432642	0.02475021379103647	3	5
hsa-miR-4467	0.08707726414611715	-0.023069658592257732	0.07636928110853897	3	3
hsa-miR-4468	0.03903880425491455	0.01947252507484031	0.020978044593375454	3	4
hsa-miR-4469	0.06704930279944238	0.008817293719177815	0.05322748685672593	3	3
hsa-miR-4470	0.12038351355686375	-0.10411296844949001	-0.06414940701869316	3	3
hsa-miR-4471	0.13005055001197205	-0.12556049439748546	-0.06551333060513667	3	3
hsa-miR-4472	0.04139744805638456	0.018027563858459838	0.020082738882492592	3	2
hsa-miR-4473	0.31365115777445884	-0.3008201037649538	-0.08881497878833093	3	3
hsa-miR-4474-3p	0.1444337426646143	-0.13189303681023337	-0.026401420602392627	3	3
hsa-miR-4474-5p	0.1464698405332431	-0.1514488225085785	-0.09425926483277072	3	3
hsa-miR-4475	0.035295979624562	-0.021751724288889746	-0.027314907423574748	3	3
hsa-miR-4476	0.05731306025098604	-0.04998557989301437	-0.011186926339453498	3	4
hsa-miR-4477a	0.05032019958128898	-0.038983398552610786	-0.006075090050627806	3	2
hsa-miR-4477b	0.10320478139446086	-0.09415924101816409	-0.041224008560492596	3	3
hsa-miR-4478	0.04107114877602145	0.0027785724508143333	0.0031485957538649524	3	3
hsa-miR-4479	0.06979113802870061	-0.03884408765852601	0.0019792285056366107	3	3
hsa-miR-448	0.08422242855061615	-0.08604725841997576	-0.05417853225424497	3	4
hsa-miR-4480	0.10292785391004974	-0.10099009646855643	-0.08350173868796593	3	3
hsa-miR-4481	0.048948713594718626	-0.01073464159489296	0.01678767893821698	3	3
hsa-miR-4482-3p	0.07695096725076835	-0.011169051600617591	0.02727120123105679	3	3
hsa-miR-4482-5p	0.08898543361615217	-0.06313611576511083	-0.0010301955615819197	3	3
hsa-miR-4483	0.04015723523088471	-0.013254617172270985	-0.03069600461240665	3	3
hsa-miR-4485-3p	0.12392885732962439	-0.14499398744437483	0.037932599553444364	3	5
hsa-miR-4485-5p	0.10121552453051874	-0.1341842429995495	-0.05204420515935079	3	4
hsa-miR-4487	0.06679537774651834	-0.07212037560350003	-0.038828577132270316	3	4
hsa-miR-4488	0.09683082282144015	-0.05130316853924265	-0.032836352823406405	3	5
hsa-miR-4489	0.06658997913807674	-0.04852047622347122	0.009441717324305468	3	3
hsa-miR-4490	0.06542500578326314	-0.06309441494674804	-0.02368556224984139	3	3
hsa-miR-4491	0.06294056701779951	-0.05472362456418505	-0.022167059941330496	3	3
hsa-miR-4492	0.11251869288108994	0.028476781534710897	0.062457036234045804	3	4
hsa-miR-4493	0.11127065502906949	-0.11177193886900752	-0.07162353381461224	3	2
hsa-miR-4494	0.03487420613367952	-0.001293336694857279	-0.001014813031563426	3	3
hsa-miR-4496	0.03872084196977657	-0.026753535444763395	-0.008217342217702981	3	3
hsa-miR-4497	0.10973698059826033	0.0010271091752126395	0.07157860860860714	3	4
hsa-miR-4498	0.057392372875891294	-0.05276956131428669	-0.008938253572184163	3	3
hsa-miR-4499	0.06255390046924905	0.04103692239036658	0.030001222643522094	3	4
hsa-miR-449a	0.09325628473891819	-0.11969576788043546	-0.005929166466321769	3	2
hsa-miR-449b-5p	0.04480004498369382	0.014982650775969997	-0.030246307553462276	3	3
hsa-miR-449c-3p	0.05465728006266363	0.03308908185546798	0.024167246654975664	3	2
hsa-miR-449c-5p	0.04703965897082547	0.017770116110381658	0.05255025591640372	3	3
hsa-miR-4500	0.1014391220294088	-0.060323480736090944	-0.09094491285782212	3	1
hsa-miR-4501	0.04503960925643561	0.031569857309508016	0.021094290274823423	3	3
hsa-miR-4502	0.06346862286262787	-0.07384900939993028	-0.032082210062403256	3	3
hsa-miR-4503	0.11315503498813158	-0.09650674195762748	-0.04938668843881642	3	3
hsa-miR-4505	0.05230237803704109	-0.021783546241382255	-0.019033380335076375	3	3
hsa-miR-4506	0.04210742703878623	-0.003840796375155574	-0.0126300278329886	3	3
hsa-miR-4507	0.0728231212265761	-0.008415602662989971	0.04330268647516394	3	4
hsa-miR-4508	0.11440953264817637	0.05502591303263028	0.09218371261643558	3	4
hsa-miR-450a-1-3p	0.06402153625666057	-0.08082723544993008	0.022021617505128595	3	3
hsa-miR-450a-2-3p	0.07121119750572946	-0.003075817786790603	0.027813595090077196	3	2
hsa-miR-450b-3p	0.12216707463233406	-0.09698686848729067	-0.08437780429071522	3	2
hsa-miR-450b-5p	0.12846761405603227	-0.14826496278929974	-0.07053831366802198	3	3
hsa-miR-4510	0.06296434402813039	-0.025764322777833235	0.012124902529590914	3	2
hsa-miR-4511	0.08766186901027088	0.005880260659825899	0.011604396483181111	3	2
hsa-miR-4512	0.0664882925392048	0.026168735770271817	0.055499339728935504	3	5
hsa-miR-4513	0.05553026292505061	-0.04127103337610302	-0.032942284290991906	3	3
hsa-miR-4514	0.07715617704866022	-0.07468781811114478	-0.052662656222260906	3	3
hsa-miR-4515	0.10321748713818912	-0.11793266693543897	-0.012370023498555566	3	3
hsa-miR-4516	0.12779455437095802	0.040647407131277895	0.07981017795089013	3	5
hsa-miR-4517	0.062236832961787385	-0.013014481345150132	-0.02276167501319882	3	3
hsa-miR-4518	0.14791285147360816	-0.1490506529562494	0.031169547063873527	3	4
hsa-miR-4519	0.026348192926609514	0.005119878443168331	-0.0026356331807829893	3	3
hsa-miR-451a	0.1311878933982207	-0.12339820164094661	-0.08403412527371493	3	3
hsa-miR-452-3p	0.06801864121340633	-0.022417107261461063	-0.04323369216432836	3	3
hsa-miR-452-5p	0.11094065890738142	-0.09265507632282999	-0.048061934658524146	3	3
hsa-miR-4520-2-3p	0.03898854241610574	0.023697745865180843	0.026619693288636878	3	3
hsa-miR-4520-3p	0.03864089187770236	0.02096340242762172	0.027149730953601358	3	3
hsa-miR-4520-5p	0.061086335489235845	-0.03955684294328458	0.011637450919871747	3	2
hsa-miR-4521	0.1545889690287429	-0.18206523620696954	-0.06257752904193341	3	3
hsa-miR-4522	0.057402541880353	-0.01313645294342637	-0.039216187325955165	3	3
hsa-miR-4523	0.14914482401061818	-0.15931535287685425	-0.013721214975590137	3	3
hsa-miR-4524a-3p	0.06289320761178316	0.04009333022303484	0.020438612747272912	3	3
hsa-miR-4524a-5p	0.05033176412002868	-0.047858010156732946	0.0009895865392019554	3	3
hsa-miR-4524b-3p	0.08734466244542496	-0.09129505044881442	-0.05473996782164646	3	3
hsa-miR-4524b-5p	0.10796008059148127	-0.11041444172221973	-0.07835723058053538	3	3
hsa-miR-4525	0.07570341819977242	0.02213925474372837	0.07683390918291166	3	3
hsa-miR-4526	0.11023539220635355	-0.07326671771912004	0.08793765650792432	3	3
hsa-miR-4527	0.04048160059000644	0.02940416621447452	0.03806533146982185	3	3
hsa-miR-4529-3p	0.03812548817107538	0.019610722582886157	0.03637347022263331	3	3
hsa-miR-4529-5p	0.039513100764817635	0.028299651465078457	0.03649331188109765	3	3
hsa-miR-4530	0.05722354920238327	-0.020385319269692722	-0.02967509508306424	3	5
hsa-miR-4531	0.14729495046326826	-0.14674640222412913	-0.06689014303593081	3	2
hsa-miR-4533	0.07118562426650565	-0.05360487157840381	-0.019249322785923267	3	2
hsa-miR-4534	0.04287588684466717	-0.00802360347854649	-0.011089630293952392	3	5
hsa-miR-4535	0.037137959060174794	0.02763012156809376	0.014746253227354783	3	4
hsa-miR-4536-3p	0.15802054707116317	-0.1627374724898246	-0.07984847692470926	3	3
hsa-miR-4536-5p	0.13609035044063852	-0.14629775949574714	-0.06630298967165699	3	3
hsa-miR-4537	0.05114849448611414	-0.03301814212579612	-0.033880904963346836	3	3
hsa-miR-4538	0.0538279693476775	-0.03165062193540203	-0.028359122923439183	3	3
hsa-miR-4539	0.09414330342030301	-0.004719671774730117	0.09254357811624538	3	4
hsa-miR-454-3p	0.12618412216449923	-0.16315475079540773	-0.061226147056939614	3	1
hsa-miR-454-5p	0.08520101199613352	0.06542175698105587	0.044844051653574676	3	3
hsa-miR-455-3p	0.09839511856204719	-0.13454118590501526	-0.03497042658852212	3	3
hsa-miR-4632-5p	0.05086251275688395	0.02418414005621184	0.04868685837491715	3	3
hsa-miR-4633-3p	0.06540454148510355	0.04573584812619127	0.05981469762122826	3	4
hsa-miR-4633-5p	0.06585301151253223	-0.050539094185926045	0.019685083432173112	3	3
hsa-miR-4634	0.0449684912333576	0.009679614829341895	0.037552843114643436	3	5
hsa-miR-4635	0.2451753361517344	-0.23706620320057745	-0.058077456175195885	3	3
hsa-miR-4636	0.09278994332049827	-0.08672416286642938	-0.05911225026048941	3	3
hsa-miR-4637	0.07905057156587895	-0.06021024149408031	-0.0037883184954672616	3	3
hsa-miR-4638-3p	0.09386844937412184	0.03325303481653159	0.08218418113025022	3	4
hsa-miR-4638-5p	0.06937532301182493	-0.032902093637069876	0.02487201375390729	3	3
hsa-miR-4639-3p	0.1034663645334558	-0.07992629128766113	-0.003212550946057676	3	2
hsa-miR-4639-5p	0.16116785139664597	-0.19013351872148102	-0.0722146240669968	3	3
hsa-miR-4640-3p	0.048745849518427385	-0.03580186268324974	-0.023781956266801067	3	1
hsa-miR-4640-5p	0.061756483727060746	-0.06229817923204485	-0.0540863555901748	3	3
hsa-miR-4641	0.049690208917047535	-0.024426340648142843	0.009935550261416978	3	2
hsa-miR-4642	0.04719223989879047	-0.013528676421138162	0.0333365049408837	3	2
hsa-miR-4645-3p	0.09492708043843724	-0.014359151680891668	0.07354956327126953	3	3
hsa-miR-4645-5p	0.08881937150532639	-0.10224095224916938	-0.024202896242571575	3	3
hsa-miR-4646-3p	0.07754619512904498	0.06282861864925321	0.042824422512536785	3	1
hsa-miR-4646-5p	0.11057229669140455	0.06079965525050622	0.09224230339070313	3	4
hsa-miR-4647	0.1171228940573543	-0.12328068071009401	0.02701977952272095	3	3
hsa-miR-4648	0.04080763523055963	-0.025487060258644306	0.016421369454334186	3	4
hsa-miR-4649-3p	0.06814068708454783	-0.059617603365873295	-0.031032064584316774	3	1
hsa-miR-4649-5p	0.03949277723365285	-0.025069000100925134	-0.0070963265505534015	3	3
hsa-miR-4650-5p	0.0605005370643181	0.05583246327358178	0.057490479309260344	3	3
hsa-miR-4651	0.10906021903338155	-0.1341332564883914	-0.0033323789790366673	3	5
hsa-miR-4653-3p	0.09594538021441168	0.051497652490964295	0.07400446017909829	3	4
hsa-miR-4653-5p	0.04094310124992012	0.023583515885421517	0.037330032331889126	3	3
hsa-miR-4654	0.09204390185744564	-0.08962734002858669	-0.01559400710690696	3	2
hsa-miR-4656	0.07841534251787201	-0.08074855440145354	-0.02359805872557473	3	3
hsa-miR-4657	0.06353435425449283	0.02082898197881981	0.017839077864858756	3	4
hsa-miR-4658	0.042074115733535776	0.003966825157620592	0.00418808154232465	3	3
hsa-miR-4659a-3p	0.0759653560353455	0.022007366521912767	0.01477490392025906	3	4
hsa-miR-4659a-5p	0.10012160341586289	0.08857858831098925	0.0891081730792487	3	4
hsa-miR-4659b-3p	0.10985414541482391	0.09068024321265132	0.07463395446761648	3	5
hsa-miR-4659b-5p	0.12280628082543629	0.08400551502258102	0.0888865794920369	3	3
hsa-miR-466	0.04182586258744949	0.0011673264022070877	0.03614978235628528	3	3
hsa-miR-4661-3p	0.07237945052457208	-0.0719694436557546	-0.015044647844935895	3	3
hsa-miR-4661-5p	0.24024909996137042	-0.20865846810711744	-0.06328024698175799	3	3
hsa-miR-4662a-3p	0.06888584860421883	-0.0639372345237988	0.015908030444765433	3	3
hsa-miR-4662a-5p	0.08193839043718142	-0.07797082891168504	-0.030995181237223043	3	3
hsa-miR-4662b	0.04958220899465843	-0.016287211589097475	-0.03587018692864765	3	3
hsa-miR-4663	0.08192163389536872	-0.0880704882484763	-0.019988425755089478	3	3
hsa-miR-4664-3p	0.2834643823052145	-0.19088603340142363	-0.049200372323994844	3	1
hsa-miR-4664-5p	0.08348945209587293	0.08639440718636357	0.0733886248703403	3	1
hsa-miR-4665-3p	0.07093660466712194	-0.06253843380442649	-0.03068068697816502	3	2
hsa-miR-4665-5p	0.09609287318474112	-0.05577146221167716	0.04782368651361966	3	3
hsa-miR-4666a-3p	0.06699014776201996	0.06089271434644857	0.05434696292446541	3	3
hsa-miR-4666b	0.030097959208028244	0.013217132906322756	0.02221411773055473	3	1
hsa-miR-4667-3p	0.1082609142905487	0.05446237275375933	0.0777730445101465	3	1
hsa-miR-4667-5p	0.14145264238366145	0.09245240892115693	0.09288096700855981	3	4
hsa-miR-4668-3p	0.09116672486676393	0.05933407400891975	0.0894969301606779	3	2
hsa-miR-4668-5p	0.0698242783243515	-0.0072378808034985614	0.04024879940067408	3	4
hsa-miR-4670-5p	0.055473961011698006	0.02225234537466677	0.05330559472741322	3	2
hsa-miR-4671-3p	0.09070805463999623	-0.08738339547796652	-0.07219132009364598	3	3
hsa-miR-4671-5p	0.04797062211110832	0.008828106105176776	0.04166600962342629	3	3
hsa-miR-4672	0.05730761777383775	-0.004967932837581146	-0.006947653233673281	3	4
hsa-miR-4673	0.04939518707513429	-0.015285552640943285	0.017454624835667315	3	3
hsa-miR-4674	0.060546712759886726	-0.06335284564530551	-0.06418735815185196	3	3
hsa-miR-4676-3p	0.10627610843114502	0.053056068605080234	0.06522274554625793	3	3
hsa-miR-4677-3p	0.1382196721769815	-0.11701448921106763	-0.078037628363649	3	4
hsa-miR-4677-5p	0.21143489390786308	-0.2195026250966018	-0.07548478374335356	3	3
hsa-miR-4678	0.13505119766964577	-0.11045364961212097	-0.08356800016622451	3	3
hsa-miR-4679	0.02688605456951486	0.005789102084700595	0.0031440391774484122	3	3
hsa-miR-4680-3p	0.10783222969734656	-0.11067530013864946	-0.07345917106496068	3	3
hsa-miR-4680-5p	0.08001932708576054	-0.08674281890779721	-0.055627092554618694	3	3
hsa-miR-4681	0.055066765766718616	-0.045063135185093875	-0.05781655389215037	3	3
hsa-miR-4682	0.03446435362492894	-0.0052665926542445445	-0.007464970794693423	3	4
hsa-miR-4683	0.138321891379997	-0.15831704152573722	-0.026614490821979624	3	3
hsa-miR-4684-3p	0.05428035958008887	-0.04101717986450983	-0.04193923688489221	3	3
hsa-miR-4684-5p	0.040378925965756235	-0.02193795139265067	-0.014852929036336249	3	3
hsa-miR-4685-5p	0.044798096311775996	-0.019975571391565788	0.03823173341241035	3	5
hsa-miR-4686	0.07070129461010767	0.06458206707529454	0.06725280104136579	3	3
hsa-miR-4687-3p	0.09329376186813246	-0.08713460543827263	0.02735307131071282	3	5
hsa-miR-4688	0.09999741622109055	-0.10425370648184455	0.022508626237000732	3	3
hsa-miR-4689	0.04645204202459439	-0.02361940987271076	0.022773903918742032	3	5
hsa-miR-4690-3p	0.1502208407369667	-0.1844570791362114	-0.03583714066687178	3	3
hsa-miR-4690-5p	0.061810306431435945	0.0010925707676664482	0.06894237993833255	3	3
hsa-miR-4691-3p	0.06140639047117022	-0.04949244394834231	0.014388250461838423	3	3
hsa-miR-4691-5p	0.03667285492538693	0.007995565200024108	0.017368232368297532	3	3
hsa-miR-4692	0.028660904307010217	0.012998081278320951	0.012576156709793649	3	3
hsa-miR-4693-5p	0.051739795200422406	0.04208543230469703	0.04755359255890724	3	3
hsa-miR-4695-5p	0.06769533378654476	0.025697704098982206	0.06009580773125133	3	5
hsa-miR-4697-3p	0.06597580566115133	0.015739614417359875	0.04495789542703071	3	1
hsa-miR-4697-5p	0.02972599140676963	0.004682225772474478	0.01237364834011282	3	3
hsa-miR-4698	0.03625283051848509	0.006674271457151456	0.008324295026382475	3	1
hsa-miR-4699-3p	0.046857153670472294	-0.032137363394048005	-0.015632794214550882	3	2
hsa-miR-4700-3p	0.042880584848214214	-0.0004486305757538601	0.01941503472370962	3	1
hsa-miR-4700-5p	0.06170786961968975	-0.010903525393127916	0.0412916077808152	3	3
hsa-miR-4701-3p	0.039007884869091965	-0.016167195948732	-0.009513186795788707	3	3
hsa-miR-4701-5p	0.07407770168741434	0.022991904225852365	0.06479923899217707	3	1
hsa-miR-4705	0.1307761710922055	-0.13716234015206083	-0.0797882488483564	3	2
hsa-miR-4706	0.04525053032055526	-0.020487673242768678	-0.0002810529736387333	3	1
hsa-miR-4707-3p	0.053021213278816724	0.0318791858204131	0.02408450926856918	3	3
hsa-miR-4707-5p	0.0662664703329987	-0.035282294315955476	-0.012105615139741722	3	3
