miRNA	Spearman_r	p_value
hsa-miR-570-5p	-0.01347024711711899	0.6997713866199006
hsa-miR-663a	-0.013569406333702053	0.6976696562495158
hsa-miR-6086	-0.013688960139253206	0.6951387281588072
hsa-miR-3665	-0.013754590821230952	0.6937507791113966
hsa-miR-4709-3p	-0.013773508760665909	0.6933508950859649
hsa-miR-3615	-0.01378148958043102	0.6931822235021495
hsa-miR-6859-3p	-0.013833809431646896	0.6920768396231574
hsa-miR-6795-3p	-0.01395398897676008	0.6895402362789257
hsa-miR-6508-3p	-0.013986224436585409	0.688860439991833
hsa-miR-4478	-0.0139909606546294	0.6887605815472966
hsa-miR-1225-5p	-0.014043334326100297	0.6876566960732048
hsa-miR-3681-5p	-0.014143486477600348	0.6855476293357687
hsa-miR-7846-3p	-0.014144377490292634	0.6855288767740981
hsa-miR-3679-3p	-0.014151654452193558	0.685375730553143
hsa-miR-4531	-0.014263213028312939	0.6830295595421794
hsa-miR-6809-3p	-0.01431583250956107	0.6819239856352673
hsa-miR-1276	-0.014385989867348133	0.6804509879960082
hsa-miR-4656	-0.01445361465995026	0.6790323138955489
hsa-miR-4519	-0.014519522188890849	0.6776507567890202
hsa-miR-3912-5p	-0.014629552253165841	0.6753467121377391
hsa-miR-527	-0.014781863950400025	0.6721622925358337
hsa-miR-518a-5p	-0.014781863950400025	0.6721622925358337
hsa-miR-6773-3p	-0.015029931347733833	0.6669884516384426
hsa-miR-6515-3p	-0.015133098340563313	0.6648413672059997
hsa-miR-200a-5p	-0.015182187947329295	0.6638206886172541
hsa-miR-6726-5p	-0.01527423236298633	0.6619085654559592
hsa-miR-141-5p	-0.015340616106424163	0.6605308787973025
hsa-miR-602	-0.015396639926127692	0.6593690881545076
hsa-miR-4429	-0.01543831174414852	0.6585054527470965
hsa-miR-12116	-0.015540095794797258	0.6563979228224721
hsa-miR-4757-3p	-0.015641567474450835	0.6542995740072944
hsa-miR-4782-3p	-0.015727027125015555	0.6525344524160248
hsa-miR-3130-3p	-0.01574820752562525	0.6520972826753153
hsa-miR-6125	-0.015840431210855228	0.6501951507289068
hsa-miR-449a	-0.015871771884964005	0.6495492598286995
hsa-miR-30c-2-3p	-0.01597588582329938	0.6474054948226428
hsa-miR-19b-2-5p	-0.016004441996640258	0.6468180158917567
hsa-miR-3115	-0.01600680645401823	0.6467693823500986
hsa-miR-12130	-0.016033183666632516	0.6462269425730406
hsa-miR-1237-5p	-0.016123432475074344	0.6443724228319588
hsa-miR-500a-5p	-0.016197849985408564	0.6428448794653672
hsa-miR-6772-3p	-0.01656084922745606	0.6354154030204094
hsa-miR-6815-5p	-0.016575768088090134	0.6351108355540045
hsa-miR-6816-3p	-0.01659826122830337	0.6346517562167505
hsa-miR-508-5p	-0.01660035753090148	0.6346089783484214
hsa-miR-517a-3p	-0.016668704849098482	0.6332149275079039
hsa-miR-517b-3p	-0.016668704849098482	0.6332149275079039
hsa-miR-576-3p	-0.016690578189133345	0.6327690605663241
hsa-miR-30c-5p	-0.016740105325472508	0.6317599900029512
hsa-miR-4505	-0.01684893054840064	0.6295451805414208
hsa-miR-450b-3p	-0.016929138716152335	0.6279149095540968
hsa-miR-3192-5p	-0.016973446275856802	0.6270151121183621
hsa-miR-6768-3p	-0.01713329871267734	0.623773439444158
hsa-miR-8078	-0.017170364517000564	0.6230228106622534
hsa-miR-491-3p	-0.017238756288126728	0.621638818215507
hsa-miR-6786-5p	-0.017402596074384474	0.6183287519282061
hsa-miR-1915-5p	-0.01745195347042932	0.6173330904858374
hsa-miR-217-5p	-0.01757594817360682	0.6148349070669068
hsa-miR-329-5p	-0.01763400385981652	0.6136667584760038
hsa-miR-517c-3p	-0.01764089843576742	0.6135280964419638
hsa-miR-5582-5p	-0.01766029753113566	0.613138020604406
hsa-miR-1269b	-0.017723528418141326	0.6118673371967713
hsa-miR-1286	-0.01772418356607538	0.6118541774814229
hsa-miR-6870-3p	-0.0177421926747438	0.6114924841169842
hsa-miR-6872-3p	-0.017782983111899627	0.6106736022694208
hsa-miR-4455	-0.01794087105926657	0.607508536020868
hsa-miR-6818-3p	-0.018072614435407707	0.6048731772402525
hsa-miR-3620-5p	-0.018162364368406566	0.6030807796810022
hsa-miR-4768-3p	-0.018209422412455815	0.6021419368341958
hsa-miR-487b-5p	-0.01823444051372618	0.6016430750244613
hsa-miR-4802-3p	-0.018263526614462202	0.6010633312334629
hsa-miR-218-2-3p	-0.01829171104433384	0.6005017998847886
hsa-miR-6779-5p	-0.018308604523783103	0.6001653368349589
hsa-miR-6827-5p	-0.018393847591500572	0.598468872687115
hsa-miR-101-2-5p	-0.018642916086450547	0.5935245278776609
hsa-miR-9718	-0.018666094649514978	0.593065353126746
hsa-miR-5001-5p	-0.01867882177919259	0.5928132937314277
hsa-miR-708-5p	-0.018756130101387564	0.5912832652323535
hsa-miR-7973	-0.01879099813801766	0.5905937765032043
hsa-miR-4765	-0.018912822797410262	0.5881876916204555
hsa-miR-3189-5p	-0.01894372249569001	0.5875781301721088
hsa-miR-6853-3p	-0.01907684956086481	0.5849552614251512
hsa-miR-4470	-0.019126169970419174	0.5839849318781609
hsa-miR-6839-5p	-0.019170711991940353	0.5831092557047001
hsa-miR-519d-5p	-0.01918445785821523	0.5828391415977068
hsa-miR-1915-3p	-0.019202704234947337	0.5824806799289889
hsa-miR-3188	-0.019204281746431087	0.582449693538476
hsa-miR-3202	-0.01928521946432356	0.580860899952988
hsa-miR-628-5p	-0.019341328844637216	0.5797606723330254
hsa-miR-3927-5p	-0.019341443875399034	0.5797584177407933
hsa-miR-612	-0.019424459550557542	0.5781323896997508
hsa-miR-3120-3p	-0.019454358618146327	0.5775472815286854
hsa-miR-6892-3p	-0.01950729197228354	0.5765120881556646
hsa-miR-6864-5p	-0.019530517898998727	0.5760581452314633
hsa-miR-450a-1-3p	-0.019537801980326397	0.5759158150088884
hsa-miR-4999-5p	-0.01956618117898999	0.5753614464192163
hsa-miR-6733-5p	-0.019608780204565697	0.5745297758756351
hsa-miR-4493	-0.01968734921860785	0.5729973463012361
hsa-miR-5701	-0.01968769007930066	0.5729907022889528
hsa-miR-511-3p	-0.019774474068860556	0.5713003084304124
hsa-miR-6130	-0.019818780178286383	0.5704382204610104
hsa-miR-2681-5p	-0.019820283404046356	0.5704089822391462
hsa-miR-3622a-3p	-0.019820674460112667	0.5704013761904134
hsa-miR-4639-3p	-0.019875556428592726	0.5693343995354895
hsa-miR-218-5p	-0.019919550897645497	0.5684797773492456
hsa-miR-548ap-5p	-0.02006801700449039	0.5656002509371588
hsa-miR-320b	-0.02009866598314314	0.5650066806284884
hsa-miR-6807-3p	-0.02014805577976945	0.5640507916369305
hsa-miR-3915	-0.02019561937900713	0.563130982281046
hsa-miR-6510-5p	-0.02023920129150983	0.5622888073333868
hsa-miR-6743-5p	-0.020250389146731867	0.5620727117011607
hsa-miR-500b-5p	-0.020253767388038114	0.5620074681773357
hsa-miR-1252-5p	-0.02037102643910849	0.5597451265442447
hsa-miR-4787-3p	-0.02040919425300353	0.5590096867415772
hsa-miR-5089-3p	-0.020475672879427007	0.5577298570015392
hsa-miR-153-5p	-0.0205845076196819	0.555637675212491
hsa-miR-5689	-0.02068558292438451	0.5536980885461327
hsa-miR-1322	-0.020783687884201103	0.5518186723515818
hsa-miR-1972	-0.020894262789260713	0.5497041235510786
hsa-miR-650	-0.02090087961835099	0.5495777149630456
hsa-miR-5193	-0.020904583988657154	0.549506952535308
hsa-miR-206	-0.02096569788306911	0.5483401770387931
hsa-miR-758-5p	-0.021005888302799026	0.547573535111115
hsa-miR-10400-5p	-0.021053102553852485	0.5466735883280062
hsa-miR-4464	-0.02107806627431036	0.546198052672528
hsa-miR-1178-3p	-0.021128329950720195	0.5452411976407648
hsa-miR-6820-3p	-0.02113968301863029	0.5450251876137392
hsa-miR-4717-3p	-0.02121158234755436	0.543658175096439
hsa-miR-1304-3p	-0.021278125903893857	0.5423945104055777
hsa-miR-3677-5p	-0.021387994415981135	0.5403113073025352
hsa-miR-455-3p	-0.021410140282741772	0.5398918865507653
hsa-miR-4646-3p	-0.02142464957559341	0.5396171831541096
hsa-miR-3121-3p	-0.021489460740137405	0.5383909716271563
hsa-miR-652-5p	-0.021520272482685482	0.5378085106507827
hsa-miR-147b-3p	-0.02154412821389664	0.537357762182393
hsa-miR-7108-5p	-0.02157405967688782	0.5367924823056704
hsa-miR-3178	-0.021632383624727792	0.535691845590529
hsa-miR-3657	-0.021837550111732825	0.5318291676326926
hsa-miR-6856-5p	-0.021882877569484108	0.5309776895479156
hsa-miR-136-5p	-0.022061239400812987	0.5276338721462238
hsa-miR-6516-5p	-0.022098204543362258	0.5269422156833437
hsa-miR-8069	-0.022119087375130905	0.5265516803644985
hsa-miR-1266-3p	-0.022162481994685897	0.5257406183370669
hsa-miR-4536-3p	-0.022175431983850975	0.5254987016854883
hsa-miR-520e-3p	-0.022212705173937163	0.524802724612765
hsa-miR-301b-3p	-0.022272850523513806	0.5236806654854551
hsa-miR-4258	-0.022356649954833867	0.5221193710357482
hsa-miR-585-5p	-0.022356649954833867	0.5221193710357482
hsa-miR-4466	-0.022371612038037583	0.5218408591198312
hsa-miR-4506	-0.02239384748352865	0.5214270980302939
hsa-miR-3131	-0.022623942539083126	0.5171553650134797
hsa-miR-6825-5p	-0.02272153550137944	0.5153490225150826
hsa-miR-4665-3p	-0.022729286987299906	0.5152056910038365
hsa-miR-4730	-0.022735272784332693	0.515095022709914
hsa-miR-200c-5p	-0.022750000675190618	0.5148227788568902
hsa-miR-1321	-0.022896719068641942	0.5121147816210455
hsa-miR-4795-5p	-0.02294263169405016	0.5112688934396704
hsa-miR-7847-3p	-0.02295624432762133	0.5110182361269483
hsa-miR-4432	-0.023224618888652234	0.5060896161982608
hsa-miR-512-3p	-0.0232953034690939	0.5047956803924111
hsa-miR-552-5p	-0.02334201757645724	0.5039414988041316
hsa-miR-4510	-0.023369767228139337	0.5034344487245708
hsa-miR-320d	-0.023601297988287435	0.49921435251279217
hsa-miR-7114-5p	-0.023672223376014743	0.4979253633614978
hsa-miR-3139	-0.023689312233446527	0.49761505710781906
hsa-miR-4534	-0.023737777117117012	0.49673557183166706
hsa-miR-4639-5p	-0.023955927939723794	0.49278708153710754
hsa-miR-3138	-0.024168561881628105	0.48895466407905563
hsa-miR-4706	-0.0242116779410789	0.4881795190280315
hsa-miR-4667-5p	-0.024256211664639454	0.487379582095621
hsa-miR-4641	-0.024323518459947523	0.4861719257550661
hsa-miR-30b-3p	-0.02437241806222208	0.48529555571037575
hsa-miR-383-5p	-0.024374781314676706	0.4852532235550142
hsa-miR-5583-3p	-0.024487815355662926	0.48323081482747404
hsa-miR-7856-5p	-0.02464891522125812	0.48035632312357013
hsa-miR-6860	-0.024700309637891847	0.4794412577842366
hsa-miR-5572	-0.02470831898400614	0.4792987388482716
hsa-miR-1910-3p	-0.024802323390172843	0.47762774339516095
hsa-miR-548ay-3p	-0.02484372970601055	0.4768927268886433
hsa-miR-4999-3p	-0.024857796619682727	0.4766431614430645
hsa-miR-376a-5p	-0.024868924245182455	0.47644579340531973
hsa-miR-3605-5p	-0.024880795586741108	0.476235283534889
hsa-miR-4259	-0.024981072782229795	0.4744591386754933
hsa-miR-548ad-3p	-0.025094778205984186	0.4724495501642364
hsa-miR-4699-3p	-0.02519980527698735	0.47059750447025794
hsa-miR-1236-5p	-0.02522495082366616	0.47015468264286236
hsa-miR-3159	-0.025254759632814705	0.4696300368858609
hsa-miR-4437	-0.025314942121434248	0.46857178856240533
hsa-miR-936	-0.0253718560342687	0.46757222817363026
hsa-miR-3059-3p	-0.0253718560342687	0.46757222817363026
hsa-miR-6529-3p	-0.0253718560342687	0.46757222817363026
hsa-miR-6077	-0.0253718560342687	0.46757222817363026
hsa-miR-8065	-0.0253718560342687	0.46757222817363026
hsa-miR-182-5p	-0.025372697121854897	0.46755746527865616
hsa-miR-4677-3p	-0.02553714342440164	0.4646760382811714
hsa-miR-4701-3p	-0.025557978955534785	0.46431166338108676
hsa-miR-4503	-0.025582811848872893	0.46387758942330665
hsa-miR-3189-3p	-0.02575783826792108	0.46082456919189624
hsa-miR-323a-5p	-0.02602841109995795	0.4561270561474319
hsa-miR-6840-3p	-0.0263001901168174	0.451435784990115
hsa-miR-578	-0.02631584655761829	0.4511663663161582
hsa-miR-3182	-0.02632795295611353	0.45095809965249684
hsa-miR-6134	-0.026558536990489885	0.4470017415602058
hsa-miR-6846-3p	-0.026564536620911402	0.44689906372841065
hsa-miR-6719-3p	-0.02656558097382595	0.44688119201404974
hsa-miR-4735-5p	-0.026579788919334435	0.4466380958076883
hsa-miR-125a-3p	-0.026579897418993966	0.44663623968087424
hsa-miR-3064-3p	-0.026631635549282395	0.445751643810797
hsa-miR-188-3p	-0.026771391454638742	0.4433671456658356
hsa-miR-548av-5p	-0.026857108428046655	0.441908259837971
hsa-miR-603	-0.02688218435071982	0.4414819917541345
hsa-miR-4684-5p	-0.026964963686561247	0.4400764875856388
hsa-miR-548ao-3p	-0.02699946568493849	0.439491438120054
hsa-miR-8089	-0.027217860012595813	0.4357984865186863
hsa-miR-4471	-0.027350809628486402	0.4335591415891025
hsa-miR-3134	-0.02738675272430398	0.4329548743093169
hsa-miR-3925-5p	-0.027417909536466126	0.4324314667748519
hsa-miR-3942-3p	-0.027451442268689844	0.4318685546507692
hsa-miR-3960	-0.02749451934315504	0.43114604444325216
hsa-miR-549a-5p	-0.027618272235124378	0.42907429564619776
hsa-miR-545-3p	-0.02764615562297699	0.42860829818358986
hsa-miR-4440	-0.027863004083919393	0.4249942884088285
hsa-miR-377-3p	-0.02791975455216998	0.42405142350788694
hsa-miR-3976	-0.028019354055235868	0.42239961055165387
hsa-miR-5579-3p	-0.028019354055235868	0.42239961055165387
hsa-miR-6867-5p	-0.028092178196242774	0.42119424028369784
hsa-miR-6502-3p	-0.028124367955555625	0.42066208470170163
hsa-miR-542-3p	-0.028173795647271863	0.4198457221049423
hsa-miR-744-3p	-0.02817848865537764	0.41976825931467693
hsa-miR-5706	-0.028348537347125682	0.4169670963720483
hsa-miR-33b-3p	-0.028359697299582456	0.41678364724450295
hsa-miR-4678	-0.02840956317796237	0.4159645244687885
hsa-miR-4511	-0.02841215375468929	0.41592199625069026
hsa-miR-1255b-2-3p	-0.028414429286969606	0.4158846420756305
hsa-miR-7851-3p	-0.028466557551870417	0.4150294680961276
hsa-miR-5585-3p	-0.028561100919026514	0.41348111597835613
hsa-miR-4524a-3p	-0.028564333178217254	0.4134282411650678
hsa-miR-520g-3p	-0.02867933058081935	0.41154966120669095
hsa-miR-4433a-3p	-0.028729008520971946	0.4107396963342595
hsa-miR-4711-3p	-0.02875477017217119	0.41032004259172694
hsa-miR-4780	-0.028938403989896375	0.40733604791123135
hsa-miR-153-3p	-0.029245577817409503	0.4023735350763383
hsa-miR-580-5p	-0.029276361893165043	0.40187820920025236
hsa-miR-5580-3p	-0.029416644677412982	0.39962564071729095
hsa-miR-670-5p	-0.029416644677412982	0.39962564071729095
hsa-miR-320e	-0.02941680663735272	0.3996230444601038
hsa-miR-4490	-0.029466684728026663	0.3988239684208805
hsa-miR-548ak	-0.029689342538325253	0.39526858685276034
hsa-miR-4649-5p	-0.029698128411589555	0.3951286880462889
hsa-miR-4425	-0.030050519603956178	0.389542170812977
hsa-miR-3136-3p	-0.030093853384307513	0.38885851987244346
hsa-miR-6882-5p	-0.030227513448756297	0.38675444223966243
hsa-miR-6505-5p	-0.030261803224027186	0.38621577203133367
hsa-miR-4649-3p	-0.03029156151201128	0.3857486593242614
hsa-miR-4271	-0.030318330463531596	0.3853287643467123
hsa-miR-7853-5p	-0.030479982645378746	0.38279903522310416
hsa-miR-4682	-0.030635598180476037	0.3803733960676482
hsa-miR-4764-3p	-0.03064240649618409	0.38026748791306425
hsa-miR-6742-3p	-0.03072422588768475	0.37899614473885107
hsa-miR-4708-3p	-0.03080031962443676	0.3778161151674883
hsa-miR-892a	-0.031179925448698204	0.3719631657798295
hsa-miR-4782-5p	-0.03126721184253951	0.37062531823517025
hsa-miR-1277-5p	-0.031371901214696046	0.36902467236931313
hsa-miR-95-3p	-0.03140496933764391	0.3685199712508368
hsa-miR-4671-3p	-0.031475809804831896	0.36744021495956436
hsa-miR-4720-5p	-0.03155670900421209	0.3662095516014648
hsa-miR-4487	-0.03156827129394238	0.3660338723767703
hsa-miR-521	-0.03161077543977381	0.3653885090245169
hsa-miR-6863	-0.03162613547638574	0.3651554638553136
hsa-miR-3146	-0.031799875444008675	0.3625259054698591
hsa-miR-345-5p	-0.03186541456574125	0.361537051900697
hsa-miR-4516	-0.031877053045441514	0.36136162728352417
hsa-miR-3912-3p	-0.032023599970231485	0.3591573135791771
hsa-miR-519b-3p	-0.03206414269838015	0.3585489750968859
hsa-miR-6715b-5p	-0.03206414269838015	0.3585489750968859
hsa-miR-608	-0.03207956322904285	0.35831776188727466
hsa-miR-3135a	-0.03217411668102258	0.3569020886982241
hsa-miR-342-3p	-0.03250645427902798	0.35195422011157196
hsa-miR-3663-5p	-0.032687706791748115	0.3492740785262539
hsa-miR-4444	-0.0327021089914814	0.34906167250524506
hsa-miR-6788-5p	-0.03272601720362194	0.3487092510797706
hsa-miR-548l	-0.032794344510676546	0.3477033099237906
hsa-miR-302b-3p	-0.03282841161121555	0.34720244974633374
hsa-miR-520g-5p	-0.0328740971784632	0.34653149264374505
hsa-miR-890	-0.032945898290847216	0.345478658452196
hsa-miR-1266-5p	-0.032967381646697325	0.3451640396687235
hsa-miR-27a-5p	-0.03302129930164169	0.3443752315210864
hsa-miR-190b-5p	-0.033111962154760886	0.34305143701765073
hsa-miR-10524-5p	-0.033175334508997546	0.3421280489351326
hsa-miR-6758-5p	-0.03322524859350732	0.3414018772806523
hsa-miR-586	-0.03326309966565015	0.3408518605726505
hsa-miR-138-1-3p	-0.03327115022044584	0.3407349504639637
hsa-miR-8063	-0.03346143332055727	0.33797912698984334
hsa-miR-3922-5p	-0.033695842624349555	0.3346039377734143
hsa-miR-200b-5p	-0.033706554199132883	0.3344502248690892
hsa-miR-4482-3p	-0.03376046850901452	0.33367723542937394
hsa-miR-1287-3p	-0.03390064228047948	0.33167290056575577
hsa-miR-129-1-3p	-0.03397931885931288	0.33055132059327313
hsa-miR-181a-3p	-0.03408259133139881	0.3290828349544377
hsa-miR-1180-5p	-0.034167304978610126	0.32788140270964455
hsa-miR-548y	-0.03426985339836461	0.326430838690652
hsa-miR-1914-3p	-0.03430130446698064	0.32598679355179727
hsa-miR-4313	-0.03430167938155351	0.32598150264706277
hsa-miR-3928-3p	-0.03430246308037776	0.3259704430387108
hsa-miR-6779-3p	-0.034330372911750916	0.32557673644014656
hsa-miR-4266	-0.03449101588426672	0.32331665058578246
hsa-miR-595	-0.03449101588426672	0.32331665058578246
hsa-miR-744-5p	-0.03451777066549699	0.32294123156110655
hsa-miR-663b	-0.03453548199898057	0.3226928649608998
hsa-miR-4502	-0.03461854252202622	0.3215297640833544
hsa-miR-370-3p	-0.03467119304947946	0.3207939126805113
hsa-miR-223-5p	-0.03468331675726596	0.32062462569164213
hsa-miR-664a-5p	-0.0347484945910396	0.3197155269524196
hsa-miR-892b	-0.034756126749043506	0.3196091839962914
hsa-miR-3972	-0.03478422300161394	0.31921790286846013
hsa-miR-3622b-3p	-0.03498480676551054	0.3164335781367599
hsa-miR-6127	-0.03523225842323671	0.3130206594249491
hsa-miR-548ax	-0.03543398991215736	0.31025629287773876
hsa-miR-1207-5p	-0.035491979048239385	0.3094646423844479
hsa-miR-223-3p	-0.035617686695167274	0.3077530968644405
hsa-miR-4457	-0.03573599497091916	0.3061480186492473
hsa-miR-6515-5p	-0.03583470326082067	0.304813097594172
hsa-miR-580-3p	-0.0358913441107454	0.30404883622967016
hsa-miR-502-5p	-0.0360636227373658	0.3017320760182999
hsa-miR-4325	-0.03617588518165039	0.30022872697661623
hsa-miR-5093	-0.036329556176605035	0.2981789543729568
hsa-miR-122b-3p	-0.036329556176605035	0.2981789543729568
hsa-miR-655-5p	-0.03637276463984892	0.29760429381845704
hsa-miR-6124	-0.03659199600708869	0.2946999672222059
hsa-miR-2355-5p	-0.03668342079125155	0.2934944135724687
hsa-miR-653-5p	-0.03673596386927151	0.29280306192844624
hsa-miR-200b-3p	-0.036932473155475196	0.2902271103525629
hsa-miR-6890-3p	-0.037115892347412985	0.28783652746252564
hsa-miR-541-3p	-0.037364791327412286	0.28461377577426283
hsa-miR-10394-5p	-0.03737285461629989	0.28450978118393144
hsa-miR-3910	-0.037404273882630075	0.28410480259648524
hsa-miR-4421	-0.037408902758021445	0.2840451716485217
hsa-miR-509-5p	-0.037415951351263146	0.28395438521232363
hsa-miR-4714-3p	-0.03742797996750732	0.2837995009760509
hsa-miR-8075	-0.03751078752304416	0.28273479460038115
hsa-miR-30b-5p	-0.03754419803682013	0.28230598169575294
hsa-miR-6777-3p	-0.03774273907040373	0.2797668552973579
hsa-miR-140-3p	-0.037848264634450124	0.27842362178763447
hsa-miR-920	-0.03787393002216922	0.27809759081208535
hsa-miR-4465	-0.03787393002216922	0.27809759081208535
hsa-miR-188-5p	-0.03798364584429999	0.276706781004348
hsa-miR-1297	-0.03799539772616	0.2765580896610481
hsa-miR-6749-5p	-0.03805034167248217	0.27586362969230094
hsa-miR-548as-5p	-0.03816142897856672	0.2744631796457693
hsa-miR-5588-5p	-0.03820706931320885	0.27388921054615145
hsa-miR-3659	-0.03821171310404545	0.2738308565406445
hsa-miR-5090	-0.0382400173926407	0.2734753674529944
hsa-miR-3121-5p	-0.03828195279240078	0.27294925693995636
hsa-miR-6821-5p	-0.03830307952709087	0.27268446840223737
hsa-miR-338-5p	-0.03847615769629343	0.27052182643192646
hsa-miR-6808-3p	-0.03862578905657408	0.26866163994156594
hsa-miR-486-3p	-0.03874194796821685	0.2672236347142037
hsa-miR-551a	-0.03876880225158705	0.26689194165240154
hsa-miR-4517	-0.0388332467308856	0.2660971034460845
hsa-miR-3145-5p	-0.038891086116359594	0.2653851166261841
hsa-miR-6830-3p	-0.0389058597486666	0.2652034674963057
hsa-miR-519a-3p	-0.03891933647852619	0.265037839009349
hsa-miR-3064-5p	-0.03892856391620799	0.26492447519715445
hsa-miR-3140-3p	-0.03893633166733459	0.26482907024259494
hsa-miR-6867-3p	-0.03897801686810496	0.26431748864580484
hsa-miR-548an	-0.038995516323414525	0.26410292940919883
hsa-miR-4521	-0.03905195712050609	0.26341173093991205
hsa-miR-128-3p	-0.03907528019944041	0.2631264705446862
hsa-miR-5571-5p	-0.0391976790326528	0.2616329221087036
hsa-miR-4538	-0.039272433523552204	0.2607236268948592
hsa-miR-212-3p	-0.03929361500606147	0.2604663777652692
hsa-miR-28-5p	-0.039316742308572364	0.26018569690239585
hsa-miR-214-5p	-0.039368210499620145	0.2595618114173968
hsa-miR-3942-5p	-0.03937174026548847	0.2595190623351824
hsa-miR-2861	-0.0394392420843974	0.2587024824853973
hsa-miR-548at-5p	-0.03965368876596573	0.2561200880169906
hsa-miR-181a-5p	-0.03976015925946141	0.25484461883245463
hsa-miR-1284	-0.03976930956174922	0.2547352083988356
hsa-miR-4774-3p	-0.039778196842487595	0.254628974143918
hsa-miR-6868-3p	-0.039934615022409796	0.25276426078661807
hsa-miR-508-3p	-0.0399832838906087	0.2521860051274218
hsa-miR-1287-5p	-0.04000883789979555	0.2518827558470917
hsa-miR-361-5p	-0.04006540340484745	0.25121239634294057
hsa-miR-664b-5p	-0.04009304239610918	0.25088529813221194
hsa-miR-1252-3p	-0.04017044287401606	0.24997086877240327
hsa-miR-4483	-0.04021139862925404	0.2494879481468559
hsa-miR-1278	-0.04021418265279673	0.2494551445954922
hsa-miR-193b-3p	-0.04021648405394071	0.24942802995189337
hsa-miR-582-3p	-0.040245792499097204	0.24908290357690602
hsa-miR-3682-3p	-0.040293021715286405	0.24852744967687526
hsa-miR-765	-0.04034056691515292	0.2479691536399528
hsa-miR-3166	-0.04039178849195684	0.24736866896947504
hsa-miR-337-5p	-0.04056375004687455	0.2453601524846681
hsa-miR-320a-5p	-0.04062434661261621	0.24465511097597661
hsa-miR-548w	-0.04066079308970328	0.24423174017027774
hsa-miR-548as-3p	-0.04073941573941983	0.24332019040990904
hsa-miR-320a-3p	-0.041115721987288315	0.23899035574028885
hsa-miR-127-3p	-0.04115955815562034	0.2384895211174338
hsa-miR-548ah-5p	-0.041183302548378174	0.23821854690871241
hsa-miR-216a-5p	-0.041183302548378174	0.23821854690871241
hsa-miR-3160-3p	-0.0412112430861396	0.23789996367853236
hsa-miR-8060	-0.04122883580690473	0.2376995223379266
hsa-let-7f-1-3p	-0.041242400198181844	0.23754505877771373
hsa-miR-6874-3p	-0.04144382394428006	0.23525968518508028
hsa-miR-627-5p	-0.04145674587324157	0.23511360381742974
hsa-miR-3934-5p	-0.04171755375976365	0.2321788855287092
hsa-miR-4680-5p	-0.04209488503638964	0.22797908424934477
hsa-miR-1268b	-0.0421328682689751	0.22755933265545727
hsa-miR-6165	-0.042245618000366844	0.22631657787688447
hsa-miR-4672	-0.042255646795887274	0.22620627261997078
hsa-miR-9902	-0.04239751749964137	0.2246499585403414
hsa-miR-1271-3p	-0.042557713272747495	0.222901817631556
hsa-miR-4659b-5p	-0.04259705317867421	0.2224740100218159
hsa-miR-199b-5p	-0.04261082614467767	0.22232437263579694
hsa-miR-412-3p	-0.04261179331004687	0.22231386750137427
hsa-miR-15a-3p	-0.04261865914932448	0.22223930248599555
hsa-miR-548e-5p	-0.0426904595402928	0.2214606001203268
hsa-miR-6076	-0.042697486166728714	0.22138449867442125
hsa-miR-887-3p	-0.04291412695252726	0.21904735677721798
hsa-miR-4769-3p	-0.04303442620036119	0.21775721969915426
hsa-miR-548bb-5p	-0.04308700609861185	0.21719504774998702
hsa-miR-5584-5p	-0.04381978692308683	0.20946855989026752
hsa-miR-10523-5p	-0.0438208223752655	0.20945778444952642
hsa-miR-3680-5p	-0.04392571351481452	0.20836830934287381
hsa-miR-4530	-0.044251797990316095	0.20500756034690493
hsa-miR-4662a-5p	-0.04465275737965927	0.200929266996625
hsa-miR-6878-3p	-0.04470276748894115	0.20042477127530628
hsa-miR-4433b-5p	-0.04477896502444302	0.19965787549632005
hsa-miR-548i	-0.04504828850174976	0.19696439691002024
hsa-miR-4640-5p	-0.04516266942038119	0.19582855360157908
hsa-miR-298	-0.045190666730055624	0.19555126177496918
hsa-miR-5702	-0.04519166461007808	0.1955413838459606
hsa-miR-1202	-0.04542503261704289	0.19324130965627154
hsa-miR-510-5p	-0.04546447571640165	0.19285452644600826
hsa-miR-1289	-0.045467819844627146	0.19282175970091808
hsa-miR-6746-5p	-0.04550404371009103	0.192467089334159
hsa-miR-183-5p	-0.04560284873562956	0.1915021162696503
hsa-miR-98-5p	-0.045697981630489555	0.19057636850861875
hsa-miR-4742-5p	-0.04572897668235932	0.1902754640256324
hsa-miR-4492	-0.04583042386787447	0.18929304235078528
hsa-miR-181b-2-3p	-0.045895830793885935	0.1886616188969047
hsa-miR-3184-3p	-0.04593477201565766	0.18828642638370183
hsa-miR-520d-5p	-0.045983321749447255	0.18781942728051051
hsa-miR-590-5p	-0.04607938808319598	0.18689788243919783
hsa-miR-6805-3p	-0.04613379008567015	0.18637749577050666
hsa-miR-217-3p	-0.04615556436628694	0.18616951192120912
hsa-miR-6798-3p	-0.04617969589142615	0.1859392122047404
hsa-miR-4475	-0.04633121536692544	0.1844979850311016
hsa-miR-8086	-0.04633121536692544	0.1844979850311016
hsa-miR-4453	-0.04652383891995921	0.18267771995654955
hsa-miR-4657	-0.04652458181528624	0.18267072552069177
hsa-miR-550b-3p	-0.046526878022032106	0.18264910775108376
hsa-miR-548v	-0.04656408281682477	0.18229910488337145
