miRNA	Spearman_r	p_value
hsa-miR-181b-3p	-0.04671615737556785	0.1808736298995484
hsa-miR-10399-3p	-0.04678769944840107	0.18020589278382107
hsa-miR-548ag	-0.046845235322414344	0.1796702100027201
hsa-miR-3168	-0.046887157081807976	0.1792806457287262
hsa-miR-147b-5p	-0.04690430929187531	0.17912143707117023
hsa-miR-3065-3p	-0.04694835187427848	0.17871310983435895
hsa-miR-4712-3p	-0.04699726711201622	0.17826041783878216
hsa-miR-1293	-0.04706023946649059	0.17767888743376167
hsa-miR-192-5p	-0.04722946351115547	0.1761231421539241
hsa-miR-26b-3p	-0.047335874936816506	0.17515006401150265
hsa-miR-11400	-0.04734654968918193	0.175052670293681
hsa-miR-4752	-0.047478924600068306	0.17384826542045737
hsa-miR-888-5p	-0.04749230508120635	0.1737268686576241
hsa-miR-6773-5p	-0.047599457536205814	0.17275698858236108
hsa-miR-1185-5p	-0.047664703897925854	0.17216840043127088
hsa-miR-4756-3p	-0.04772850598910257	0.17159429050338784
hsa-miR-1468-3p	-0.04772850598910257	0.17159429050338784
hsa-miR-324-5p	-0.04799046185089298	0.1692521217391724
hsa-miR-3940-5p	-0.048003430215401405	0.16913679540714754
hsa-miR-3678-5p	-0.04805290885114208	0.16869732744519034
hsa-miR-6756-5p	-0.04812187829848662	0.16808617039364684
hsa-miR-607	-0.04885893318946981	0.16165820469055506
hsa-miR-133a-3p	-0.048900448046270154	0.16130173634423237
hsa-miR-204-3p	-0.04902634310047201	0.16022435846090394
hsa-miR-4713-5p	-0.049033639889974334	0.1601620812711397
hsa-miR-891a-5p	-0.04914268847316819	0.15923354027012948
hsa-miR-6819-5p	-0.04929266911205617	0.15796311422464032
hsa-miR-432-3p	-0.04958424593981765	0.15551523616772053
hsa-miR-643	-0.04966716347279959	0.1548243937348747
hsa-miR-23a-3p	-0.049672291732667996	0.15478174322947608
hsa-miR-3920	-0.04979147916217865	0.15379299748441072
hsa-miR-4684-3p	-0.04993475433990854	0.1526107786243573
hsa-miR-99b-3p	-0.04995363293624988	0.15245552013177385
hsa-miR-145-3p	-0.05006177546856921	0.15156846220831563
hsa-miR-556-3p	-0.05008443541560269	0.15138308830058875
hsa-miR-5000-5p	-0.05019415979189971	0.1504879053429304
hsa-miR-499a-5p	-0.05023678611909869	0.15014122825855183
hsa-miR-27b-5p	-0.050287854217269515	0.14972669565270424
hsa-miR-379-5p	-0.05035220173999436	0.14920561224873163
hsa-miR-146a-3p	-0.05045735498907622	0.14835706103463586
hsa-miR-3194-5p	-0.05069410011063656	0.14646007989169815
hsa-miR-4289	-0.05101834636369443	0.14389210335330646
hsa-miR-4707-3p	-0.05106956718770115	0.14348961427792004
hsa-miR-4659a-3p	-0.051441573440912665	0.14059223896667192
hsa-miR-3141	-0.05156618098457468	0.13963183826729092
hsa-miR-548bb-3p	-0.051582940488855	0.1395030514493505
hsa-miR-4662b	-0.05182365270940746	0.13766337503184303
hsa-miR-4804-5p	-0.051894240959829654	0.1371274502467227
hsa-miR-363-5p	-0.052208503860188424	0.1347609585790902
hsa-miR-4504	-0.05229353744749316	0.13412607839512403
hsa-miR-4637	-0.05255530566320826	0.13218614686954006
hsa-miR-513a-5p	-0.05259266211958394	0.13191108094314993
hsa-miR-653-3p	-0.05272933558426278	0.13090848807994945
hsa-miR-19a-5p	-0.05296418536888484	0.12919949539727224
hsa-miR-6808-5p	-0.05298428319906415	0.1290540515469725
hsa-miR-5100	-0.05316239203692226	0.12777065694247458
hsa-miR-1185-2-3p	-0.05319012688018379	0.12757170327870443
hsa-miR-9-3p	-0.05334797871770044	0.12644394281112062
hsa-miR-4758-5p	-0.05344921068207237	0.12572478670566076
hsa-miR-6852-5p	-0.05346911110660909	0.12558378811546528
hsa-miR-7844-5p	-0.053668508363632315	0.12417779926727547
hsa-miR-3144-3p	-0.053672211847957986	0.12415180171556602
hsa-miR-151a-5p	-0.0537535102072669	0.1235821743519945
hsa-miR-3155b	-0.05375605609586561	0.12356436919724767
hsa-miR-4796-5p	-0.053930626611572226	0.12234823805303163
hsa-miR-532-5p	-0.05410893517216517	0.12111572531234643
hsa-miR-16-1-3p	-0.054162665028895475	0.12074623854072862
hsa-miR-433-5p	-0.054287479603718256	0.11989131863331033
hsa-miR-34b-5p	-0.05433401808683462	0.11957376619621041
hsa-miR-4442	-0.05439849543904485	0.1191348963219929
hsa-miR-652-3p	-0.0545561008301308	0.11806744792590293
hsa-miR-410-5p	-0.054644137874916655	0.1174744486678954
hsa-miR-452-3p	-0.05470434508966892	0.11707025070200103
hsa-miR-548ab	-0.05504309413459118	0.11481636008861487
hsa-miR-5697	-0.055059274810187735	0.11470955958141388
hsa-miR-485-5p	-0.055111616142133765	0.11436461510410965
hsa-miR-512-5p	-0.05512980150399105	0.11424495925879684
hsa-miR-221-3p	-0.05547145515462413	0.11201518473307007
hsa-miR-6871-5p	-0.055481542151304075	0.1119498772542019
hsa-miR-7162-3p	-0.05552391682861701	0.11167585312805343
hsa-miR-539-5p	-0.05563395039488676	0.11096676603321713
hsa-miR-1307-5p	-0.05570680870489954	0.11049920245146608
hsa-miR-10392-5p	-0.05579532502126465	0.10993324590458167
hsa-miR-24-1-5p	-0.05582416280615933	0.10974935717563149
hsa-miR-340-3p	-0.05603075792917468	0.10843905773019874
hsa-miR-10393-5p	-0.056096118332321504	0.1080271016914357
hsa-miR-302a-3p	-0.0561857913338588	0.10746392052277164
hsa-miR-6879-5p	-0.05626090872925982	0.10699394292099386
hsa-miR-6770-5p	-0.056395398502064556	0.10615655962581068
hsa-miR-1973	-0.05670650863790643	0.10423934997983
hsa-miR-3684	-0.0567065119427736	0.10423932976045874
hsa-miR-6818-5p	-0.05703518000374853	0.1022438483271725
hsa-miR-1343-5p	-0.057174661970346825	0.10140621919164769
hsa-miR-3200-3p	-0.05724108256496231	0.10100926643221131
hsa-miR-1911-5p	-0.057281717262898	0.10076702909113727
hsa-miR-224-3p	-0.05730846677563418	0.10060781845606656
hsa-miR-130b-3p	-0.05738692563566524	0.10014199260253771
hsa-miR-4443	-0.057506614182355455	0.09943468625968932
hsa-miR-4291	-0.05750954034434238	0.09941744388906766
hsa-miR-3125	-0.057559596642740476	0.09912285641886605
hsa-miR-548ah-3p	-0.0575794790024546	0.09900603941299874
hsa-miR-4485-5p	-0.05782093547112747	0.097596120599796
hsa-miR-4445-5p	-0.05788984054800811	0.09719671951175833
hsa-miR-5586-5p	-0.05790806595777727	0.09709129624917179
hsa-miR-150-3p	-0.05808787984303484	0.09605606377386469
hsa-miR-503-5p	-0.05820028703938032	0.09541339999615592
hsa-miR-3199	-0.058302175568046406	0.09483384835284732
hsa-miR-6133	-0.058391479941553914	0.09432819501786927
hsa-miR-147a	-0.05846689370732182	0.09390287430035694
hsa-miR-211-5p	-0.05847253315545464	0.09387113056913698
hsa-let-7i-5p	-0.05847544429943986	0.09385474747450998
hsa-miR-9985	-0.0585019096117981	0.09370591315324772
hsa-miR-6853-5p	-0.05853912290805184	0.09349695457373754
hsa-miR-103b	-0.058614015846817476	0.09307754999860061
hsa-miR-134-5p	-0.05867002182973978	0.09276489943173125
hsa-miR-214-3p	-0.05869688563874923	0.09261523250760761
hsa-miR-544b	-0.0588772469182823	0.09161538685108854
hsa-miR-3155a	-0.05897671454362998	0.09106769644354365
hsa-miR-139-5p	-0.059227821693220266	0.08969673206539697
hsa-miR-10a-5p	-0.05923847363897679	0.08963894460456034
hsa-miR-429	-0.059249147967969394	0.08958106573265917
hsa-miR-556-5p	-0.05931428457053104	0.08922852943030067
hsa-miR-4514	-0.059568705471761296	0.08786221127036882
hsa-miR-548av-3p	-0.06021253923218496	0.08447978022847356
hsa-miR-4680-3p	-0.06026066200228782	0.08423124679075523
hsa-miR-6507-3p	-0.060261752063186305	0.08422562394309559
hsa-let-7a-5p	-0.060287549854519076	0.08409263999802542
hsa-miR-135a-5p	-0.06031931255001433	0.08392914088977532
hsa-miR-331-5p	-0.06051435203424778	0.08293079483115379
hsa-miR-449b-5p	-0.06055617799652899	0.0827179565936617
hsa-miR-376c-5p	-0.0606445117128202	0.08226990820097439
hsa-miR-6795-5p	-0.060874216454612336	0.08111398458020734
hsa-miR-6826-3p	-0.06099124939000884	0.08053013000930014
hsa-miR-3133	-0.061300960557508596	0.07900146677278465
hsa-miR-1261	-0.06130176583619008	0.07899752302928027
hsa-miR-135b-5p	-0.061793634662446466	0.07661836341814769
hsa-miR-202-3p	-0.06180953707881064	0.07654242772686068
hsa-miR-133b	-0.06185726654753785	0.07631488230082374
hsa-miR-4482-5p	-0.06186269960254895	0.07628901570507769
hsa-miR-6889-5p	-0.061979872641134054	0.07573289347021675
hsa-miR-29b-3p	-0.06236115743696387	0.07394607033392994
hsa-miR-548x-3p	-0.06241721339825794	0.07368629831809205
hsa-miR-181d-5p	-0.06284526564243398	0.07172710677643789
hsa-miR-767-5p	-0.06297944358789409	0.07112181858303576
hsa-miR-31-3p	-0.06317614451786886	0.07024204477718388
hsa-miR-548aj-3p	-0.06338357657413603	0.06932395067653688
hsa-miR-4681	-0.06338813911392731	0.06930386797772846
hsa-miR-6500-3p	-0.06346205829135931	0.06897916576092272
hsa-miR-12115	-0.06358513665480872	0.0684412923249774
hsa-miR-548at-3p	-0.06366326088069106	0.06810166508169262
hsa-miR-550a-3p	-0.0637138465161384	0.06788249431325014
hsa-miR-10399-5p	-0.06375067822965785	0.06772327930659344
hsa-miR-340-5p	-0.06392817239213607	0.06696030668464174
hsa-miR-98-3p	-0.06425909048151801	0.06555669247770814
hsa-miR-20b-3p	-0.06441689197514823	0.06489594157598705
hsa-miR-6866-5p	-0.06449285093619365	0.06457984485831891
hsa-miR-548ac	-0.06450113325159704	0.0645454555278992
hsa-miR-26a-1-3p	-0.06455634396399199	0.0643165982156661
hsa-miR-215-3p	-0.06470834476271387	0.06368998274524156
hsa-miR-552-3p	-0.06483970860919218	0.06315250499303163
hsa-miR-6129	-0.06552183809893976	0.06042139563473628
hsa-miR-548e-3p	-0.06564246076795907	0.059948765059147424
hsa-miR-548au-5p	-0.06582338161410713	0.05924561146851666
hsa-miR-4729	-0.0659871306032484	0.0586151001899151
hsa-miR-525-3p	-0.06607055864165122	0.058296007719385055
hsa-miR-376a-2-5p	-0.06608896818944057	0.05822578990687924
hsa-miR-33b-5p	-0.06611159863505883	0.05813956884014559
hsa-miR-148b-3p	-0.06613405285690634	0.05805412386375584
hsa-miR-3196	-0.06636437365631921	0.057183683710041996
hsa-miR-7849-3p	-0.06653659428430364	0.05653992234632679
hsa-miR-605-3p	-0.06663087275153326	0.05619006684046363
hsa-miR-203a-3p	-0.06664263698856084	0.05614653777313522
hsa-let-7c-5p	-0.06689953452066916	0.05520295350038584
hsa-miR-496	-0.06704554103862778	0.05467257736328116
hsa-miR-664a-3p	-0.06708161149204897	0.05454220507705287
hsa-miR-154-3p	-0.06710244139384262	0.05446703589101819
hsa-miR-4463	-0.06745869752746611	0.05319470667747912
hsa-miR-5196-3p	-0.06747207001061718	0.05314743505570715
hsa-miR-659-3p	-0.06754021276740045	0.05290709469471841
hsa-miR-134-3p	-0.06775154400822925	0.0521674854084304
hsa-miR-26a-2-3p	-0.06793117460374197	0.05154562585629467
hsa-miR-200c-3p	-0.06808928988189246	0.051003385783511004
hsa-miR-4524b-5p	-0.06823361754773606	0.05051259945068086
hsa-miR-4640-3p	-0.06829663907485468	0.05029953695812318
hsa-miR-376b-5p	-0.06865115167199969	0.04911496770345193
hsa-miR-10a-3p	-0.06865669732686543	0.04909662469644206
hsa-miR-192-3p	-0.06880940240665862	0.04859378207918029
hsa-miR-5588-3p	-0.0688996505076663	0.04829863865408216
hsa-miR-425-3p	-0.06892032530513864	0.048231236724922896
hsa-miR-582-5p	-0.0689800113747542	0.04803709648622813
hsa-miR-299-3p	-0.06899817563366664	0.047978144039711804
hsa-let-7g-5p	-0.06902777383708024	0.04788221251950644
hsa-miR-6826-5p	-0.06908029928835392	0.047712367031856766
hsa-miR-548az-5p	-0.06920310799785942	0.04731722646607942
hsa-miR-4799-5p	-0.06927788751308389	0.04707796948997771
hsa-miR-30d-3p	-0.06935410889353696	0.04683514546185886
hsa-miR-431-3p	-0.06948657035987159	0.04641565587957111
hsa-miR-211-3p	-0.06954898053988705	0.04621910718190023
hsa-miR-3145-3p	-0.06958834958378585	0.04609548222869473
hsa-miR-3613-5p	-0.06970695542254238	0.045724720289395324
hsa-miR-3688-5p	-0.06983462242607101	0.045328439013064936
hsa-miR-454-5p	-0.07001832917010417	0.0447632826390287
hsa-miR-9903	-0.07018577905089966	0.04425331866857757
hsa-miR-548ae-3p	-0.07018886358801034	0.04424397089683921
hsa-miR-335-5p	-0.07033155185150612	0.04381336502055652
hsa-miR-424-3p	-0.07050997156303897	0.04327990351902931
hsa-miR-4705	-0.07072453356104165	0.04264564455759888
hsa-miR-10396a-3p	-0.07075261169782618	0.04256322722564708
hsa-miR-4674	-0.07092962167365392	0.042046742326578866
hsa-miR-451a	-0.07108340491066209	0.04160233608361484
hsa-miR-548b-5p	-0.07114258441270273	0.04143237877572616
hsa-miR-3688-3p	-0.07127361668442998	0.041058155378094395
hsa-miR-3200-5p	-0.07131728318011749	0.04093408217740875
hsa-miR-939-3p	-0.07135288785334552	0.04083315053957999
hsa-miR-24-2-5p	-0.07145296172133284	0.04055058928440205
hsa-miR-5191	-0.07148294281638688	0.04046625963863587
hsa-miR-548u	-0.07205655203196103	0.03888119657311784
hsa-miR-19b-3p	-0.07207508377548996	0.03883087811732301
hsa-let-7g-3p	-0.07211613440743188	0.03871961170310939
hsa-miR-24-3p	-0.0721633998571934	0.038591835251850795
hsa-miR-5690	-0.07239646287681427	0.03796699572124766
hsa-let-7f-5p	-0.07271889990871526	0.0371167211781323
hsa-miR-338-3p	-0.07287461632128704	0.03671192232251202
hsa-miR-95-5p	-0.07301268789880555	0.03635613872416981
hsa-let-7e-5p	-0.07338161082198941	0.035419854995253276
hsa-miR-495-5p	-0.07346171943053074	0.03521928510841674
hsa-miR-651-5p	-0.07361883981076214	0.03482870795349089
hsa-miR-146a-5p	-0.07424362979536715	0.03331190081415635
hsa-miR-548f-5p	-0.07446636890405677	0.0327849723242673
hsa-miR-17-3p	-0.07452399999733955	0.032649801636101566
hsa-miR-6801-3p	-0.07455305044013749	0.03258184614514125
hsa-miR-548aq-5p	-0.07460146841759215	0.03246885436856499
hsa-miR-4480	-0.07462075303346566	0.03242394375283329
hsa-miR-624-3p	-0.07495282813681672	0.031658889865302645
hsa-miR-548h-5p	-0.07527808465159869	0.030924577493872084
hsa-miR-3163	-0.07535601270678492	0.030750827043738632
hsa-miR-362-3p	-0.0754358824571036	0.030573616233940292
hsa-miR-1260a	-0.07563678762586414	0.03013172480910024
hsa-miR-4446-3p	-0.07579013402272594	0.029798136288661115
hsa-miR-299-5p	-0.07583350032638225	0.029704374431497416
hsa-miR-15b-3p	-0.07609403266049392	0.02914639407207294
hsa-miR-4762-5p	-0.07654571559910996	0.028200353120909342
hsa-miR-3677-3p	-0.07657372361136461	0.02814257070398275
hsa-miR-7705	-0.07665380615409757	0.027977916634627443
hsa-miR-548am-5p	-0.07668793488738429	0.027907998399045206
hsa-miR-3065-5p	-0.07675084895701441	0.027779502761261454
hsa-miR-493-3p	-0.07680891910638034	0.027661352579738216
hsa-miR-99a-5p	-0.07684222921958084	0.027593774879979233
hsa-miR-152-5p	-0.07706711942366262	0.02714123872845473
hsa-miR-411-5p	-0.07708211133798301	0.027111299830560806
hsa-miR-3617-3p	-0.07708385649271099	0.027107816600800236
hsa-miR-12125	-0.07717045456988152	0.026935455328887827
hsa-miR-656-3p	-0.07720459735415666	0.02686775896800635
hsa-miR-4438	-0.0775516417955906	0.02618793846627566
hsa-miR-1247-5p	-0.07765344560836697	0.025991353013568495
hsa-miR-130a-3p	-0.07785501751849415	0.025605867710138043
hsa-miR-7-5p	-0.0781361057300956	0.02507656325722569
hsa-miR-548ar-3p	-0.0782092442284014	0.024940399546008102
hsa-miR-29a-3p	-0.0782652254620246	0.02483661014658584
hsa-miR-381-3p	-0.0783113254828156	0.024751421098829426
hsa-miR-143-3p	-0.07831643258462698	0.024741999156699626
hsa-miR-3116	-0.07839711847074372	0.024593555122281726
hsa-miR-548aa	-0.07843320469355235	0.024527414181148725
hsa-miR-5000-3p	-0.07844581487356755	0.024504337806314537
hsa-miR-1260b	-0.07863072980358701	0.0241680977655193
hsa-miR-4298	-0.07874763256153243	0.023957593831174018
hsa-miR-7109-5p	-0.07877577281345212	0.023907160022274165
hsa-miR-548t-3p	-0.07899616975269691	0.02351532730378758
hsa-miR-548o-5p	-0.07905565106589298	0.023410536515119658
hsa-miR-548c-5p	-0.07905565106589298	0.023410536515119658
hsa-miR-150-5p	-0.07928597571227926	0.023008571148940022
hsa-miR-195-5p	-0.07931398577790913	0.022960098107703185
hsa-miR-154-5p	-0.08062126890786142	0.020794112207899132
hsa-miR-136-3p	-0.08070701382235758	0.02065847329502147
hsa-miR-9-5p	-0.08078693040870569	0.020532748078667493
hsa-miR-758-3p	-0.08135800070632139	0.0196535665457936
hsa-miR-3617-5p	-0.08146348695637146	0.019494808341437575
hsa-miR-548j-5p	-0.08159248394607917	0.019302187017650293
hsa-let-7a-3p	-0.08189171604536218	0.018861747136502672
hsa-miR-25-3p	-0.08193299503596632	0.018801682470037006
hsa-miR-30a-3p	-0.08255631701140129	0.01791478469367237
hsa-miR-628-3p	-0.08304783027161	0.017241446909604472
hsa-miR-6724-5p	-0.08305471777208405	0.01723217112948573
hsa-miR-548p	-0.08318915923442857	0.01705198431705394
hsa-miR-142-5p	-0.08325554321386225	0.016963622522027596
hsa-let-7i-3p	-0.08337589660711012	0.016804445997856007
hsa-miR-4796-3p	-0.08340700678831409	0.016763513896431395
hsa-miR-548g-5p	-0.08354382201631337	0.016584539423202368
hsa-miR-548ar-5p	-0.08360996982997367	0.01649861062626417
hsa-miR-576-5p	-0.084109481400804	0.015862232566575624
hsa-miR-23b-3p	-0.08411081019322596	0.01586056883051854
hsa-miR-125a-5p	-0.08416916902788797	0.015787650640110854
hsa-miR-221-5p	-0.08431197936205169	0.015610452039708804
hsa-miR-4775	-0.08449838816151609	0.01538178595298333
hsa-miR-382-5p	-0.08466400750808353	0.015181096480990646
hsa-miR-181c-3p	-0.0850469765959942	0.014725824370988096
hsa-miR-301a-3p	-0.08513793227810543	0.014619478226793365
hsa-miR-548al	-0.08532264077149347	0.014405593247447659
hsa-miR-148a-3p	-0.08549787502432471	0.01420523039869601
hsa-miR-7-1-3p	-0.08567259502302682	0.014007903159101548
hsa-miR-548bc	-0.08578801963287021	0.01387887207422716
hsa-miR-5582-3p	-0.08599341345721868	0.013651854624165419
hsa-miR-301a-5p	-0.0866971526854761	0.012898659411013959
hsa-miR-202-5p	-0.08680616610711252	0.012785328126773502
hsa-miR-409-5p	-0.0869126004207132	0.012675527641050767
hsa-miR-3680-3p	-0.08715486698329687	0.012428700216405807
hsa-miR-148b-5p	-0.08724493485865799	0.012338025969472375
hsa-let-7f-2-3p	-0.08752638132670153	0.012058443012516637
hsa-miR-7704	-0.08759007489748652	0.011995954430546138
hsa-miR-514b-3p	-0.0880838496473039	0.011521164117925923
hsa-miR-6503-5p	-0.08823864761472408	0.011375784415175616
hsa-miR-548aj-5p	-0.08829764599738853	0.011320804928925758
hsa-miR-181c-5p	-0.08867843393722337	0.010971586622051013
hsa-miR-4787-5p	-0.08876688764020862	0.010891846841463436
hsa-miR-624-5p	-0.08893509466809706	0.010741627828365224
hsa-miR-548d-3p	-0.08904220512224847	0.01064693260097323
hsa-miR-3128	-0.08904862598039817	0.01064127960214579
hsa-miR-548x-5p	-0.08907176888297744	0.010620926420619582
hsa-miR-376a-3p	-0.08938897318244574	0.010345421466922682
hsa-miR-363-3p	-0.08961518695812497	0.010152842091380301
hsa-miR-194-5p	-0.08970419444401545	0.010077946319776206
hsa-miR-421	-0.0897207233253618	0.01006409220778116
hsa-let-7d-3p	-0.08996571807776188	0.0098607195053756
hsa-miR-579-3p	-0.09041258551929479	0.009499165006516746
hsa-miR-550b-2-5p	-0.09053266359797373	0.009404045082812356
hsa-miR-107	-0.09058219133602799	0.009365059340437808
hsa-miR-548o-3p	-0.09069326482822702	0.009278150746667923
hsa-miR-590-3p	-0.09075149639374552	0.009232875548713408
hsa-miR-32-5p	-0.09136735426730955	0.008765956618301013
hsa-miR-548am-3p	-0.09146725437189566	0.008692234527140111
hsa-miR-222-3p	-0.09151234603140006	0.008659140316208435
hsa-miR-127-5p	-0.09199365848278637	0.008312831296188547
hsa-let-7d-5p	-0.09202879254954481	0.008288043140819122
hsa-miR-370-5p	-0.09225531479896781	0.008129803574410992
hsa-miR-30e-3p	-0.09232232603651291	0.008083512379914394
hsa-miR-1255a	-0.09233763454040726	0.008072970410475187
hsa-miR-451b	-0.09270229111760105	0.007825460064269138
hsa-miR-412-5p	-0.09284858535345134	0.007728085593888125
hsa-miR-4488	-0.09356971483493952	0.007263758558821769
hsa-miR-559	-0.09357221266458153	0.007262194632706094
hsa-miR-548s	-0.09371197234272806	0.007175168256743032
hsa-miR-641	-0.09415686981809952	0.006904324236906074
hsa-miR-668-3p	-0.09444749710533237	0.006732383482322545
hsa-miR-132-3p	-0.0946821425428194	0.006596376355192794
hsa-miR-376c-3p	-0.09505358110876838	0.006386116972515812
hsa-miR-374a-3p	-0.0951496103163942	0.006332746556763021
hsa-miR-19b-1-5p	-0.09556348256362317	0.006107283578637514
hsa-miR-4636	-0.09581283793892649	0.005974952961294106
hsa-miR-655-3p	-0.09595233210949357	0.005902054838659307
hsa-miR-494-3p	-0.09620170289749914	0.00577372759621382
hsa-miR-323b-3p	-0.09662377347137224	0.005562240486433504
hsa-miR-410-3p	-0.09663511742902034	0.005556653918548804
hsa-miR-142-3p	-0.09678971535595234	0.005481021112882137
hsa-miR-30a-5p	-0.09686193468392636	0.005446008658340024
hsa-miR-199a-5p	-0.097018041309564	0.005371014765496174
hsa-miR-4433b-3p	-0.09726846720412058	0.005252652408127116
hsa-miR-19a-3p	-0.09729252824778396	0.005241404865421247
hsa-miR-432-5p	-0.09760384223076787	0.0050978241896501636
hsa-miR-144-5p	-0.09820840112541757	0.004829091642009859
hsa-miR-485-3p	-0.09844622255937716	0.004726932545308511
hsa-miR-106b-3p	-0.09949271681240848	0.004300208505775657
hsa-miR-874-5p	-0.10011904496816872	0.004061805189973676
hsa-miR-3136-5p	-0.10017967138653054	0.004039376298422325
hsa-miR-654-5p	-0.10026988027542255	0.004006210973464678
hsa-miR-1-3p	-0.10041506612989329	0.00395335124187988
hsa-miR-103a-3p	-0.10082705127105532	0.0038067787045212697
hsa-miR-506-3p	-0.10122391584191617	0.0036702644990221273
hsa-miR-5695	-0.10167880941036397	0.0035192649810481644
hsa-miR-548aq-3p	-0.10174254603007113	0.0034985646818779122
hsa-miR-329-3p	-0.10271035580739346	0.003197538782850591
hsa-miR-29c-3p	-0.10272135830205886	0.003194256369101348
hsa-miR-32-3p	-0.10275951094782221	0.003182897882798088
hsa-miR-1275	-0.10378508364381397	0.0028910117746732953
hsa-miR-15b-5p	-0.10422932163717512	0.002772322461147025
hsa-miR-889-3p	-0.10486202165824676	0.0026109416865073916
hsa-miR-433-3p	-0.1049282016319836	0.0025945663983720758
hsa-miR-487a-5p	-0.10581865719157924	0.00238316567746208
hsa-miR-548d-5p	-0.10612734926112974	0.002313635714788735
hsa-miR-3143	-0.10665742363066341	0.0021985539862883242
hsa-miR-146b-5p	-0.107927502192156	0.0019438049489399678
hsa-miR-545-5p	-0.10890997228564055	0.001765624712929236
hsa-miR-487a-3p	-0.10971926620481635	0.0016302481049938157
hsa-miR-200a-3p	-0.1097823312941568	0.0016201098957828901
hsa-miR-431-5p	-0.10985957942639246	0.0016077705857387688
hsa-miR-96-5p	-0.1102475089417558	0.0015470997183737866
hsa-miR-4448	-0.111154361755776	0.0014133915837017516
hsa-miR-548ay-5p	-0.11142413478595478	0.0013757186128310795
hsa-miR-374c-5p	-0.11155773808235092	0.0013574056119430849
hsa-miR-3157-5p	-0.11169643344453072	0.0013386323102993853
hsa-miR-4707-5p	-0.11175700878092194	0.0013305083166240512
hsa-miR-409-3p	-0.11267709245181041	0.001212566509043692
hsa-miR-1843	-0.11350339607765157	0.001114940877694341
hsa-miR-493-5p	-0.11474286020068383	0.000982032040658935
hsa-miR-196b-5p	-0.1149002618849532	0.0009662440126532848
hsa-miR-30d-5p	-0.11537861387117868	0.0009196920186245221
hsa-miR-548ae-5p	-0.11618806532838655	0.0008456159270293925
hsa-miR-369-5p	-0.1163196863446209	0.0008341063921045532
hsa-miR-323a-3p	-0.11667734101419312	0.0008035599591768964
hsa-miR-450a-5p	-0.11747370815296203	0.0007392292828598006
hsa-miR-551b-3p	-0.11853508192520577	0.0006609002096101663
hsa-miR-548ad-5p	-0.11940700637505093	0.0006023930231371104
hsa-miR-452-5p	-0.1200990967985176	0.0005594186251521088
hsa-miR-101-5p	-0.12190712427707938	0.00046022689293104355
hsa-miR-6858-3p	-0.12269344180080816	0.0004224239217677301
hsa-miR-374b-3p	-0.12443533508884774	0.00034874865386517583
hsa-miR-126-5p	-0.1251646258568472	0.00032162166203995055
hsa-miR-543	-0.1255529073663666	0.00030799606722920565
hsa-miR-26a-5p	-0.12733198756832442	0.0002521862733306184
hsa-miR-92a-3p	-0.12822033391676166	0.000228006699937085
hsa-miR-26b-5p	-0.12828421318172956	0.00022635449114399614
hsa-miR-374b-5p	-0.12832108447064133	0.00022540594434019063
hsa-miR-190a-5p	-0.1292634865028312	0.00020238934613919337
hsa-miR-335-3p	-0.1300838626582517	0.00018416607243698448
hsa-miR-411-3p	-0.1301832472665489	0.0001820660881620321
hsa-miR-93-5p	-0.13078530300919028	0.00016981746843418026
hsa-miR-548k	-0.13168171713493143	0.00015300578775580663
hsa-miR-199a-3p	-0.13205256095555593	0.00014651903823386343
hsa-miR-199b-3p	-0.13215945857328731	0.0001446977457428842
hsa-miR-337-3p	-0.13643118192984305	8.710331129820234e-05
hsa-miR-382-3p	-0.13683532624823486	8.295474644866559e-05
hsa-miR-379-3p	-0.1370924849903317	8.041280231653445e-05
hsa-miR-101-3p	-0.13733651972921412	7.806869864720798e-05
hsa-miR-27a-3p	-0.1390335280935327	6.346547479075407e-05
hsa-miR-144-3p	-0.14047031611355196	5.315908351684139e-05
hsa-miR-660-5p	-0.14245714556392725	4.148827940881311e-05
hsa-miR-18b-5p	-0.143161838194111	3.796642103467053e-05
hsa-miR-380-3p	-0.14485699872537516	3.061867727031259e-05
hsa-miR-495-3p	-0.14639084963617072	2.5151380800352084e-05
hsa-miR-106a-3p	-0.14696963442002842	2.3340219663977028e-05
hsa-miR-424-5p	-0.14946320451419542	1.686060470795236e-05
hsa-miR-31-5p	-0.15019564496220966	1.530935538836991e-05
hsa-miR-106b-5p	-0.1513006804564982	1.3223479963514952e-05
hsa-miR-374a-5p	-0.15312621640012825	1.0358037531330094e-05
hsa-miR-654-3p	-0.15333852198842593	1.0066128806382879e-05
hsa-miR-598-3p	-0.15425395464549888	8.894893493190549e-06
hsa-miR-450b-5p	-0.1549465993703579	8.09632818545277e-06
hsa-miR-126-3p	-0.15745687851872556	5.737817101768923e-06
hsa-miR-20a-3p	-0.157459550758443	5.735697916139994e-06
hsa-miR-369-3p	-0.16031406414815366	3.852140766869097e-06
hsa-miR-18a-5p	-0.16332821893809527	2.5111001731843826e-06
hsa-miR-4669	-0.1641901410908588	2.2187058447597556e-06
hsa-miR-27b-3p	-0.16625781643146081	1.6443427415640473e-06
hsa-miR-99b-5p	-0.16645203618887544	1.5984129525842986e-06
hsa-miR-21-5p	-0.16784365996633244	1.303525213802896e-06
hsa-miR-16-5p	-0.17112666311018854	8.003711071839813e-07
