B.cells	Basophils	CD4..T.cells	CD8..T.cells	Eosinophils	Erythrocytes	Monocytes	Natural.killer.cells	Neutrophils	Plasma	Thrombocytes
5628-SL-3595	0.105009462804208	0.103393674389003	0	0.00574309716954288	0.181444886229831	0	0.0522198486058093	0.022755867242345	0	0.478252467340849	0.0511806962184105
5628-SL-0626	0.105967729332764	0.0725409561062273	0	0.00969546347394313	0.198707549550294	0	0.0600788069033456	0.0327829403092253	0	0.470198545512798	0.0500280088114031
5628-SL-0497	0.143300377832076	0.0950842858913548	0	0	0.148585619552967	0	0.0675822326515447	0.0185139488435379	0	0.474345642366337	0.052587892862183
5628-SL-2976	0.136908318495062	0.0887507373996787	0	0	0.157366642823878	0	0.0673060220474582	0.0207981747098667	0	0.476787690504319	0.052082414019736
5628-SL-1563	0.112058792227682	0.104368126614977	0	0.00382761859061509	0.173758679282172	0	0.0559232020173862	0.0211870243535123	0	0.477387394005121	0.0514891629085348
SRR23099069	0.0964219204536189	0.157822963780687	0	0.00393176220323685	0.169384832789684	0	0.0410187122181493	0.00694527999177373	0	0.465115654260783	0.0593588743020665
5628-SL-2185	0.0603680734465009	0.161024154790919	0	0.0140895549474848	0.203915692078065	0	0.0237197803201832	0.0122566896959369	0	0.474255669360723	0.0503703853601873
5628-SL-0431	0.0586532869870875	0.164498486261433	0	0.0143737234379168	0.208351286880815	0	0.0238840862960011	0.010095940236575	0	0.469985066142068	0.0501581237581038
5628-SL-2086	0.115939871959963	0.081501933598235	0	0.00557340639313967	0.178232132097865	0	0.0631875272771119	0.0288773166445479	0	0.475612706087698	0.0510751059414399
5628-SL-2426	0.123193188868054	0.0999407809055213	0	0.000505019499521985	0.162370814123888	0	0.0611521967388944	0.022295814055323	0	0.478608212106069	0.0519339737027287
5628-SL-0712	0.116916004872797	0.0841347627055802	0	0.00437708599614895	0.176989275734835	0	0.0610239780850471	0.0264862765894801	0	0.478899796466594	0.0511728195495178
5628-SL-1872	0.0897836259819989	0.110138859290983	0	0.0109588849567411	0.195175809070098	0	0.0464797568250176	0.0221145792330653	0	0.474870815594632	0.0504776690474643
5628-SL-1917	0.109433040649934	0.106194699858378	0	0.00335026465430719	0.176009441266795	0	0.0530898470919015	0.021721655418379	0	0.478638236210212	0.0515628148500938
5628-SL-0342	0.0336046253389557	0.238280417640608	0	0	0.20003438241515	0	0	0.000240444361548676	0	0.47606031760315	0.0517798126405883
SRR9844378	0.0413028530938331	0.207573092987527	0	0.00904743728200834	0.203416205707159	0	0.00491718947156903	0.00528348088124949	0	0.477579122423199	0.0508806181534539
5628-SL-2546	0.051539189052153	0.183942332370317	0	0.014689494655278	0.203311960474726	0	0.0160586570306993	0.00701575134474729	0	0.473009356275764	0.0504332587963157
5628-SL-2144	0.0860210966517095	0.133668588315199	0	0.00757011559929718	0.189285258111302	0	0.0377128944280533	0.0170679764222257	0	0.477620276898877	0.0510537935733367
5628-SL-0959	0.110567513307646	0.0961577913816709	0	0.00576412915215961	0.1772490907042	0	0.057716453388267	0.0248424126065347	0	0.47650180174221	0.0512008077173116
5628-SL-3491	0.105477023232943	0.116460739791638	0	0.00379570750567659	0.176625236149165	0	0.0500663027301573	0.0199779646654292	0	0.47623121295454	0.0513658129704511
SRR9844345	0.0530458053441692	0.202443537228065	0	0	0.201097273997065	0	0.0073788556302159	0.00935682709491004	0	0.475832548332843	0.0508451523727322
5628-SL-0093	0.139929809254931	0.0944641364518373	0	0	0.148403256824413	0	0.0682324011637227	0.0205834549994246	0	0.475994409769267	0.052392531536404
5628-SL-0328	0.105294825472819	0.0760569066259536	0	0.0105387066739556	0.190628192431687	0	0.061206457571881	0.0321340592971235	0	0.473731933908519	0.050408918018061
5628-SL-0188	0.125256788473924	0.0776306600412637	0	0.00290583304931333	0.175900752788753	0	0.0672772090044251	0.0270399498724165	0	0.473012261301687	0.0509765454682175
SRR9844363	0.0568190530162546	0.181971140007528	0	0.00252869041148177	0.20469158466708	0	0.0150544261397141	0.0136575441359626	0	0.475355506949369	0.0499220546726105
SRR9844347	0.0715581591978346	0.136473564268459	0	0.0114884798358434	0.207785801156982	0	0.0345931624529576	0.0235245956137735	0	0.467114390737155	0.0474618467369938
5628-SL-0254	0.133015326951199	0.0849349783936722	0	0	0.164897808706147	0	0.0675250394138206	0.0229906715595324	0	0.474960510609846	0.0516756643657825
SRR23099066	0.0670406040983898	0.180113556871728	0	0.00689251618446881	0.187122165449717	0	0.0225279386699198	0.00845185596674357	0	0.475445777357989	0.0524055854010448
5628-SL-4011	0.140627471205311	0.0857409729287381	0	0	0.155363848182067	0	0.0698571557989839	0.0208201911076246	0	0.475480497225659	0.0521098635516159
5628-SL-0708	0.127972862025588	0.0920598260316273	0	0	0.163201434923103	0	0.0644915469379228	0.0230576918457771	0	0.477287874430437	0.0519287638055453
5628-SL-4411	0.115080738247098	0.0941565722539788	0	0.00356360976250707	0.176322257688934	0	0.0582528816844439	0.0239562075459712	0	0.47740630022052	0.0512614325965463
5628-SL-0961	0.114067033697568	0.0781789305808051	0	0.00608330015428442	0.185008414446428	0	0.0623750018627977	0.0281331609294724	0	0.475250809296529	0.0509033490321155
SRR12683405	0.126615077487339	0.144740451263607	0.00981330398981117	0	0.304756983865561	0	0.0165974626350114	0.0696240882563738	0	0.263128668849357	0.0647239636529406
5628-SL-2187	0.0754270724328129	0.132513273172892	0	0.011822687383618	0.19754903955297	0	0.0347144534894059	0.019763394766326	0	0.47762253853822	0.0505875406637544
SRR23099023	0.109651664475431	0.0849201058445125	0	0	0.181363754550851	0	0.0558087804192115	0.0327767173864474	0	0.48131389710009	0.0541650802234571
5628-SL-1607	0.100752971021404	0.129077707410242	0	0.00236680810419735	0.178270391011448	0	0.0432820024808844	0.0161812520585242	0	0.478524343566181	0.0515445243471185
5628-SL-0394	0.113970249549959	0.107088381150156	0	0.00212872508367246	0.171533010454071	0	0.0550028248909524	0.0201617783807393	0	0.478434148549631	0.0516808819408196
5628-SL-1357	0.122320596251699	0.0879811869810062	0	0.00228428051422192	0.168739643215478	0	0.0634821570484641	0.0260682754081437	0	0.477486662928356	0.0516371976526307
5628-SL-3261	0.0943436379068826	0.10040413226763	0	0.011009221037556	0.190725241892803	0	0.0507025262684236	0.0269177093795547	0	0.475312208237312	0.0505853230098384
5628-SL-1024	0.049337777167238	0.152994960281158	0	0.0101365097757383	0.229782291406457	0	0.0109866795191945	0.0167166191266424	0	0.479866253138711	0.0501789095848614
5628-SL-1034	0.115467859399876	0.0788520212421762	0	0.00586839197193616	0.179635987149534	0	0.06333364162058	0.0301558860143437	0	0.475653666374925	0.0510325462266292
5628-SL-1125	0.0958850338748764	0.119747788895842	0	0.00652187603596162	0.185043237165629	0	0.0452466101072262	0.0193099108342879	0	0.477138440665783	0.0511071024203945
5628-SL-3866	0.108677232074047	0.0913251828524823	0	0.00752804625248961	0.180671331690437	0	0.0584189766157251	0.0261197320855095	0	0.476299340988848	0.050960157440461
5628-SL-0591	0.099902050726636	0.0884994796957184	0	0.010774063189316	0.193995661473125	0	0.055905576654458	0.0285246016953941	0	0.472213891046084	0.0501846755192685
5628-SL-0748	0.103289704420148	0.0735167900335319	0	0.0112407062405251	0.19997780511803	0	0.0614262253259798	0.0321663803502101	0	0.468502523227804	0.0498798652837708
5628-SL-1598	0.137082344835913	0.0866443583248655	0	0	0.161270715540927	0	0.0674870508344193	0.0213996923811107	0	0.474159762369916	0.0519560757128482
5628-SL-1821	0.103673412685735	0.122392214727596	0	0.0018674140132677	0.183275696324474	0	0.0454037341744448	0.0143575585642113	0	0.477524587358035	0.0515053821522355
5628-SL-3987	0.118912854941187	0.057725784763478	0	0	0.202967044846729	0	0.0660199939336036	0.0364700161555331	0	0.467927449470677	0.0499768558887925
5628-SL-0555	0.0963612732676786	0.12375849758068	0	0.00658125933347779	0.178674124498136	0	0.0458501986649935	0.0193185771591432	0	0.478075032579644	0.0513810369162468
SRR9844352	0.0584881735152858	0.161867968430968	0	0	0.212683804572668	0	0.0170948193288254	0.0236793890877334	0	0.476364925593943	0.0498209194705761
5628-SL-0863	0.0870819013590171	0.122411081406347	0	0.00892210153487838	0.193852139281447	0	0.0401397460575885	0.0190836999986401	0	0.477865827753172	0.0506435026089105
5628-SL-1652	0.127710499517035	0.0873080392789896	0	0.000531330839611248	0.165440781070378	0	0.0659309267808866	0.02459818497682	0	0.476692798820857	0.0517874387154227
5628-SL-1384	0.139097905558458	0.0807662733175603	0	0	0.168597550506104	0	0.0669570737702965	0.0212054577755714	0	0.471816911577736	0.0515588274942749
5628-SL-1003	0.123165300368325	0.0852790794974729	0	0.00325242167591194	0.171360438667464	0	0.0655913253604456	0.0243124762456828	0	0.475542611469319	0.051496346715379
5628-SL-1949	0.108747058213437	0.0642829236306373	0	0.0102260661603602	0.197717190014443	0	0.0643481190431734	0.033432197416377	0	0.471282391780518	0.0499640537410547
5628-SL-0775	0.136863332536246	0.0803234872795328	0	0	0.160587347640589	0	0.0681708219525737	0.0241179979672593	0	0.477845501041	0.0520915115827996
5628-SL-0799	0.127106171070241	0.0977713010012012	0	0	0.161029044757833	0	0.0631364018878053	0.0215910979490962	0	0.477244044683407	0.0521219386504173
5628-SL-3604	0.131699798080199	0.0871713040468626	0	0	0.162644510602122	0	0.0667600299967431	0.0230854287875395	0	0.476768632768333	0.0518702957182011
5628-SL-1521	0.135210601007814	0.0900183146537095	0	0	0.155074879871256	0	0.0683477265944903	0.0227444281972769	0	0.47646750794389	0.0521365417315639
5628-SL-2054	0.140165953028778	0.0918635529876734	0	0	0.150268477017578	0	0.0693205679920597	0.0204803694285188	0	0.475609846057931	0.0522912334874608
5628-SL-1122	0.1311532852601	0.0851633738434689	0	0	0.167009447912484	0	0.0657560189981662	0.0231715839930458	0	0.475911713718399	0.051834576274336
5628-SL-0782	0.109513482647503	0.0842771754528568	0	0.00334486966875667	0.190911523591349	0	0.0532969752150754	0.0263866990749875	0	0.481399150021679	0.0508701243277927
5628-SL-1216	0.100968643086675	0.0450749580504125	0	0.0151967469386979	0.214779635506265	0	0.0674181302505427	0.0387213026873216	0	0.468646217637616	0.0491943658424694
5628-SL-0867	0.116280010826915	0.0933969742616966	0	0.00459056940719405	0.170553368818908	0	0.0615540762737061	0.0250035611451195	0	0.477079404240491	0.0515420350259695
5628-SL-2015	0.0507961375286783	0.183312028595608	0	0.0153963953714468	0.203961200252946	0	0.0163755181760519	0.00703441259777217	0	0.472696785668749	0.0504275218087479
SRR23099061	0.0386661203641112	0.204717307700012	0	0.017133815930645	0.207187160453839	0	0.00742746689474651	0.00310615178874603	0	0.469370691023699	0.0523912858442001
5628-SL-3556	0.0443867584710947	0.196996551324151	0	0.0152119653720668	0.204921957065618	0	0.0100629926196158	0.00404314398386669	0	0.473866408574615	0.0505102225889723
5628-SL-0588	0.113001436351782	0.102820401874635	0	0.00237178631462514	0.181457947143359	0	0.0545099565344924	0.0190712038157189	0	0.475523548056621	0.0512437199087663
SRR10416544	0.0741515896913013	0.126032487805743	0	0.0114629541973955	0.200966392155382	0	0.0328677722154602	0.023345496781684	0	0.48094584445028	0.0502274627027537
SRR10416532	0.0990268959106104	0.0875841548092627	0	0.00491013666363913	0.188076301151988	0	0.0514284933689667	0.0338129740890069	0	0.484324608879434	0.0508364351270928
5628-SL-1540	0.139548260465285	0.0869506518620875	0	0	0.158688295789839	0	0.0660844713291539	0.0209828535899337	0	0.475648610538258	0.0520968564254439
5628-SL-0282	0.106797847840358	0.0943388164989124	0	0.00767866174040925	0.18195527964941	0	0.0575271892016848	0.0262272290877396	0	0.474583657589423	0.0508913183920629
5628-SL-0410	0.10254270617496	0.113104399874799	0	0.00472902782194636	0.183295290029311	0	0.0484313172105269	0.0198020494785886	0	0.476962040279254	0.051133169130614
SRR23099070	0.0792751963280533	0.142559558898409	0	0.0108877495625699	0.18797040894576	0	0.0360532134049957	0.0148026984190283	0	0.471619621944062	0.0568315524971223
5628-SL-1280	0.0788419152674378	0.134123868484018	0	0.0104478001400842	0.199890837093371	0	0.0346284106834083	0.015049546979179	0	0.476516935827721	0.0505006855247812
5628-SL-2296	0.125896542106168	0.0813187218492637	0	0	0.179983666068817	0	0.0604557585486038	0.0248853106829912	0	0.476212192319611	0.0512478084245463
5628-SL-2019	0.110288023530562	0.112515087322017	0	0.00232713256662346	0.174188325390784	0	0.0523100457473356	0.0196790107078676	0	0.477102023470544	0.0515903512642662
5628-SL-1207	0.142641480721203	0.0799020956765906	0	0	0.165389478259329	0	0.0634738003653766	0.0214295333179538	0	0.475273408422281	0.0518902032372663
5628-SL-2286	0.0893308400093771	0.109471965999078	0	0.0105674212755182	0.192395336439363	0	0.0463119133335347	0.0239478513509749	0	0.477216310021749	0.0507583615704052
5628-SL-0881	0.114925926838504	0.0857242015678718	0	0.00330256166804841	0.180613047328201	0	0.0580100600169353	0.0262938223918474	0	0.479883350603109	0.0512470295854828
5628-SL-2685	0.114674974916236	0.10709866641293	0	0.00197035735480842	0.173647276889113	0	0.0555901051974183	0.0193693484836053	0	0.476133338999347	0.0515159317465416
SRR23099029	0.121384144867352	0.137354254858902	0	0	0.151067820730957	0	0.0535455849505472	0.0111412261841414	0	0.469707799606803	0.055799168801298
SRR23099110	0.0318902759247471	0.238001416685587	0	0.0156417374084274	0.200954362251308	0	0	0	0	0.45819298973981	0.055319217990121
5628-SL-0921	0.104065649565307	0.10691884941009	0	0.00590599196657499	0.179726367263129	0	0.0518284777188828	0.0236652219374853	0	0.476787491184278	0.0511019509542526
5628-SL-2189	0.133785593044125	0.0890181154364617	0	0	0.160828337391685	0	0.0650228626200939	0.0224180661231186	0	0.476905371581781	0.0520216538027354
5628-SL-1479	0.135760464763124	0.08977579373361	0	0	0.156892735699292	0	0.0680801947467568	0.0216882155717792	0	0.475752190208225	0.0520504052772135
SRR9844361	0.0488450989293605	0.205775728120708	0	0	0.201537324113832	0	0.00407972185779917	0.00937886115540335	0	0.4792099333133	0.0511733325095971
SRR9844335	0.0520156209047739	0.190386581040302	0	0	0.205871950251398	0	0.00928900327681483	0.0132415816419707	0	0.478636507855122	0.0505587550296186
SRR10416527	0.0354756664825348	0.220577436826639	0	0	0.206065881625365	0	0	0.00493838017047395	0	0.481238564001915	0.0517040708930722
5628-SL-2952	0.0832224775113734	0.133892882778767	0	0.00899563392887039	0.191368391868268	0	0.036876504173502	0.0174566782070683	0	0.477418876296655	0.0507685552354953
5628-SL-0812	0.120568270651248	0.0808717269581349	0	0.00360227327975401	0.178020731882415	0	0.0638617962153196	0.0261057442228948	0	0.475690525702127	0.0512789310881067
5628-SL-1495	0.0759931124250163	0.138747692745331	0	0.00960098451681339	0.193348415869556	0	0.0346478980982559	0.0190968116445122	0	0.477621701204578	0.0509433834959369
5628-SL-0293	0.0951823496904304	0.124578094638654	0	0.00577632852067895	0.187584997466016	0	0.0431282756910847	0.0161983825862848	0	0.476522865322864	0.0510287060839866
5628-SL-3141	0.102408830059327	0.114569957752775	0	0.00571999110478431	0.181125223227042	0	0.0495103170540543	0.0191325026834433	0	0.476447564890916	0.0510856132276585
5628-SL-0834	0.133602164245853	0.0877410145035813	0	0	0.161294248451187	0	0.0656823374904161	0.0224335435374543	0	0.477233436579033	0.0520132551924754
5628-SL-2264	0.115187069824681	0.100096260688283	0	0.00323803669666199	0.172565995610505	0	0.0580431342369159	0.0217159056565339	0	0.477606988264716	0.051546609021703
5628-SL-2485	0.0905548642647394	0.103646795527294	0	0.0114258980241159	0.195068480595871	0	0.0481609247889194	0.0257307526113239	0	0.475068646445368	0.0503436377423679
5628-SL-2909	0.101930713652948	0.102707632420156	0	0.00797410022558438	0.186011019853919	0	0.0531912145211357	0.0228759417626284	0	0.474545118610839	0.050764258952789
5628-SL-1265	0.126741492544929	0.083073554811284	0	0.000305649865442419	0.170956433607189	0	0.0649248881991173	0.0257016331631825	0	0.47663901200613	0.0516573358027255
5628-SL-0679	0.0911893113086136	0.125367036051596	0	0.00687667219006471	0.190226636781086	0	0.0412646206581352	0.0177122466825579	0	0.476456982582195	0.0509064937457513
5628-SL-2224	0.101093237088208	0.118150431569947	0	0.00357713431066051	0.181159735992975	0	0.0456516017920505	0.0194606830879207	0	0.479527273894231	0.0513799022640071
5628-SL-0602	0.0738682515673228	0.138000573948164	0	0.01255212957156	0.198814850725473	0	0.0345625044384203	0.0169480167809721	0	0.474766357237151	0.050487315730937
5628-SL-3673	0.136417158620258	0.0890663972340545	0	0	0.155941200434041	0	0.0694222650847869	0.0222353703527043	0	0.474893275173216	0.0520243331009397
5628-SL-2494	0.108545739380759	0.111905417216318	0	0.0028882824743349	0.174850754099186	0	0.051720447776018	0.0199960542939809	0	0.478451571627549	0.0516417331318541
5628-SL-0079	0.12873013845183	0.0745893300900238	0	0	0.177425113356941	0	0.066346044471177	0.0266799914078367	0	0.474918294310555	0.0513110879116367
5628-SL-2288	0.0938498239519268	0.0951850732264359	0	0.0101809454621095	0.196023490104206	0	0.0485341139928479	0.0268647723911707	0	0.47897451349841	0.0503872673728927
5628-SL-2285	0.0612396582214817	0.166941802675005	0	0.0133062713822133	0.197412137215271	0	0.0231073090029564	0.0112295421675047	0	0.476002026114815	0.0507612532207529
5628-SL-1506	0.108512492558417	0.086931057471557	0	0.00731085080436856	0.182023999966451	0	0.0587433421332152	0.0279091734038011	0	0.47757149452757	0.0509975891346199
5628-SL-1398	0.104710364246037	0.0617521537534368	0	0.00904246623943656	0.211142056961228	0	0.0592819854907242	0.034921472151792	0	0.468977434952706	0.0501720662046381
SRR23099079	0.07540740067337	0.134581200217541	0	0.0135882807648184	0.196721254239315	0	0.0372834224399096	0.0161256425054895	0	0.46521657725049	0.0610762219090659
5628-SL-1318	0.135351488535222	0.0854553655069548	0	0	0.166421587718018	0	0.0670508951647529	0.0192051893695357	0	0.474687159816051	0.0518283138894657
5628-SL-0212	0.037530831000813	0.232716431989235	0	0.00212082643966551	0.19846758354801	0	0	0	0	0.477447600128326	0.0517167268939494
5628-SL-0586	0.132847617389459	0.0889048432226512	0	0	0.164855169206667	0	0.0630013868754284	0.020661499491544	0	0.477661372957295	0.0520681108569558
SRR9844380	0.0545051289622707	0.198034155188549	0	0	0.202912575980895	0	0.0096635078666396	0.0111713453876661	0	0.473095835498442	0.0506174511155379
5628-SL-1914	0.140836356713105	0.0835240021640564	0	0	0.150754966911832	0	0.0725283448480015	0.0243271200457421	0	0.475870344771477	0.0521588645457859
SRR23099080	0.117941090616627	0.0874259197290474	0	0	0.170416726096087	0	0.0580969497234085	0.0293193154483187	0	0.478955881801996	0.0578441165845156
5628-SL-3664	0.0903838156966756	0.123662573662494	0	0.0073472727138989	0.188213239719894	0	0.041755161796454	0.0202165063245595	0	0.477441480386916	0.0509799496991087
SRR8518774	0	0.195456100262228	0	0.422937474871346	0	0	0.294060370012538	0	0	0.0199749474463137	0.0675711074075753
5628-SL-0542	0.12319569703727	0.0808450126638244	0	0.00198697455299934	0.174276649584067	0	0.0653563081483212	0.0260021274357232	0	0.476682771185002	0.0516544593927925
5628-SL-2037	0.102854509428135	0.0828802407664102	0	0	0.198329602906694	0	0.0475194344398487	0.0395374402564878	0	0.477527789843788	0.0513509823586366
5628-SL-2235	0.128479127382474	0.0893679692397165	0	0	0.166915717959503	0	0.0630286724846846	0.0226218149425243	0	0.477764008588964	0.0518226894021334
SRR12683398	0.120487936489331	0.121513107008595	0.0221798028252919	0	0.27619725973347	0	0.00902502321648415	0.0747465642266675	0	0.313845106786577	0.0620051997135841
5628-SL-1574	0.13091652331904	0.0853237646697484	0	0	0.166653514836402	0	0.0651877132404487	0.0237165551865931	0	0.476375072791862	0.0518268559559059
5628-SL-2327	0.0942406257616126	0.131392059555511	0	0.00543046746737713	0.180695758293725	0	0.0417018053544733	0.0169732954095548	0	0.478260371307653	0.0513056168500932
5628-SL-2287	0.095162821971022	0.119874228926472	0	0.00742384895399327	0.182440652649575	0	0.0459148565809142	0.0202809914482889	0	0.477733502599808	0.0511690968699266
5628-SL-1580	0.130375311531435	0.0939750482945972	0	0	0.161012601112219	0	0.0645014061512452	0.0220342049848927	0	0.476242415658628	0.0518590122669826
5628-SL-1672	0.0546409724648808	0.179307409715308	0	0.0141615480612338	0.200827857209864	0	0.0183930806367201	0.00827185974441602	0	0.473808560343891	0.0505887118236871
5628-SL-0208	0.117092313429854	0.034804859538153	0	0.010489792421465	0.199118517368454	0	0.0765183204198518	0.0389851528893914	0	0.47318931086431	0.0498017330685201
5628-SL-1117	0.0615968269381678	0.160367077317559	0	0.0157375052078087	0.205054493972272	0	0.0332054706101906	0.0127236750059601	0	0.461811549772802	0.0495034011752403
SRR10416526	0.0613455660644814	0.18309938766809	0	0.00510048804785224	0.19262442841225	0	0.017342233345158	0.00965576348319418	0	0.479473888383563	0.0513582445954116
SRR10416510	0.0396002278864775	0.23883969409094	0	0.000108350580052648	0.193440498367782	0	0	0	0	0.476172953109557	0.0518382759651912
5628-SL-2552	0.12726283196547	0.0841474908835721	0	0.000501848943844612	0.170502375243326	0	0.0648377832436582	0.0235235415483565	0	0.477610774983978	0.0516133531877957
5628-SL-0778	0.101094438903434	0.120855368520826	0	0.00384376096872918	0.181347854163178	0	0.0461440797219291	0.0180235921242141	0	0.47728868655464	0.051402219043049
5628-SL-2737	0.102082094105478	0.0843875131429407	0	0.00909270252227121	0.194313683673719	0	0.0548488301080155	0.0279073992074781	0	0.476894178355696	0.0504735988844015
5628-SL-0315	0.152663834828034	0.0984024034587757	0	0	0.135515453638369	0	0.0704873358895011	0.0162523841379116	0	0.473846859805413	0.052831728241996
5628-SL-0260	0.0341000686724119	0.23559064888575	0	0.00437217187211483	0.200089062299342	0	0	0	0	0.474548629135832	0.0512994191345496
5628-SL-1324	0.111971748345017	0.11007137949098	0	0.00186863244928855	0.17426409774908	0	0.0529680710313	0.0196108835332826	0	0.477630234962619	0.0516149524384334
5628-SL-3133	0.11733953938933	0.0829421543422674	0	0.00428817902406084	0.177513788733056	0	0.061558215611836	0.0264387800374474	0	0.47862035527287	0.0512989875891325
5628-SL-1633	0.100446314551723	0.114962378116473	0	0.00658852409618263	0.179344705165265	0	0.049186655225121	0.0205387576325665	0	0.477753137912063	0.051179527300605
5628-SL-0117	0.137249106346709	0.0866009583974433	0	0	0.157739451852878	0	0.0684344759700318	0.0223129354774164	0	0.475531560642685	0.0521315113128368
5628-SL-1724	0.131763040404423	0.0841765753397633	0	0	0.164435483152764	0	0.0670765300491702	0.0236247467770266	0	0.477056808048341	0.0518668162285122
5628-SL-1174	0.107281833016981	0.0991726629899284	0	0.00571011462152219	0.182665247588861	0	0.0539031129641684	0.0223644634465597	0	0.477858039880457	0.0510445254915221
5628-SL-1742	0.114676085952258	0.105929262918854	0	0.00242391459061094	0.171314893895905	0	0.0567677128599515	0.0195082675322174	0	0.477634457750518	0.0517454044996844
5628-SL-0204	0.088852812019857	0.133874310515374	0	0.00478083777621748	0.186320840194773	0	0.0396072034856825	0.0173835987380639	0	0.477810309987142	0.0513700872828907
5628-SL-0550	0.10790726025845	0.0621180729096995	0	0.00931321512743632	0.194459890248101	0	0.0648930496414076	0.0354633321314971	0	0.475148803090723	0.0506963765926853
5628-SL-2191	0.113039145699016	0.0822916785818413	0	0.00486117854879554	0.181730201834197	0	0.0586804884515469	0.0287288464026233	0	0.479569514497597	0.0510989459843833
5628-SL-4321	0.103725082312547	0.0755765524711047	0	0.0108795080382446	0.191390456713632	0	0.0602297733613871	0.0321009852415516	0	0.475702800760288	0.0503948411012446
SRR9844364	0.0577778379505766	0.182797408997829	0	5.39844450553193e-05	0.205830945149345	0	0.015016412184188	0.014691179112978	0	0.473809593202809	0.0500226389572184
5628-SL-1603	0.122251622395282	0.104349899214008	0	0	0.163354005911544	0	0.0600483097841796	0.0213393815686294	0	0.476742727048237	0.0519140540781203
5628-SL-1380	0.105232472697767	0.0794079706048817	0	0.0107490777359345	0.189471805109489	0	0.0603563504435868	0.0303661876053409	0	0.474059670219965	0.0503564655830352
5628-SL-0157	0.106798367380966	0.106943225201326	0	0.00544116775891972	0.177760016891766	0	0.0536242577050113	0.0215332114140538	0	0.476622487983191	0.0512772656647668
5628-SL-1465	0.134920720475214	0.0880796008409969	0	0	0.161233350796976	0	0.065374988413687	0.0226912670300444	0	0.475717544052942	0.0519825283901388
5628-SL-0741	0.112728386754956	0.106501381472469	0	0.00316162591326091	0.171272938967644	0	0.0561315575580179	0.0219041492328443	0	0.476730941395436	0.0515690187053721
5628-SL-1011	0.126177068023223	0.0860513850334191	0	0.00191667963717933	0.169040276743835	0	0.0668431612604967	0.0240806457397898	0	0.474384930873787	0.05150585268827
5628-SL-1194	0.109702962889426	0.0886546803893597	0	0.00654145932140065	0.181663993875312	0	0.0586581144005973	0.0268439956709003	0	0.476861890111895	0.0510729033411095
SRR23099068	0.0829807529619995	0.143441304574449	0	0.00933867369855352	0.184445369560685	0	0.0375859299650994	0.01335123707191	0	0.470081081263922	0.0587756509033806
5628-SL-2784	0.110345377304887	0.108728599631967	0	0.00241975929726687	0.175719810039407	0	0.0521399490306411	0.0199479554841986	0	0.479144846972975	0.0515537022386576
SRR10416496	0.0551236022911836	0.180375666490249	0	0.00318587829441599	0.200832508957035	0	0.0139562028522662	0.0141926064212133	0	0.480994127582533	0.0513394071111048
5628-SL-2036	0.0636969108252711	0.159286646475455	0	0.0147126892974057	0.21379506928734	0	0.0285939987209629	0.0128429110422012	0	0.45750856013673	0.0495632142146338
5628-SL-1501	0.130333921089609	0.066843744512222	0	0.000395255093984598	0.176730751991304	0	0.0695806535713538	0.0291952675951683	0	0.4755672901229	0.0513531160234585
5628-SL-0098	0.115535781672381	0.10122941801091	0	0.00309312855866777	0.171781412944407	0	0.0585378110050143	0.0223177802908514	0	0.475979688488756	0.0515249790290128
5628-SL-3030	0.113257237842582	0.110353788948576	0	0.00183911846704788	0.173494865333615	0	0.0540593919763678	0.0184184128385095	0	0.476950300681208	0.0516268839120949
5628-SL-0131	0.116756554934603	0.0829699368279691	0	0.00508742593162361	0.177361991742105	0	0.0618460745773359	0.0264290026797163	0	0.478345125015336	0.0512038882913112
5628-SL-3976	0.107213987066613	0.109158427291592	0	0.00412339085132196	0.183417816405203	0	0.0526233919785469	0.0180520022364123	0	0.474226092643424	0.0511848915268866
5628-SL-2389	0.110496998494148	0.077509636307142	0	0.007381837565507	0.189082297969048	0	0.0612244864173702	0.031062417385614	0	0.472774058405198	0.050468267455972
5628-SL-1285	0.111017246496953	0.0671760306723237	0	0.00646161852929961	0.201183790261451	0	0.0599383017610017	0.0305110482536886	0	0.473488726874393	0.0502232371508894
5628-SL-1789	0.121416834902794	0.0886296442946125	0	0.0021570523039025	0.174350054705643	0	0.0619725889477316	0.0226674961189773	0	0.477305602888134	0.0515007258382048
SRR23099022	0.104464912772425	0.0849316496971447	0	0	0.188028651085952	0	0.0519626002390964	0.0353314597879522	0	0.481400998213897	0.0538797282035331
5628-SL-0047	0.0477079663505794	0.190872893968734	0	0.0144158832210434	0.203231363795061	0	0.0126021510860414	0.00611701747868814	0	0.474482051257379	0.0505706728424732
SRR9844348	0.0616361728004382	0.165668364278319	0	0.00608623990816679	0.207757076806155	0	0.0209616510404445	0.0169972111410387	0	0.47191073433972	0.0489825496857175
SRR9844360	0.0538062197098043	0.188566358285076	0	0.00291772300921456	0.205261104117415	0	0.0130028977436568	0.0120322341697784	0	0.474102750185838	0.0503107127792179
5628-SL-1443	0.0933522856687073	0.107851938175502	0	0.00868746744220847	0.18970281116798	0	0.0490047906982956	0.0251806105074992	0	0.475518720169782	0.0507013761700248
5628-SL-2115	0.144697386380068	0.0868717226525636	0	0	0.154840069236521	0	0.0677691642002562	0.0199350108628386	0	0.4737570191315	0.0521296275362536
