miRNA	Sex	Disease_Condition	Age	Residual
hsa-miR-3160-3p	6.328823386482882e-05	0.1630607214424783	0.0006468054988692327	0.8362291848247876
hsa-miR-3160-5p	4.619826264354042e-07	0.13622409937360572	0.00013793020491946755	0.8636375084388483
hsa-miR-3161	8.809103802840231e-05	0.00605165161478409	0.0020666012217441477	0.9917936561254433
hsa-miR-3162-3p	0.0006991064059918903	0.03465152579735774	0.0018862402587228192	0.9627631275379276
hsa-miR-3162-5p	0.00035497368053535237	0.007519063804066098	1.667111126795729e-06	0.9921242954042717
hsa-miR-3163	0.0031617496348569935	0.0710965369821006	0.003378929416471596	0.9223627839665708
hsa-miR-3164	0.0012603504648303029	0.2917847762609962	5.528087674677908e-06	0.7069493451864989
hsa-miR-3165	2.80062775079027e-06	0.09932014874697509	0.0002988143118635309	0.9003782363134105
hsa-miR-3166	6.772489315428734e-05	0.03261755174108714	8.976894217923662e-06	0.9673057464715407
hsa-miR-3167	0.00018270543806163712	0.021382323023576438	3.4386923624824774e-05	0.9784005846147371
hsa-miR-3168	7.583274715788075e-05	0.0169320533450133	0.0004061040412774406	0.9825860098665514
hsa-miR-3169	3.79479066978241e-05	0.058198111314987436	6.993075127768102e-05	0.9416940100270371
hsa-miR-3170	2.4992265206787836e-05	0.0017470184356771794	2.330368478318918e-05	0.9982046856143328
hsa-miR-3173-3p	0.001063907998784108	0.17561901368878333	7.097053134454402e-07	0.8233163686071191
hsa-miR-3173-5p	0.002459387188236509	0.567342351342367	0.001460419355340115	0.42873784211405636
hsa-miR-3174	4.7504664919983674e-11	0.12554045979645362	8.339590954536328e-05	0.8743761442464963
hsa-miR-3175	0.0006114562554449568	0.15490445358857352	0.00015878164329823923	0.8443253085126834
hsa-miR-3176	0.00015716475015389446	0.10225024762760794	7.543110749434039e-05	0.8975171565147437
hsa-miR-3177-3p	0.0006590311882250765	0.6157923692619721	0.00036765354934906793	0.3831809460004537
hsa-miR-3177-5p	0.0003068825899620471	0.025658370507996766	0.0005469240993733573	0.9734878228026679
hsa-miR-3178	0.00017430386252492038	0.0014077489144912899	0.00014778499450563245	0.9982701622284782
hsa-miR-3179	0.008137960501166936	0.09576934565191371	0.0007024164684222238	0.8953902773784972
hsa-miR-3180	7.158652380207728e-05	0.30055512097303794	4.479808920617665e-05	0.6993284944139537
hsa-miR-3180-3p	7.148845996086354e-05	0.30055159849201807	4.48176133487302e-05	0.6993320954346722
hsa-miR-3180-5p	1.6551911772485984e-07	0.14865298766834958	7.370195351012139e-07	0.8513461097929976
hsa-miR-3181	6.051718698388442e-05	0.08432813818974787	0.000607950036798652	0.9150033945864696
hsa-miR-3182	0.00016365214490242686	0.32020018251064974	0.00032675176047032085	0.6793094135839775
hsa-miR-3183	0.000532663415804973	0.006908692501564296	8.004687617311294e-05	0.9924785972064576
hsa-miR-3184-3p	1.4237101238949735e-05	0.014057207954204865	4.5337173783191786e-05	0.985883217770773
hsa-miR-3184-5p	0.00026368011881864223	0.012763290256852723	6.54062305408759e-05	0.9869076233937878
hsa-miR-3185	0.00020684070987598085	0.0006446578012163007	1.7978125136354298e-05	0.9991305233637713
hsa-miR-3186-3p	0.00016010525224766724	0.0021032765474925685	4.9270579290836235e-05	0.9976873476209689
hsa-miR-3186-5p	3.3184299622497735e-07	0.01779805119860294	5.79496041279361e-05	0.9821436673542729
hsa-miR-3187-3p	0.014815941592562493	0.24358329097526865	0.0024966054559792425	0.7391041619761897
hsa-miR-3187-5p	0.00027076954144502653	0.09604467525681078	0.000888082516400956	0.9027964726853432
hsa-miR-3188	0.002131731394132585	0.30619502532965215	8.987994091770293e-05	0.6915833633352976
hsa-miR-3189-3p	0.0006737615061696015	0.004963750903393281	0.0001258727383268497	0.9942366148521103
hsa-miR-3189-5p	2.0716392160011112e-05	0.008064654365046192	2.3119750651105216e-05	0.9918915094921427
hsa-miR-3190-3p	0.001853664060971507	0.1386918179904666	0.0010636726155895634	0.8583908453329723
hsa-miR-3190-5p	3.7459703861585747e-07	0.006687644195123395	0.0015270872208969285	0.991784893986941
hsa-miR-3191-3p	0.00016838846009494177	0.23525795978049857	1.8860065155902622e-06	0.7645717657528909
hsa-miR-3191-5p	0.00013704945226536276	0.014469686612528418	3.583080097993142e-05	0.9853574331342263
hsa-miR-3192-3p	0.00038938233538412083	0.026665286605404945	0.00017971822953822208	0.9727656128296727
hsa-miR-3192-5p	0.0004743540408807545	0.3396860203496712	0.00014302491480495402	0.6596966006946431
hsa-miR-3193	6.690099463552763e-06	0.004435256085425834	6.635858317501827e-06	0.9955514179567932
hsa-miR-3194-3p	6.793955049398689e-05	0.15587772795911056	4.342334178593322e-05	0.8440109091486095
hsa-miR-3194-5p	7.338654789685114e-06	0.46622079281713286	0.0014519697049992732	0.5323198988230781
hsa-miR-3195	1.6131963238816345e-05	0.01961168012043183	0.0008309690850223754	0.979541218831307
hsa-miR-3196	0.0035533127996431524	0.07496217454358998	4.846680801405285e-07	0.9214840279886868
hsa-miR-3197	1.667346001187901e-05	0.0038763822101248553	5.800202622778518e-05	0.9960489423036355
hsa-miR-3198	3.779484036385434e-05	0.07925157688169539	0.000568704975490304	0.9201419233024504
hsa-miR-3199	7.200959920535189e-05	0.1818560758000106	0.00042969476399487864	0.8176422198367891
hsa-miR-32-3p	0.0005164469012702351	0.38920941811350956	0.00045772338731647695	0.6098164115979036
hsa-miR-32-5p	2.6984228217982417e-06	0.7595884934248839	0.0008402324720229247	0.23956857568027137
hsa-miR-3200-3p	0.0006995516339283892	0.11414674041778247	2.074117930586879e-05	0.8851329667689832
hsa-miR-3200-5p	0.004058461119200227	0.5434137989013318	0.00036276590123471275	0.45216497407823325
hsa-miR-3201	0.0003556897679589575	0.002556293120593941	8.800950367301964e-06	0.9970792161610799
hsa-miR-3202	0.0003233173462887497	0.2448559757042722	0.000356865674411211	0.7544638412750279
hsa-miR-320a-3p	0.0011626648305921546	0.19707903745220748	0.000422787396148946	0.8013355103210514
hsa-miR-320a-5p	0.0004185007297144955	0.2644546717138978	0.00010902289084003778	0.7350178046655477
hsa-miR-320b	0.001280854957618495	0.6928794845822052	1.9342214408977503e-05	0.3058203182457672
hsa-miR-320c	0.0007989891851037742	0.5700230035974876	6.040410017279519e-07	0.429177403176407
hsa-miR-320d	0.001063771699338398	0.5080513211446326	9.688801695074408e-05	0.4907880191390782
hsa-miR-320e	0.0010778331615478483	0.31640334659984015	0.00032838856646590987	0.6821904316721461
hsa-miR-323a-3p	0.004087303514224741	0.14391127252905078	0.0012142060789777959	0.8507872178777467
hsa-miR-323a-5p	3.8480345327085596e-05	0.045346805195331165	0.0001900917537485924	0.9544246227055933
hsa-miR-323b-3p	0.0030973442440413276	0.20627026673834256	0.000828118118258574	0.7898042708993576
hsa-miR-323b-5p	0.0003500580278306628	0.01406028252173951	0.0006614999304730028	0.9849281595199568
hsa-miR-324-3p	0.0002874525394613869	0.4581623651360123	0.0004414605212010673	0.5411087218033253
hsa-miR-324-5p	1.2530106473687672e-05	0.614533288531907	0.0001410349400537914	0.3853131464215653
hsa-miR-325	1.6997579450813817e-07	0.030022913889759625	1.552123060983332e-05	0.969961394903836
hsa-miR-326	0.0006202593855768998	0.3232825405198731	0.0001987657022255187	0.6758984343923244
hsa-miR-328-3p	0.0027842017597822905	0.6466759273219181	0.00034851017099499183	0.35019136074730456
hsa-miR-328-5p	1.4162252300046487e-06	0.04288691204409007	9.762180695157187e-06	0.9571019095499849
hsa-miR-329-3p	0.005175920685358066	0.26173427694723106	0.0006709623620038909	0.732418840005407
hsa-miR-329-5p	0.00024309439841399102	0.04587060599346328	0.00010544412040687826	0.9537808554877159
hsa-miR-330-3p	0.00017964927755219828	0.5812181005034418	0.00010967108557969104	0.41849257913342636
hsa-miR-330-5p	3.894188459966334e-05	0.5877631690586806	0.0019270850626649124	0.41027080399405474
hsa-miR-331-3p	4.8198824249083835e-06	0.42933587455160027	0.00035972613229428104	0.5702995794336806
hsa-miR-331-5p	0.0063648426578144365	0.2189127896824134	0.003396075333530437	0.7713262923262416
hsa-miR-335-3p	0.004104517464042936	0.6074872549900682	0.00029605673907839814	0.38811217080681043
hsa-miR-335-5p	0.0003481261759704433	0.5864435978365083	0.00042626472396412756	0.412782011263557
hsa-miR-337-3p	0.002137982578621627	0.2747056653234163	0.001052502047814431	0.7221038500501477
hsa-miR-337-5p	0.0003427833658542398	0.3992458455539286	3.1194512956133437e-06	0.6004082516289216
hsa-miR-338-3p	0.00012972070513826695	0.6244847775922371	0.0014033734270015971	0.3739821282756231
hsa-miR-338-5p	0.0005277948110710182	0.46939194091418673	0.00011118692957199295	0.5299690773451701
hsa-miR-339-3p	0.00041519304706357754	0.5013060192423064	7.699023980487976e-05	0.4982017974708251
hsa-miR-339-5p	0.00032578656248297876	0.3688878734839389	0.00021333310294143905	0.6305730068506367
hsa-miR-33a-3p	2.415424834869565e-06	0.7304512038686087	7.403021989619654e-05	0.26947235048666035
hsa-miR-33a-5p	9.190629276540855e-07	0.6538590072167334	0.0012679844551424693	0.3448720892651965
hsa-miR-33b-3p	0.000628259553719668	0.19003427200666567	0.00012797436625663238	0.809209494073358
hsa-miR-33b-5p	3.4952279223742876e-06	0.5149731464802615	0.002011318914903765	0.4830120393769123
hsa-miR-340-3p	0.0008528230785512011	0.5452012708599473	0.0019060593486168286	0.45203984671288466
hsa-miR-340-5p	9.298177346993442e-05	0.7329907254014637	0.0001707403828861712	0.2667455524421802
hsa-miR-342-3p	0.00037026658826980733	0.5877327962862882	0.0010638002725856359	0.4108331368528562
hsa-miR-342-5p	0.0006809789297596597	0.7596443243042819	0.0003047399904397041	0.23936995677551878
hsa-miR-345-3p	4.186231529539463e-05	0.06381035903942257	6.267473774037877e-05	0.9360851039075416
hsa-miR-345-5p	7.877728643814392e-05	0.348442491817689	0.00022142017437773662	0.6512573107214951
hsa-miR-346	0.0004373035572750455	0.03380331386186215	0.0019517727965408552	0.9638076097843219
hsa-miR-34a-3p	6.218959521918343e-07	0.273412984708701	1.9197025736375934e-05	0.7265671963696104
hsa-miR-34a-5p	3.609947435036281e-08	0.6860218026740977	5.8587075933822076e-05	0.3139195741504941
hsa-miR-34b-3p	0.00016506323411823369	0.16610577640238272	0.001987247121091246	0.8317419132424078
hsa-miR-34b-5p	4.4617531163163575e-06	0.6406702121616874	0.0007227835235487975	0.35860254256164753
hsa-miR-34c-3p	5.1310602912160696e-05	0.19036308817914482	3.368505143465341e-06	0.8095822327127995
hsa-miR-34c-5p	0.0002534661881803224	0.5618788717662082	0.000253092613359248	0.4376145694322522
hsa-miR-3529-3p	5.2651241881029076e-05	0.0028050422097672077	8.393575475537436e-05	0.9970583707935964
hsa-miR-3529-5p	0.00011967978999558802	0.008017344817713119	6.182345651981574e-06	0.9918567930466392
hsa-miR-3605-3p	0.003201088619356207	0.40200936086733985	2.757746902234813e-05	0.5947619730442817
hsa-miR-3605-5p	0.0013286538598218114	0.07981663736107472	0.00015113801301945562	0.918703570766084
hsa-miR-3606-3p	2.0365039104453144e-05	0.24276284507067392	1.7037817920560033e-05	0.7571997520723011
hsa-miR-3609	0.00035531369320859855	0.3826595655921192	0.0017449063343077866	0.6152402143803645
hsa-miR-361-3p	1.8815515928316256e-05	0.6992811901292363	0.0001918782407095964	0.300508116114126
hsa-miR-361-5p	0.004098212908958175	0.6182010706912666	7.73853797496194e-05	0.37762333102002554
hsa-miR-3610	0.00023055373153059347	0.0063753924693090895	2.0280802378931708e-05	0.9933737729967814
hsa-miR-3611	1.249148184080746e-06	0.708743311024465	0.0010853274887204214	0.2901701123386306
hsa-miR-3612	9.486047212106931e-05	0.000691623522360343	0.00037409615676234473	0.9988394198487562
hsa-miR-3613-3p	0.00011528391483042989	0.42833989461577865	0.001775188821521504	0.5697696326478694
hsa-miR-3613-5p	0.00066347360915997	0.5452033256310338	1.2390945246588118e-05	0.4541208098145596
hsa-miR-3614-3p	0.00016591186345783098	0.5629921907931006	0.00010310631065263163	0.436738791032789
hsa-miR-3614-5p	0.0005613884602753792	0.1533773705372814	0.0003802178054941995	0.845681023196949
hsa-miR-3615	9.803852201899637e-05	0.5081836472799821	0.0015587055899293413	0.4901596086080696
hsa-miR-3616-3p	0.0001441468408328818	0.0011977706455245792	0.0010007348214799757	0.9976573476921626
hsa-miR-3617-3p	0.0008740639077068529	0.18426215903028575	4.396928334246942e-05	0.8148198077786649
hsa-miR-3617-5p	8.807665449185065e-05	0.20219916977226887	0.0001214861090941703	0.7975912674641451
hsa-miR-3618	0.00012442459822781645	0.28749240210468524	0.00034669267908992335	0.7120364806179971
hsa-miR-3619-3p	6.346727128001341e-05	0.22100212204132105	4.762056803361222e-07	0.7789339344817185
hsa-miR-3619-5p	0.0001926699973446568	0.04178392842755148	0.0008502526013342265	0.9571731489737697
hsa-miR-362-3p	2.751227817336489e-06	0.7247185739093913	0.0009820144305184048	0.2742966604322729
hsa-miR-362-5p	0.007838204474778988	0.46257336656976794	8.565012495355887e-06	0.5295798639429576
hsa-miR-3620-3p	0.0030832021999636435	0.4264806055652079	0.003577394161021142	0.5668587980738073
hsa-miR-3620-5p	0.0022221474501807593	0.12960528462329812	0.0001452672547141493	0.868027300671807
hsa-miR-3621	0.00017405953957357973	0.0014089577894201995	3.0181089705969745e-06	0.9984139645620356
hsa-miR-3622a-3p	0.00011447137617063758	0.0059082919499920065	7.488187984268741e-05	0.9939023547939947
hsa-miR-3622a-5p	1.645435391914903e-05	0.0007072101045752944	3.737215232037629e-05	0.9992389633891853
hsa-miR-3622b-3p	8.139247437492718e-05	0.001470155414551409	0.00015240337612200644	0.9982960487349517
hsa-miR-3622b-5p	2.3029451541505178e-05	0.00014629813382687336	0.00035313162525613286	0.9994775407893756
hsa-miR-363-3p	3.5273379472748234e-05	0.3834207159372822	0.0018644349876525519	0.6146795756955925
hsa-miR-363-5p	2.903457270716099e-06	0.5913383587572064	1.2473130203810935e-05	0.408646264655319
hsa-miR-3646	9.864210310754503e-05	0.0019708138914751204	1.4906301593480109e-05	0.9979156377038239
hsa-miR-3648	4.1826627593182415e-05	0.004740379094653569	0.00013411060012186418	0.9950836836776313
hsa-miR-3650	0.00019098404763092877	0.03335604545077133	0.0001266323720218297	0.9663263381295759
hsa-miR-3651	0.0004131815111914711	0.20849399158873994	0.0010229324734498417	0.7900698944266187
hsa-miR-3652	4.62889851170732e-05	0.01037703833814626	0.001067636385582141	0.9885090362911545
hsa-miR-3654	0.0003758247975481503	0.045678290216575025	0.000635596332973824	0.953310288652903
hsa-miR-3655	0.00025394789175159387	0.0008830917717679983	2.774251385592138e-07	0.9988626829113418
hsa-miR-3657	4.8559754586443223e-05	0.6788292460977027	0.0003055337487355463	0.3208166603989753
hsa-miR-3658	3.1047137218494235e-06	0.006923897724379247	0.00039490987457482747	0.992678087687324
hsa-miR-3659	0.00027811857327077416	0.0016512145076313662	0.0007605694528207748	0.9973100974662771
hsa-miR-365a-3p	0.0010107133831229486	0.5855557242085137	0.0005861140110324418	0.41284744839733106
hsa-miR-365a-5p	1.8642293387724013e-06	0.6331839999018857	0.0003386159945192944	0.36647551987425636
hsa-miR-365b-3p	0.0010109869571498806	0.585558529172255	0.000586025660855289	0.41284445820973986
hsa-miR-365b-5p	0.0009822609017405574	0.03344385153043064	3.086750056850604e-07	0.9655735788928231
hsa-miR-3660	9.000536058954958e-06	0.00012888285015243172	0.00013510552125549062	0.9997270110925331
