miRNA	Sex	Disease_Condition	Age	Residual
hsa-miR-4731-3p	1.9243541252672966e-06	0.022232947202652936	0.0007546819619668969	0.977010446481255
hsa-miR-4731-5p	0.0005449744397501725	0.06718537339590575	0.00030971209866817077	0.931959940065676
hsa-miR-4732-3p	0.0005664952337393496	0.3175169860902921	0.0030399946080291187	0.6788765240679394
hsa-miR-4732-5p	0.0027142600449664724	0.41138321536248557	0.0007291819727063539	0.5851733426198416
hsa-miR-4733-3p	4.214578525528557e-05	0.008496498605629097	0.0005676854587131251	0.9908936701504025
hsa-miR-4733-5p	0.00011396153429406216	0.05535896188927611	2.095763089859233e-05	0.9445061189455313
hsa-miR-4734	3.1125159667593124e-07	0.13066205033529354	0.00033177012273386897	0.869005868290376
hsa-miR-4735-3p	2.072205190929834e-05	0.01960827714563369	2.0825783033808205e-05	0.9803501750194231
hsa-miR-4735-5p	2.5612408007429664e-06	0.011800584173554883	7.284081902131903e-06	0.9881895705037421
hsa-miR-4736	0.0001311532104605465	0.006937601912498289	1.925377857453939e-06	0.9929293194991837
hsa-miR-4737	2.3787124579719707e-05	0.019678694250370242	0.000398624450995007	0.979898894174055
hsa-miR-4738-3p	0.0011950423925157023	0.07404262751426131	8.248925069599901e-06	0.9247540811681534
hsa-miR-4738-5p	8.977160304815814e-05	0.061225554371326305	2.537719259012003e-05	0.9386592968330354
hsa-miR-4739	3.331448579946429e-05	0.0016888104777172837	0.0008835689574276906	0.9973943060790555
hsa-miR-4740-5p	0.00011547070382224241	0.008535583452212907	0.0004760610531990216	0.9908728847907659
hsa-miR-4741	0.0011186701477593805	0.15032081839970757	0.0001803642305657674	0.8483801472219674
hsa-miR-4742-3p	0.006248880540275198	0.36827697774081647	0.00010014955604204436	0.6253739921628663
hsa-miR-4742-5p	0.0047023298733421676	0.03122854467373434	1.083682238740616e-05	0.964058288630536
hsa-miR-4743-3p	0.0017983416012694628	0.011041923772270637	0.00015144355746365062	0.9870082910689963
hsa-miR-4743-5p	6.920782495565101e-06	0.02169605679515644	0.0003708449304806301	0.9779261774918674
hsa-miR-4744	4.990705097374198e-05	0.23538446519421574	0.0008218003753879081	0.7637438273794226
hsa-miR-4745-3p	0.002983511427339872	0.09320615982100883	0.002610179465531175	0.9012001492861201
hsa-miR-4745-5p	0.002584483767035832	0.3455475771170951	0.00035190492254578835	0.6515160341933233
hsa-miR-4746-3p	0.00032239173707970456	0.0022097331928252104	3.5031700764652596e-06	0.9974643719000186
hsa-miR-4746-5p	0.000245832905185258	0.4290481246591187	0.0010955476871100497	0.569610494748586
hsa-miR-4747-3p	2.9569088497300965e-06	0.3594295521831739	0.00010188767913571242	0.6404656032288407
hsa-miR-4747-5p	0.0001432479600788337	0.3772304753734972	2.280505040620832e-06	0.6226239961613834
hsa-miR-4748	0.0001925132433425535	0.0930929214703898	0.0006012500420807096	0.9061133152441869
hsa-miR-4749-3p	0.0007453459191057532	0.45358607743925816	9.492102935255528e-05	0.5455736556122834
hsa-miR-4749-5p	0.00019599109382545117	0.08346188508329574	0.0005121716927641899	0.9158299521301146
hsa-miR-4750-3p	0.00029014170527942985	0.0031379676712985395	3.1920360715526235e-06	0.9965686985873504
hsa-miR-4750-5p	0.0010822521978069838	0.37006321592836255	2.98112791702988e-06	0.6288515507459135
hsa-miR-4751	0.0001745673040692451	0.004208082639689518	3.4532512110862506e-06	0.9956138968050302
hsa-miR-4752	0.00014587750103516232	0.008403099652884808	0.00019224083865431552	0.9912587820074257
hsa-miR-4753-3p	0.002262783439689301	0.5332887837817515	1.2529218205595386e-06	0.46444717985673867
hsa-miR-4753-5p	0.006201691832982906	0.4186646712174125	0.00020822554725177531	0.5749254114023529
hsa-miR-4754	0.0015264014764217726	0.26647610004151884	0.000656437720472326	0.731341060761587
hsa-miR-4755-3p	5.132501354366272e-05	0.11240139949085591	0.00012586017412404883	0.8874214153214764
hsa-miR-4755-5p	6.604967134091849e-05	0.49458479008516937	0.001985302292135227	0.5033638579513545
hsa-miR-4756-3p	2.6135024355668974e-05	0.001469848597168027	1.462677289534046e-07	0.9985038701107473
hsa-miR-4756-5p	0.0003010220512765937	0.0011130524361835483	5.758324021687266e-05	0.998528342272323
hsa-miR-4757-3p	0.00014593457615008908	0.01967006923964687	0.00010411794141689307	0.9800798782427861
hsa-miR-4757-5p	0.0005346059018523361	0.014821362474510873	4.242129241948453e-05	0.9846016103312173
hsa-miR-4758-3p	0.0014057397510706007	0.15667514567985621	2.4300643687693797e-07	0.8419188715626362
hsa-miR-4758-5p	9.095735194927729e-05	0.0018406649798877028	4.233734796606001e-05	0.998026040320197
hsa-miR-4761-3p	8.917324465959386e-06	0.09459570400158424	4.2780121513566936e-05	0.9053525985524362
hsa-miR-4761-5p	6.8134389388509745e-06	0.005959308931882257	0.0009199106749826207	0.9931139669541962
hsa-miR-4762-3p	1.2366638806223777e-05	0.27623189462097286	0.0013209076194638093	0.722434831120757
hsa-miR-4762-5p	0.0006421799140527588	0.47769006980684764	0.0006732901078780183	0.5209944601712216
hsa-miR-4763-3p	0.0001647944218831165	0.0022086930402190875	0.0004919206473365785	0.9971345918905613
hsa-miR-4763-5p	0.0016344029443277044	0.04765960452845332	0.002566385051287529	0.9481396074759314
hsa-miR-4764-3p	2.6099788712160333e-06	0.0007918453813579836	2.0808417328086427e-06	0.9992034637980379
hsa-miR-4764-5p	4.301326855990318e-05	0.010512147282664744	6.190965881237693e-05	0.989382929789963
hsa-miR-4765	0.00011477119562114767	0.17361160181185498	7.520666234296457e-05	0.8261984203301809
hsa-miR-4766-3p	0.00024804704525021687	0.24145496506642203	0.0014819231913461078	0.7568150646969817
hsa-miR-4766-5p	0.0008584585314741271	0.00919864474263578	4.973863634749017e-05	0.9898931580895426
hsa-miR-4767	0.002463944033628015	0.12871231812105363	4.962669171482715e-06	0.8688187751761469
hsa-miR-4768-3p	7.950086453895543e-06	0.0037974630834959004	1.6208329788511564e-05	0.9961783785002616
hsa-miR-4768-5p	7.33742109187202e-06	0.019380776628580825	1.1704269041937268e-05	0.9806001816812854
hsa-miR-4769-3p	0.00020687730630874479	0.0006172415376236506	3.7890972676385485e-05	0.9991379901833912
hsa-miR-4769-5p	5.064602764740588e-05	0.003673516988106056	5.4001600319692747e-05	0.9962218353839267
hsa-miR-4770	9.023053382308754e-06	0.0015177687417811576	4.460840815791883e-06	0.9984687473640208
hsa-miR-4771	2.2234078207786653e-05	0.002665272149552569	6.320239839505887e-05	0.9972492913738447
hsa-miR-4772-3p	7.607201237383344e-05	0.26929162303462245	8.512277418298932e-06	0.7306237926755854
hsa-miR-4772-5p	4.94809032908337e-05	0.3975347203181923	0.0016160757165330118	0.6007997230619838
hsa-miR-4773	0.00011591725265371407	0.03562131946516846	2.8207739121458634e-05	0.9642345555430563
hsa-miR-4774-3p	0.0005355189022140117	0.01145222807384654	0.0010607415231374854	0.986951511500802
hsa-miR-4774-5p	1.9134328235444247e-05	0.012361944559000748	6.299756169154619e-06	0.9876126213565947
hsa-miR-4775	5.562350325226647e-07	0.07101316376099169	0.0008381684664961889	0.9281481115374797
hsa-miR-4776-3p	0.0004397018754963244	0.00031615600406176774	7.037308404117332e-05	0.9991737690364008
hsa-miR-4776-5p	2.1967889761900078e-05	0.003707346468539233	7.034192324957443e-08	0.9962706152997757
hsa-miR-4777-3p	0.00025026644739828494	0.2741748008097878	0.00012742371619647402	0.7254475090266175
hsa-miR-4777-5p	0.00020684195546991733	0.05777994757777315	8.843378282607721e-07	0.9420123261289287
hsa-miR-4778-3p	0.00022554040757122274	0.0015069626061824735	1.2958697178952765e-05	0.9982545382890673
hsa-miR-4778-5p	0.0002972928657038896	0.0011344995129016968	5.488921224356849e-05	0.9985133184091509
hsa-miR-4779	0.0008891172136535758	0.050491941610251584	0.0002654727688766034	0.9483534684072182
hsa-miR-4780	0.00013060031415316746	0.0012162632612899944	3.7899013201963785e-05	0.9986152374113548
hsa-miR-4781-3p	0.00010651928280838144	0.5849684223544444	0.00025380189426076646	0.41467125646848657
hsa-miR-4781-5p	0.0003782067289389296	0.09713983777470396	7.816956781614387e-05	0.902403785928541
hsa-miR-4782-3p	0.00014129040913145693	0.013482864130777966	7.990187990129342e-05	0.9862959435801892
hsa-miR-4782-5p	6.159678663355266e-05	0.018539602189069516	2.3422476541954654e-05	0.981375378547755
hsa-miR-4783-3p	2.1750460505743236e-05	0.0036168021510631742	1.2359035923777065e-05	0.9963490883525072
hsa-miR-4783-5p	0.00013421245349517556	0.0026644994054406818	6.892111525296533e-05	0.9971323670258111
hsa-miR-4784	0.0007352090824583987	0.0031686679998352667	0.000576083860547091	0.9955200390571592
hsa-miR-4785	0.00025695169705416016	0.2491926011724622	0.00012415892976754973	0.7504262882007161
hsa-miR-4786-3p	0.00022625663964974743	0.005615346351639055	3.0814624259928486e-05	0.9941275823844513
hsa-miR-4786-5p	3.739955707068841e-06	0.06981480732123652	0.0013686989717379844	0.9288127537513184
hsa-miR-4787-3p	1.1962193182158543e-05	0.026715619146881957	0.0001839757752661061	0.9730884428846697
hsa-miR-4787-5p	2.7968673992828956e-05	0.06484551317558238	0.0001324969725997443	0.934994021177825
hsa-miR-4788	0.0002529212908033732	0.003193340202545408	0.001582484320030665	0.9949712541866206
hsa-miR-4789-3p	1.717859192568374e-05	0.32195162118017867	0.0003802355389698362	0.6776509646889257
hsa-miR-4790-3p	1.647915004848534e-05	0.004044857820668588	8.743857796063277e-05	0.9958512244513223
hsa-miR-4790-5p	0.00017074863526123877	0.0014370440101786582	2.1710536399948368e-05	0.9983704968181601
hsa-miR-4791	8.189777162663727e-05	0.571866377623098	2.4297013627886506e-05	0.42802742759164736
hsa-miR-4793-3p	2.5422680923856533e-06	0.003030480403272204	0.00020313704595933767	0.9967638402826761
hsa-miR-4793-5p	8.017349540161831e-05	0.004900207418603423	0.0002832893776713357	0.9947363297083236
hsa-miR-4794	6.752621369506458e-05	0.013031241695795523	7.788359738497307e-05	0.9868233484931244
hsa-miR-4795-3p	0.0008022079384250219	0.06566575121930428	8.968187753735505e-05	0.9334423589647333
hsa-miR-4795-5p	0.0003052284705953663	0.03315084643275174	0.0002640316332954749	0.9662798934633574
hsa-miR-4796-3p	3.9027495439447136e-05	0.05953906652652155	0.00018426182848280272	0.9402376441495562
hsa-miR-4796-5p	0.0003653062064307771	0.14870153015735876	0.000498998079871946	0.8504341655563384
hsa-miR-4797-3p	2.5015516099255234e-05	0.2531077318519418	0.0001889232806526476	0.7466783293513063
hsa-miR-4797-5p	7.508835560397064e-07	0.22266714504561314	0.001118175629559678	0.7762139284412711
hsa-miR-4798-3p	0.00018432850177895133	0.0009281612237396404	3.1930570132636076e-05	0.9988555797043487
hsa-miR-4798-5p	0.00040407253783493523	0.06731026693129318	0.00016913379954506513	0.9321165267313268
hsa-miR-4799-3p	3.329978029823517e-05	0.07787154132761336	0.0003515762830291615	0.9217435826090592
hsa-miR-4799-5p	2.0532733256775745e-05	0.108066824273557	4.834720840480371e-05	0.8918642957847814
hsa-miR-4800-3p	8.217746883586352e-05	0.0240290217236816	4.234214627995936e-06	0.9758845665928545
hsa-miR-4800-5p	0.00025363118269786686	0.0047479744523494325	0.000226479076287853	0.9947719152886647
hsa-miR-4801	0.00012937614521894999	0.0005554621570479252	0.0006917242175931269	0.9986234374801399
hsa-miR-4802-3p	1.3682357478007176e-08	0.45283606119331815	6.291955906955363e-07	0.5471632959287336
hsa-miR-4802-5p	2.2015876726188544e-05	0.7113710872878171	0.0004767439741145959	0.2881301528613423
hsa-miR-4804-3p	9.907445190617856e-05	0.48681121314011905	2.6002256136022574e-05	0.5130637101518387
hsa-miR-4804-5p	8.986106554455743e-06	0.11657330794346073	0.0002922745560020703	0.8831254313939827
hsa-miR-483-3p	0.002219908887455859	0.01842889183323474	0.00018006613684344653	0.979171133142466
hsa-miR-483-5p	0.004652090274125861	0.01761719373420875	0.00014558323504381565	0.9775851327566215
hsa-miR-484	0.0028367471451716084	0.6751137403616616	0.0005617557326801774	0.3214877567604866
hsa-miR-485-3p	0.004393192511423812	0.11286023090150357	0.0013691964097828759	0.8813773801772898
hsa-miR-485-5p	0.00021037606269023293	0.46430456616495425	0.0005589620713335496	0.534926095701022
hsa-miR-486-3p	1.2974422413965661e-05	0.13434060259406144	0.0012934624275960163	0.8643529605559286
hsa-miR-486-5p	0.005896427519266624	0.4506195346817809	0.003981486733107499	0.5395025510658449
hsa-miR-487a-3p	3.484788090738943e-05	0.3829644846066486	0.00010119412390193324	0.6168994733885421
hsa-miR-487a-5p	0.00020584856427953156	0.22434459430338452	0.0012880133848128497	0.774161543747523
hsa-miR-487b-3p	0.0011258816638786565	0.313781895315112	0.0009505582771129348	0.6841416647438964
hsa-miR-487b-5p	0.00028643065418517154	0.00807219344128016	0.000382908334239544	0.9912584675702951
hsa-miR-488-3p	2.731796159118233e-05	0.058572346001896085	3.300044471581912e-07	0.9414000060320655
hsa-miR-489-3p	4.925355414401827e-06	0.0076606336275357005	0.00012368088256617572	0.9922107601344837
hsa-miR-490-3p	5.1012643339346055e-05	0.25549258858148344	0.0012652350247121984	0.7431911637504649
hsa-miR-490-5p	3.320723420468176e-05	0.08957387566890566	0.00039597333066097656	0.9099969437662287
hsa-miR-491-3p	8.626473044032284e-05	0.2632971844471671	0.00020231725876887773	0.7364142335636237
hsa-miR-491-5p	9.31553560016169e-05	0.20561369185973088	0.0009567403335377276	0.7933364124507297
hsa-miR-492	6.372371643896843e-05	0.0003535906127143822	3.746040614052878e-05	0.9995452252647062
hsa-miR-493-3p	1.3938100241295578e-05	0.5225015796019834	5.905172711899781e-05	0.47742543057065623
hsa-miR-493-5p	0.0018762889938228773	0.41749654729985164	0.002078817068647709	0.5785483466376776
hsa-miR-494-3p	0.00022644183656144213	0.49081176128905857	8.203963370568137e-05	0.5088797572406742
hsa-miR-494-5p	7.536461264142277e-06	0.004183686420941159	0.00046864273139037623	0.9953401343864042
hsa-miR-495-3p	0.0001810239733291277	0.4914533842542313	0.0001421566597895158	0.5082234351126501
hsa-miR-495-5p	0.0005980752668598609	0.04626921066784985	0.00021531253438545941	0.9529174015309048
hsa-miR-496	0.0006266346305436553	0.18858661415571704	0.0002295214579987439	0.8105572297557405
hsa-miR-497-3p	1.3444380587940061e-05	0.6143554419255841	0.0012768837001378996	0.38435422999369
hsa-miR-497-5p	0.00013785021487009537	0.5672474478675038	8.804423863232687e-05	0.4325266576789938
hsa-miR-498-3p	0.0003448455495421412	0.0006337794210766685	0.000178829130759187	0.9988425458986221
hsa-miR-498-5p	4.3144599490185045e-05	0.0016986209206680514	0.00010425888042654847	0.9981539755994153
hsa-miR-4999-3p	0.0006270387768210642	0.19887714704187034	0.0006937499494102671	0.7998020642318983
hsa-miR-4999-5p	2.5838636776448498e-08	0.25209773411884906	0.00015074782195871025	0.7477514922205556
hsa-miR-499a-3p	9.861728231837919e-05	0.03545701653618569	3.8072848042038553e-06	0.9644405588966917
hsa-miR-499a-5p	4.558364074898882e-06	0.6155076286736355	0.00025178082755441985	0.38423603213473506
hsa-miR-499b-3p	0.001260646180241899	0.02581587003817356	2.8837373812220627e-05	0.9728946464077722
hsa-miR-499b-5p	0.00023167449714782626	0.0931220297922899	1.966342725075517e-06	0.9066443293678372
hsa-miR-5000-3p	4.077793414430889e-05	0.26743806782166907	0.0004354520393439463	0.7320857022048427
hsa-miR-5000-5p	0.00014347929500690214	0.08339495598712823	1.2954653796038737e-06	0.9164602692524854
hsa-miR-5001-3p	1.570428183157636e-05	0.43051872035401395	0.003308349107698234	0.5661572262564563
hsa-miR-5001-5p	0.0002205057974208894	0.08746967980043044	4.2546072440387194e-05	0.9122672683297083
hsa-miR-5002-3p	5.899962061286686e-07	0.0010454726282234008	9.7032639287924e-06	0.9989442341116417
hsa-miR-5002-5p	6.377372411432196e-06	0.00017896266885837647	1.893716321679571e-05	0.9997957227955133
hsa-miR-5003-3p	0.0013145006864203367	0.1980950151618347	0.0003498633881584765	0.8002406207635865
hsa-miR-5003-5p	0.00038605907061378295	0.04789192523452838	0.00015445601696870964	0.9515675596778892
hsa-miR-5004-3p	7.953792291471457e-06	0.0688251554492968	9.952869175202933e-07	0.9311658954714942
hsa-miR-5004-5p	0.00011335727008836168	0.0016654286451898929	3.94480471963594e-05	0.9981817660375254
hsa-miR-5006-3p	0.00018403838292764026	0.24932028414723786	0.001684459618298165	0.7488112178515363
hsa-miR-5006-5p	7.698583211769057e-05	0.01936609326936044	1.9701735269798392e-05	0.9805372191632521
hsa-miR-5007-5p	0.0005341762563626271	0.0012540265938218787	2.3355309158924483e-05	0.9981884418406565
hsa-miR-5008-3p	0.0006455333055600029	0.0006110772412390904	1.5105425507753646e-05	0.9987282840276932
hsa-miR-5008-5p	0.0010137548704378494	0.018935829035903354	0.0008987695840231142	0.9791516465096356
hsa-miR-5009-3p	0.00017307799507647567	0.04790265097755206	7.032358692164362e-05	0.9518539474404498
hsa-miR-5009-5p	0.0006016220040154807	0.5360134433160721	4.445139370117475e-05	0.4633404832862111
hsa-miR-500a-3p	0.005062965493908809	0.45676814166757834	1.8358201039396776e-05	0.5381505346374733
hsa-miR-500a-5p	0.0008930594499148568	0.6461319262825052	0.00016524505148516328	0.35280976921609475
hsa-miR-500b-3p	2.5501322513638995e-06	0.03536425323313466	5.401286318722522e-06	0.9646277953482951
hsa-miR-500b-5p	0.0008864852256375847	0.6531266109922568	0.0002364947038429684	0.34575040907826277
hsa-miR-501-3p	0.008218268393475357	0.17229433999968444	0.0006238049173156976	0.8188635866895245
hsa-miR-501-5p	0.004468994952395998	0.4220189530550978	0.0007178073584618032	0.5727942446340445
hsa-miR-5010-3p	0.0008055026167364652	0.48689325053025123	1.6269150396431893e-08	0.5123012305838619
hsa-miR-5010-5p	0.0005653259633033245	0.0927267519880343	0.0022772718046578776	0.9044306502440045
hsa-miR-5011-3p	3.6929160316942594e-05	0.00013759782841177447	0.0001322207409781085	0.9996932522702932
hsa-miR-502-3p	0.0035449112463436456	0.5372017126924791	4.2690267453631324e-05	0.4592106857937237
hsa-miR-502-5p	1.4139195887589953e-05	0.5059986028359478	0.00024160933678648224	0.4937456486313782
hsa-miR-503-3p	0.0034171437165047237	0.009129661089908358	0.00035132602713066854	0.9871018691664564
hsa-miR-503-5p	0.03127214489096697	0.27145814927252787	0.00022922048746707805	0.6970404853490381
hsa-miR-504-3p	5.0037015065356056e-05	0.0013609132897358758	1.5940345882778988e-05	0.9985731093493161
hsa-miR-504-5p	3.2722559469368764e-05	0.39333002173489423	0.00014965689881662404	0.6064875988068198
hsa-miR-5047	0.0006102558811417698	0.000980739604857539	8.481837091603725e-05	0.9983241861430847
hsa-miR-505-3p	4.931308365535738e-05	0.5893476784604217	0.002351327689989576	0.4082516807659335
hsa-miR-505-5p	0.005268813184489501	0.5737271485483981	0.0003488959878468985	0.4206551422792654
hsa-miR-506-3p	4.077813332461964e-05	0.08567424178394527	3.520710870515434e-05	0.914249772974025
hsa-miR-506-5p	9.767687323016951e-07	0.24663347955117013	0.0001945320370644507	0.7531710116430331
hsa-miR-507	0.0001735114275817994	0.35250660839389925	0.000973716340648194	0.6463461638378707
hsa-miR-508-3p	1.2048217661026234e-05	0.09262546824976585	7.05562827949706e-05	0.9072919272497781
hsa-miR-508-5p	0.0009189608618958322	0.029129539728109388	9.796260083878446e-05	0.969853536809156
hsa-miR-5087	4.402559965844699e-05	0.0534420706326637	0.0007005652636156192	0.9458133385040622
hsa-miR-5088-3p	0.00011302094019660443	0.018246513661460254	0.0009150952919971549	0.9807253701063461
hsa-miR-5088-5p	0.0003239656177365244	0.01788573193206159	2.9851630624336784e-05	0.9817604508195775
hsa-miR-5089-3p	3.5788513195078033e-06	0.008542163200953266	3.121634705259779e-07	0.9914539457842567
hsa-miR-5089-5p	0.00020878069322225249	0.007836148520632222	4.501593459044074e-05	0.991910054851555
hsa-miR-509-3-5p	0.00013208141295068963	0.29442885835105725	0.0009134387169770497	0.704525621519015
hsa-miR-509-3p	9.656838756963927e-05	0.20686989413461435	0.00017208127057002654	0.7928614562072459
hsa-miR-509-5p	9.721786099621442e-05	0.317025982812644	0.0002207202852598717	0.6826560790411
hsa-miR-5090	0.0046906896533967435	0.080832278010833	0.00027203876926206827	0.9142049935665083
hsa-miR-5091	0.0004803991759474958	0.12016549859931015	3.176793101493811e-05	0.8793223342937274
hsa-miR-5092	3.810043082880441e-05	0.02570688398749608	0.0003300677785596042	0.9739249478031154
hsa-miR-5093	0.0001456934783768478	0.000873707568080849	3.9422676198447696e-05	0.9989411762773439
hsa-miR-5094	0.0010374826015429029	0.4344586403574461	0.000394697796319176	0.5641091792446918
hsa-miR-510-3p	3.119441044021892e-05	0.0019627678707079357	9.564452784879862e-06	0.997996473266067
hsa-miR-510-5p	2.7000709315028922e-05	0.03650896897353498	4.7829691309326386e-05	0.9634162006258407
hsa-miR-5100	0.016877936849642457	0.36494274796461357	0.0005728345428625064	0.6176064806428815
hsa-miR-511-3p	2.4189714256470465e-05	0.40081868086667855	0.0003912491160767992	0.5987658803029882
hsa-miR-511-5p	8.697766611366763e-05	0.2049643154671445	0.00015077286488575768	0.7947979340018562
hsa-miR-512-3p	0.0002306739616906667	0.0035516230498483384	0.00010222122500482254	0.9961154817634562
hsa-miR-512-5p	6.680635874970441e-07	0.0016809092592201817	4.595538562127784e-06	0.9983138271386303
hsa-miR-513a-3p	4.4056554849525286e-05	0.04290892591025286	0.0004243873266820653	0.9566226302082155
hsa-miR-513a-5p	0.0004302319936166689	0.006616330199703985	0.00014538042655980516	0.9928080573801196
hsa-miR-513b-3p	0.00011990353011437343	0.0009388682061566687	0.00015031900546210822	0.9987909092582669
hsa-miR-513b-5p	9.719869711633011e-06	0.017376695781759193	7.082024260696872e-05	0.9825427641059222
hsa-miR-513c-3p	6.483221856359389e-05	0.023535410316561003	0.00016058519551925498	0.9762391722693562
hsa-miR-513c-5p	0.0004360227033505001	0.005328252847648301	0.0005234859952936395	0.9937122384537075
hsa-miR-514a-3p	2.480743916643121e-05	0.22672628288461247	0.0009014276108063372	0.7723474820654148
hsa-miR-514a-5p	1.3413430308024134e-05	0.07683711266076593	3.669538522876546e-07	0.9231491069550737
hsa-miR-514b-3p	0.00019235530607512757	0.20471459374957376	0.000681629479042972	0.7944114214653082
hsa-miR-514b-5p	0.000575697013141675	0.018944707634349345	2.6203097320423516e-05	0.9804533922551886
hsa-miR-515-3p	0.00011145301854046856	0.0021574694478122295	1.0557284788100736e-05	0.9977205202488593
hsa-miR-515-5p	9.466699357074292e-05	0.006351273834556216	1.267393528945135e-05	0.9935413852365836
hsa-miR-516a-3p	0.00022401602430911983	0.0007028982130698226	1.988536360631716e-05	0.9990532003990148
hsa-miR-516a-5p	1.6998114712432e-07	0.024664223823849165	0.000358249451616148	0.9749773567433876
hsa-miR-516b-3p	0.00022401602430911983	0.0007028982130698226	1.988536360631716e-05	0.9990532003990148
hsa-miR-516b-5p	0.0001171812590598625	0.041242174806637465	0.000587371988684565	0.9580532719456182
hsa-miR-517-5p	0.00011900803871189561	0.010437392130512799	2.9595139618615338e-05	0.9894140046911567
hsa-miR-517a-3p	0.0015555466146425275	0.02081128333260784	0.00013190742056919634	0.9775012626321804
hsa-miR-517b-3p	0.0015555466146425275	0.02081128333260784	0.00013190742056919634	0.9775012626321804
hsa-miR-517c-3p	2.560696872892299e-06	0.007588723217197602	0.0002633167701115591	0.9921453993158179
hsa-miR-5187-3p	3.339686231853889e-05	0.19968346028254896	0.000776035750446761	0.7995071071046858
hsa-miR-5187-5p	0.00025857038346182345	0.14334312959658466	0.0017234882530315768	0.854674811766922
hsa-miR-5188	0.00011581640487171033	0.09972153993643168	0.0003285152962128252	0.8998341283624838
hsa-miR-5189-3p	0.0008208356970464209	0.06746645661650164	0.00348434238159773	0.9282283653048542
hsa-miR-5189-5p	0.0003851808700316292	0.4774012707567083	0.00176300756239289	0.5204505408108673
hsa-miR-518a-3p	0.0001265444463853991	0.0024071132902171986	7.829875017079814e-06	0.9974585123883802
hsa-miR-518a-5p	1.4930957437311811e-06	0.0025001303516886415	1.771368432441354e-06	0.9974966051841352
hsa-miR-518b	4.981492217047404e-05	0.0021831232787637308	2.9031929629958906e-05	0.9977380298694358
hsa-miR-518c-3p	8.976747379186301e-05	0.07633025467067787	0.00022954714248256945	0.9233504307130477
hsa-miR-518c-5p	9.718794693045744e-05	0.006306313067462618	9.051929330264749e-05	0.9935059796923043
hsa-miR-518d-3p	1.4401792480889113e-05	0.0066912330908278595	2.6486439906598006e-05	0.9932678786767847
hsa-miR-518d-5p	2.1409530901937654e-05	0.042807956978441954	5.740854921126827e-05	0.9571132249414449
hsa-miR-518e-3p	4.842866861203688e-06	0.010083026940561799	9.143310676174479e-07	0.9899112158615094
hsa-miR-518e-5p	0.0004946701303429452	0.013997986550552493	0.00041739144906161567	0.9850899518700429
hsa-miR-518f-3p	4.212507757564306e-05	0.0678734778124402	8.664617594689365e-05	0.9319977509340374
hsa-miR-518f-5p	6.74017086740442e-05	0.04615454098475466	3.2607350683740904e-05	0.9537454499558876
hsa-miR-5190	0.00026951668068771455	0.007647520265485818	6.380204658057814e-05	0.9920191610072459
hsa-miR-5191	0.00039833592892504733	0.0027004831860108023	0.00011448194612506716	0.9967866989389391
hsa-miR-5192	4.186920962515986e-05	0.06390708709849527	0.00013406630372435612	0.9359169773881553
hsa-miR-5193	0.0028500479219814444	0.36766601195452486	0.00019332558435595045	0.6292906145391378
hsa-miR-5194	2.98133385466122e-05	0.0014465100968209445	2.0007999524486087e-05	0.998503668565108
hsa-miR-5195-3p	0.0002792316579125402	0.0022654312824750738	0.00020289996104722182	0.9972524370985653
hsa-miR-5195-5p	1.150816335862567e-05	0.2502555315499297	2.36127817744481e-05	0.7497093475049372
hsa-miR-5196-3p	0.0007866723521930396	0.03428336497983931	0.0015461303855810657	0.9633838322823866
hsa-miR-5196-5p	0.00010621132946876319	0.0016293320227850953	1.70573953140361e-05	0.9982473992524321
hsa-miR-5197-5p	1.9109647572760958e-05	0.004507089516046909	3.245316708590142e-05	0.9954413476692945
hsa-miR-519a-2-5p	0.0002892672166208668	0.007047671849049593	0.0005407583333260788	0.9921223026010035
hsa-miR-519a-3p	0.0001473664216875564	0.013588430352033064	4.89091677065018e-07	0.9862637141346023
hsa-miR-519a-5p	0.0004194261851167905	0.01589112014770137	0.0007629326429689505	0.9829265210242129
hsa-miR-519b-3p	0.0004072722760896286	0.005131501717672929	2.1774327504886085e-06	0.994459048573487
hsa-miR-519b-5p	0.0004946701303429452	0.013997986550552493	0.00041739144906161567	0.9850899518700429
hsa-miR-519c-3p	0.00029051826865209756	0.030413999145173967	1.4002180218198338e-05	0.9692814804059557
hsa-miR-519c-5p	0.0004946701303429452	0.013997986550552493	0.00041739144906161567	0.9850899518700429
hsa-miR-519d-3p	0.0003001054959172209	0.0265747471182159	0.00016874068325334104	0.9729564067026136
hsa-miR-519d-5p	0.0002744390481361789	0.004848035196583679	1.6474387919986676e-06	0.994875878316488
hsa-miR-519e-3p	0.00020021802772343563	0.0033917563852106677	0.00023326749553241737	0.9961747580915334
hsa-miR-519e-5p	8.602307240305565e-05	0.00039998864111874733	3.881199058225781e-05	0.999475176295896
hsa-miR-520a-3p	6.443284406572287e-05	0.009868675023168842	1.9850934782222797e-05	0.9900470411979833
hsa-miR-520a-5p	0.00015957094544861495	0.021413566860144517	0.00021956162888621639	0.9782073005655206
hsa-miR-520b-3p	0.000561290921985036	0.02898762580473025	7.663145986792033e-06	0.970443420127298
hsa-miR-520b-5p	0.0002892672166208668	0.007047671849049593	0.0005407583333260788	0.9921223026010035
hsa-miR-520c-3p	0.000561290921985036	0.02898762580473025	7.663145986792033e-06	0.970443420127298
