miRNA	B cells	Basophils	CD4+ T cells	CD8+ T cells	Eosinophils	Erythrocytes	Monocytes	Natural killer cells	Neutrophils	Plasma	Thrombocytes
hsa-miR-548a-3p	0.6866828601408835	3.821260221486831	2.1948654790625155	3.001399850616612	3.508169162711746	0.5661479095792397	2.075494218016446	9.45063254190577	2.186456349643762	0.7120268097310658	11.776945555041642
hsa-miR-548aa	1.3325938028998967	1.3699615517784174	3.446403200987177	11.638259940183149	2.245183664331141	1.3468278291440616	3.250065808523855	6.103497519954318	2.7478717370559638	1.0639656006882168	2.723928684353986
hsa-miR-548ad-5p	5.709457408144557	3.863769274362141	10.887309153397428	17.20021402214512	7.199631977533453	15.034850063236442	3.9711583653549067	10.674037286200402	14.297418084251811	16.593657249047304	3.453680359642176
hsa-miR-548ae-5p	4.498213933861341	3.9459303599704816	7.484030426047202	12.387862979967544	9.746077466478852	14.20814911287198	4.621564893885209	8.632940467010085	14.539005596162337	16.04858199413552	7.850299119922737
hsa-miR-548aj-5p	0.6539351453343779	0.43191125396874575	0.6920657179320275	1.6551431652255648	0.513618019510575	0.4335717182697315	0.4526911222637778	1.1847417855393494	0.567499667714258	0.12442970587189675	0.12553344671122424
hsa-miR-548ak	2.5859848956080986	0.5012245291200793	3.1105808514809223	6.838479234624646	0.23080339809073255	0.9896983472182097	0.4361583322521835	3.6964595519884984	1.0038703971625282	0.5586550971041719	0.00814046047217732
hsa-miR-548am-5p	5.266099724291708	3.1704638879533675	10.315298025178253	20.893525125919616	5.406179207062721	3.254648044453288	4.53784397314419	9.497919770928162	6.546911033688556	2.3839814793864984	9.098186763112173
hsa-miR-548ap-5p	0.3747907358676368	0.09495736823812645	0.5383628883382712	2.853284439011765	0.14476366042683284	0.2883555085869932	0.16825312531962608	2.069167105600689	0.20377648833405	0.6673162424361948	0.1416197640238445
hsa-miR-548aq-3p	1.9896209888304364	1.0563318203938095	3.9294804665556606	8.00917370010754	2.189170948726776	1.3222505506122428	3.242486076607825	4.2274005811951145	4.466764952923741	1.2499368173132743	1.460319843075614
hsa-miR-548ar-5p	0.6281817024859486	0.43129146576388677	0.5779521178597553	1.5062315502782415	0.48847936353299976	0.372434277648388	0.32047324574178576	1.027269125604193	0.46872667910482346	0.0644064506906083	0.10227605578317746
hsa-miR-548au-5p	5.100810732631284	2.9835390210180814	10.525747590734374	22.007399074738284	4.747990209481242	3.1668833765722626	4.151815214433482	10.49811499549923	8.46618289457646	2.256360816686832	2.5452068909357957
hsa-miR-548aw	1.5642224648229996	0.3002470296268855	1.747315923424068	2.0416945698180786	0.7196535663176047	0.3940500228897611	0.4345337448349248	1.8380161445836687	0.7366221178600583	0.5391885461253807	0.04810687872092627
hsa-miR-548ay-3p	0.3786878082438768	0.4310467403146892	0.7254925483207555	1.5962317600334204	1.2420453228180959	0.6445549414165671	1.5036642243789606	1.4844951817386158	0.9141296942006482	0.8328862367378802	0.18882358673972294
hsa-miR-548ay-5p	4.1444636050427395	3.0050338996207016	6.924294785910754	11.671418409630109	9.700866400734835	14.160926788278287	6.315806844646933	8.303062083980697	18.003667443893622	15.6521351050856	4.477304681863677
hsa-miR-548b-3p	0.17116932666536805	0.8608700412228507	1.5741152049406304	0.9874862244091317	0.24630639164781246	0.04448221366030389	0.2954086051791945	0.2559487967147069	0.074653236716816	0.08032388756501159	0.047116501338700906
hsa-miR-548b-5p	0.5116750411421372	1.1508606173441358	1.4937526900489664	1.3121233228292435	1.019358830365612	3.0644683653127918	0.9714656871572901	1.01028211127602	1.1826053001350856	2.5506205278693055	1.0890242606560954
hsa-miR-548bc	0.6880758658383337	0.5452286916728849	0.8827509446021835	3.5098812119435547	1.157902630779983	1.9118735548338865	1.1017152737620994	2.203249277347903	0.9820042100513994	1.125002861633533	1.3244649418249366
hsa-miR-548c-3p	0.11879960019286565	0.02031063652712118	0.6870222729330447	1.9070246220705172	0.22976109230574807	0.808515327226214	0.298290262176624	0.6101577871217979	0.3127097653546355	0.3716867980474706	0.10870507394653181
hsa-miR-548c-5p	5.365864090172062	3.4458093594798105	10.556403303567865	21.23025435230621	6.484053847175768	3.3296011803317835	5.6480871136532205	10.048827302195187	7.265664114343386	2.3839814793864984	7.503460565062578
hsa-miR-548d-3p	0.09218772534501243	0.03223572308401712	0.16842930956780713	0.21762508871729905	0.6446352263904901	0.44579597776852853	0.8985818095825356	0.35402312880020165	1.1039705527350114	0.045014695554462976	0.32772794457843796
hsa-miR-548d-5p	4.194334987654235	3.8933678337484756	6.796972031463877	11.505087295001633	11.270722465686317	14.022484566671118	7.445638582377172	8.33526367854239	20.2459433954732	15.64406728700683	5.604464574544433
hsa-miR-548e-3p	2.495793305175935	2.644279802900196	1.8458092528924606	3.9447637792551187	13.816118620865288	0.3903760952794361	9.021079810199994	4.471191171052678	10.889675583506602	0.9287303594352292	2.6080433526566886
hsa-miR-548e-5p	1.8073051261307578	1.5619066011409737	1.3039829594299401	2.9314740609517793	7.46543170386545	0.37342328796496943	5.0592264731652525	2.994646134819268	6.574922754133411	0.5574060558677532	1.505367593447026
hsa-miR-548g-5p	0.7039301843141659	0.43191125396874575	0.8315124662601888	1.9222789067665953	0.6771140936879222	0.44757703822886435	0.5949534645826556	1.4968828508448666	0.8268144655079623	0.13249752395066688	0.11843755567043143
hsa-miR-548h-3p	10.170807256457335	3.030116495822779	9.02423419336317	26.083138531253102	2.5086237909580746	1.7042756780309807	5.109446078557562	15.235080179682514	6.312523019111235	2.714437662898868	1.5472067242162226
hsa-miR-548h-5p	0.6439053570432599	0.02479152819436067	0.7727337699924447	1.604626257835235	0.28189267542250984	0.33007338323485863	0.228165638734202	0.9207229570512684	0.43383451529810924	0.10301524941353464	0.10609736327713203
hsa-miR-548j-5p	4.349322948581401	5.988540337066432	4.261571815830194	22.4099428492645	11.031205508651182	6.703694067448838	15.533010066473471	44.10789292639856	12.796295483245549	5.183754398462633	52.776304924317046
hsa-miR-548k	0.6263692402498957	0.3172049293234708	1.239503264748136	3.284401973095904	3.0070617013668484	0.7369832667639683	4.5262266406707035	2.5491087136061528	4.598923985282435	0.4417088099950196	1.245699874652186
hsa-miR-548l	0.5536822676663621	0.2746089411005505	0.4577116981656589	1.339026762616729	5.779645098189005	0.6382741180880733	3.20503249783668	1.9519120110744688	3.611925957032513	1.94420259715637	1.2758796442608795
hsa-miR-548n	0.4425641881598599	1.008936116294577	0.6685516794693549	1.606364072595387	3.059720335833156	0.7115826309725064	1.1328160306654789	1.7893908924931015	1.522401648269129	0.9508354544345424	1.1591384668619855
hsa-miR-548o-3p	0.9834465939410764	1.47999273154868	0.966086151964078	1.3773718465087277	0.7788647945009473	1.1593355764829032	0.7505502642431819	2.45533815853735	1.640087427517677	0.481292783302054	0.18446849126438358
hsa-miR-548o-5p	5.365864090172062	3.446429147684669	10.570316155281054	21.258803844042728	6.503621630762974	3.3307371895952214	5.662319607911333	10.070010796330877	7.278923674933005	2.3839814793864984	7.503460565062578
hsa-miR-548q	2.177707301672839	0.9263189487489628	2.539836341670243	2.9948522063834107	1.6407839254221304	3.248718987745028	1.5415042145041749	2.475308520320065	1.1079325524713435	4.3087940954496515	0.15744179664073651
