miRNA	SRR23590929	SRR23590930	SRR23590931	SRR23590932	SRR23590933	SRR23590934	SRR23590935	SRR23590936	SRR23590937	SRR23590938	SRR23590939	SRR23590940	SRR23590941	SRR23590942	SRR23590943	SRR23590944	SRR23590945	SRR23590946	SRR23590947	SRR23590948	SRR23590949	SRR23590950	SRR23590951	SRR23590952	SRR23590953	SRR23590954	SRR23590955	SRR23590956	SRR23590957	SRR23590958	SRR23590959	SRR23590960	SRR23590961	SRR23590962	SRR23590963	SRR23590964	SRR23590965	SRR23590966	SRR23590967	SRR23590968	SRR23590969	SRR23590970	SRR23590971	SRR23590972	SRR23590973	SRR23590974	SRR23590975	SRR23590976	SRR23590977	SRR23590978	SRR23590979	SRR23590980	SRR23590981	SRR23590982	SRR23590983	SRR23590984	SRR23590985	SRR23590986	SRR23590987	SRR23590988	SRR23590989	SRR23590990	SRR23590991	SRR23590992	SRR23590993	SRR23590994	SRR23590995	SRR23590996	SRR23590997	SRR23590998	SRR23590999	SRR23591000	SRR23591001	SRR23591002	SRR23591003	SRR23591004	SRR23591005	SRR23591006	SRR23591007	SRR23591008	SRR23591009	SRR23591010	SRR23591011	SRR23591012	SRR23591013	SRR23591014	SRR23591015	SRR23591016	SRR23591017	SRR23591018	SRR23591019	SRR23591020	SRR23591021	SRR23591022	SRR23591023	SRR23591024	SRR23591025	SRR23591026	SRR23591027	SRR23591028	SRR23591029	SRR23591030	SRR23591031	SRR23591032	SRR23591033	SRR23591034	SRR23591035	SRR23591036	SRR23591037	SRR23591038	SRR23591039	SRR23591040	SRR23591041	SRR23591042	SRR23591043	SRR23591044	SRR23591045	SRR23591046	SRR23591047	SRR23591048	SRR23591049	SRR23591050	SRR23591051	SRR23591052	SRR23591053	SRR23591054	SRR23591055	SRR23591056	SRR23591057	SRR23591058	SRR23591059	SRR23591060	SRR23591061	SRR23591062	SRR23591063	SRR23591064	SRR23591065	SRR23591066	SRR23591067	SRR23591068	SRR23591069	SRR23591070	SRR23591071	SRR23591072	SRR23591073	SRR23591074	SRR23591075	SRR23591076	SRR23591077	SRR23591078	SRR23591079	SRR23591080	SRR23591081	SRR23591082	SRR23591083	SRR23591084	SRR23591085	SRR23591086	SRR23591087	SRR23591088	SRR23591089	SRR23591090	SRR23591091	SRR23591092	SRR23591093	SRR23591094	SRR23591095	SRR23591096	SRR23591097	SRR23591098	SRR23591099	SRR23591100	SRR23591101	SRR23591102	SRR23591103	SRR23591104	SRR23591105	SRR23591106	SRR23591107	SRR23591108	SRR23591109	SRR23591110	SRR23591111	SRR23591112	SRR23591113	SRR23591114	SRR23591115	SRR23591116	SRR23591117	SRR23591118	SRR23591119	SRR23591120	SRR23591121	SRR23591122	SRR23591123	SRR23591124	SRR23591125	SRR23591126	SRR23591127	SRR23591128	SRR23591129	SRR23591130	SRR23591131	SRR23591132	SRR23591133	SRR23591134	SRR23591135	SRR23591136	SRR23591137	SRR23591138	SRR23591139	SRR23591140	SRR23591141	SRR23591142	SRR23591143	SRR23591144	SRR23591145	SRR23591146	SRR23591147	SRR23591148	SRR23591149	SRR23591150	SRR23591151	SRR23591152	SRR23591153	SRR23591154	SRR23591155	SRR23591156	SRR23591157	SRR23591158	SRR23591159	SRR23591160	SRR23591161	SRR23591162	SRR23591163	SRR23591164	SRR23591165	SRR23591166	SRR23591167	SRR23591168	SRR23591169	SRR23591170	SRR23591171	SRR23591172	SRR23591173	SRR23591174	SRR23591175	SRR23591176	SRR23591177	SRR23591178	SRR23591179	SRR23591180	SRR23591181	SRR23591182	SRR23591183	SRR23591199	SRR23591200	SRR23591201	SRR23591202	SRR23591203	SRR23591204	SRR23591205	SRR23591206	SRR23591207	SRR23591208	SRR23591209	SRR23591210	SRR23591211	SRR23591212	SRR23591213	SRR23591214	SRR23591215	SRR23591216	SRR23591217	SRR23591218	SRR23591219	SRR23591220	SRR23591221	SRR23591222	SRR23591235	SRR23591236	SRR23591237	SRR23591238	SRR23591239	SRR23591240	SRR23591241	SRR23591242	SRR23591243	SRR23591244	SRR23591245	SRR23591246	SRR23591247	SRR23591248	SRR23591249	SRR23591250	SRR23591251	SRR23591252	SRR23591253	SRR23591254	SRR23591255	SRR23591256	SRR23591257	SRR23591258	SRR23591259	SRR23591260	SRR23591261	SRR23591262	SRR23591263	SRR23591264	SRR23591265	SRR23591266	SRR23591267	SRR23591268	SRR23591269	SRR23591270	SRR23591271	SRR23591272	SRR23591273	SRR23591274	SRR23591275	SRR23591276	SRR23591277	SRR23591278	SRR23591279	SRR23591280	SRR23591281	SRR23591282	SRR23591283	SRR23591284	SRR23591285	SRR23591286	SRR23591287	SRR23591288	SRR23591289	SRR23591290	SRR23591291	SRR23591292	SRR23591293	SRR23591294	SRR23591295	SRR23591296	SRR23591297	SRR23591298	SRR23591299	SRR23591300	SRR23591301	SRR23591302	SRR23591303	SRR23591304	SRR23591305	SRR23591306	SRR23591307	SRR23591308	SRR23591309	SRR23591310	SRR23591311	SRR23591312	SRR23591313	SRR23591314	SRR23591315	SRR23591316	SRR23591317	SRR23591318	SRR23591319	SRR23591320	SRR23591321	SRR23591322	SRR23591323	SRR23591324	SRR23591325	SRR23591326	SRR23591327	SRR23591328	SRR23591329	SRR23591330	SRR23591331	SRR23591332	SRR23591333	SRR23591334	SRR23591335	SRR23591336	SRR23591337	SRR23591338	SRR23591339	SRR23591340	SRR23591341	SRR23591342	SRR23591343	SRR23591344	SRR23591345	SRR23591346	SRR23591347	SRR23591348	SRR23591349	SRR23591350	SRR23591351	SRR23591352	SRR23591353	SRR23591354	SRR23591371	SRR23591372	SRR23591373	SRR23591374	SRR23591375	SRR23591376	SRR23591377	SRR23591378	SRR23591379	SRR23591380	SRR23591381	SRR23591382	SRR23591383	SRR23591384	SRR23591385	SRR23591386	SRR23591387	SRR23591388	SRR23591389	SRR23591390	SRR23591391	SRR23591392	SRR23591393	SRR23591394	SRR23591395	SRR23591396	SRR23591397	SRR23591398	SRR23591399	SRR23591400	SRR23591401	SRR23591402	SRR23591403	SRR23591404	SRR23591405	SRR23591406	SRR23591407	SRR23591408	SRR23591409	SRR23591410	SRR23591411	SRR23591412	SRR23591413	SRR23591414	SRR23591415	SRR23591416	SRR23591417	SRR23591418	SRR23591419	SRR23591420	SRR23591421	SRR23591422	SRR23591423	SRR23591424	SRR23591425	SRR23591426	SRR23591427	SRR23591428	SRR23591429	SRR23591430	SRR23591431	SRR23591432	SRR23591433	SRR23591434	SRR23591435	SRR23591436	SRR23591437	SRR23591438	SRR23591439	SRR23591440	SRR23591441	SRR23591442	SRR23591443	SRR23591444	SRR23591445	SRR23591446	SRR23591447	SRR23591448	SRR23591449	SRR23591450	SRR23591451	SRR23591452	SRR23591453	SRR23591454	SRR23591455	SRR23591456	SRR23591457	SRR23591458	SRR23591459	SRR23591460	SRR23591461	SRR23591462	SRR23591463	SRR23591464	SRR23591465	SRR23591466	SRR23591467	SRR23591468	SRR23591469	SRR23591470	SRR23591471	SRR23591472	SRR23591473	SRR23591474	SRR23591475	SRR23591476	SRR23591477	SRR23591478	SRR23591479	SRR23591480	SRR23591481	SRR23591482	SRR23591483	SRR23591484	SRR23591485	SRR23591486	SRR23591487	SRR23591488	SRR23591489	SRR23591490	SRR23591491	SRR23591492	SRR23591493	SRR23591494	SRR23591495	SRR23591496	SRR23591497	SRR23591498	SRR23591499	SRR23591500	SRR23591501	SRR23591502	SRR23591503	SRR23591504	SRR23591505	SRR23591506	SRR23591507	SRR23591508	SRR23591509	SRR23591510
hsa-let-7a-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1356964170808498	0.0	0.0	0.0	0.0741635020729514	0.0	0.0	0.0	0.0	0.0860964311195447	0.0	0.0	0.0	0.4063063265423136	0.0	0.0	0.0	0.571250483939079	0.4094755899186293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0673664188753879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1038013439637489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0896140511008593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0867070943311046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2416175521943242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0485642234999771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1829840982701461	0.0	0.0	0.0	0.0	0.1889633564432263	0.0	0.0	0.6546103680899558	0.0	0.0	0.0	0.6902547366698886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2959852671820447	0.0	0.0	0.0	0.0	0.0	0.1159025927643738	0.0	0.0	0.0	0.0	1.1917928141289265	0.0	0.0	0.0	0.0	0.0947857966744315	0.1275645665502302	0.3173552051625765	0.2240153439160471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125725522702289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7a-3p	68.44623923603237	48.86028923814491	61.3741623340696	76.82593033936811	5.705432669471859	4.9078650022336205	4.060391424134593	3.9120144520699465	4.554566160542354	2.297560829408943	2.995803290443112	2.560969247818038	26.29118080941465	26.428953804262527	31.39288148177592	53.05247767953437	42.273196181582335	53.6095447562106	25.88550123246503	26.666231892307245	49.72582239777862	36.117452854649	38.1491613331148	34.12357969558295	31.95110362133242	45.26929654892278	43.95317935488102	20.00614390230104	22.86139898799615	20.818906525779767	19.92781204270663	15.664015092583336	17.13045379533507	20.65107626631305	29.59588481607576	32.79099983445359	43.35614163700211	15.054516586369406	22.317521806105244	30.4188047780234	24.28625993804796	23.411008326156995	17.677143390463478	17.68863221888019	31.35888689778594	26.240188770797747	33.63188896521702	21.108302700234784	32.29509388339261	31.02355482605225	19.82708500693207	17.072407865815606	33.68348560945566	29.775957142921463	24.69210064249984	25.91487484818384	33.76055511761101	18.854615241108355	36.66704830715913	25.65908821684554	17.84206179997085	14.892805381211362	15.513499067466338	23.515475086004045	17.382556783060213	24.589918515635304	20.302051768505844	14.416641347776258	1.2928384721148745	6.008796235527381	4.097797402374704	6.068768611533287	12.499890392752151	5.887329754981602	16.556498733533978	4.923924230836303	12.679704553662294	11.592352442291302	12.094322817364436	11.427920160003172	8.188433827293572	14.573630927386883	15.443352600345644	13.896785517141655	0.0	5.935240589923347	0.0	413.0440944818119	62.42565278158305	0.0	0.0	0.0	0.0	0.0	0.0	8.581763967572492	248.58280779685376	10.394146016963246	0.0	0.0	0.0	0.0	0.0	58.325003118767526	0.0	0.0	0.0	10.720641523188748	17.734108111270242	16.658709450769177	28.37920707790351	15.890148471237332	14.48721093164306	25.41869496602103	18.614267636523444	17.478591710740638	13.119268493886262	15.461866092734551	17.678533079536052	15.469130480633702	9.697780623050525	11.140270652326922	20.46004792904528	18.952019361245767	28.60184145136045	14.24835636874349	21.107225605876863	19.823341412014543	29.598682192314616	14.674512664049054	9.684668384783734	15.206896890689215	12.889140003349162	43.284298270813714	14.075843561726815	19.617298012177752	12.062789741794438	14.007062876822772	31.206438544559013	13.668924009600536	43.67142742475252	12.654826901096955	16.017878252132412	11.483502513600463	10.71191813692477	10.563446218694386	10.309694152300862	21.630815224759885	17.98955256734651	21.861411499044905	17.687975292037212	12.311515616994985	22.84654046993657	18.626415904608905	13.440509048645469	10.148431575276453	3.221764461456192	3.720988947904846	5.688152055216401	2.1673836529829127	4.822503623743088	4.331373278007461	4.91431176930843	2.191370242427839	2.027821374850298	5.044643195411523	4.241479857654482	5.872723336748819	7.186217852548541	4.040055126552201	2.827992367611163	5.440437222371746	7.442274694758958	8.048760722672295	7.791487237372797	4.6445313526504695	9.08045896524782	9.847911832842025	10.524462120298905	6.516671221995756	43.09200963416311	26.31652942804407	31.86913992910745	24.047208257806226	22.28734501891025	30.741841446549937	40.13900896386249	6.0273846688197	15.485839400321076	38.66121029803245	35.90124559841226	25.988255041271685	16.200103455196754	24.36356815700384	28.668132373905944	23.626669880745183	28.545286002248105	28.04643735269573	28.11296188269683	25.87621611746697	40.21221404840545	30.82298540927301	20.77426782988969	43.91088503942108	25.01076568842813	31.07323866704512	0.0	0.0	44.42206888382148	9.970407594968275	0.0	0.0	6.136934092282669	0.0	25.14396667027529	26.522179725340727	6.188754723230156	15.426259082595944	0.0	50.43347659791365	18.766467086158023	14.54618243848462	7.537815090700949	67.13514594036664	0.0	28.45871729034532	47.67807043193015	32.97361519533342	9.26126857075796	14.545758194278804	5.783821536571599	2.0571162005338057	5.4042914397464745	7.047688831363984	19.498791040680263	15.651855912165304	15.964307576548345	15.472478600137	15.483302247736791	9.20521076297256	12.793540683459376	15.189796864895497	23.28131686006732	3.3818677471426675	5.787027668324623	8.768642025858675	13.89916509300279	6.5733737981877205	8.307526412780248	7.178116522365508	4.443348318787352	6.235514746938621	1.834717191425796	12.260095255609665	11.78853874515654	0.0	24.495394865765235	4.167862756447293	4.290780471513866	0.0	8.440015361953295	0.0	26.69389443899444	0.0	0.0	0.0	3.562554171233869	30.913189674432594	0.0	0.0	0.0	0.0	3.864556597732704	1.7286924727159507	0.7644357642291542	2.0662762878009047	1.7341418866220923	4.527053063747206	2.3984735314954384	0.0	7.301492498081534	13.384864068525744	23.70058810046798	10.899375783571776	23.879678157942887	25.81960852891946	0.0	27.36685823916638	25.026216897216607	13.454642573896187	20.42484335742844	17.412294062890894	9.021922627561931	0.0	0.0	0.0	0.0	9.802277177902615	3.404174681252231	0.0	20.901015266816582	0.0	7.038301324497177	38.33300045567228	13.317818896406608	16.52943934168721	18.084360308741843	21.98777877133708	30.239563348509005	26.21869450925229	18.54018006487739	19.704065807705327	11.933689809987508	19.42835389399741	26.498158978881143	94.5345484125006	39.82542338576744	59.92962508678059	47.44135961044878	82.24534526170424	57.83329774361165	51.60484991437454	52.22023785886371	66.18870363736454	53.160642695382606	98.23213218856952	39.341591673175984	13.130182316997365	13.998496539990535	8.991610145611995	12.822570044009725	7.202594345672933	4.244936561416924	7.502110583528714	5.789881507977157	18.56922786337025	14.360949581021464	22.470184873446044	20.882470852292823	13.256364589304326	10.413866262896054	7.89631820195201	27.22181513031717	7.9465446307746	12.279629774508532	16.05603475343869	9.32029113926579	39.17974156211527	30.33726535396179	48.34285889537357	46.45771418560231	27.89583025630365	31.685474875682445	33.500569808188864	24.980318891465046	38.2963820228004	26.12505534353852	44.42325357873504	27.65306670237764	38.39567193747075	33.852037376492724	27.060953444586254	23.06108841399865	18.737441294141924	26.224012825685904	28.74910137419096	20.349044056870017	30.05347639231882	18.25291458361693	23.28030216641941	15.533348218381082	35.78239798169311	35.561017816311136	34.435299899859686	63.95698507851341	25.544745200289743	54.013454046879765	8.538117715028935	4.970025849405657	0.0	63.11444542388714	36.36217192425877	0.0	44.18543921873074	0.0	24.48639588427635	0.0	0.0	0.0	0.0	0.0	70.59054299120243	36.3856650693147	18.4551375991454	0.0	0.0	13.26219686920326	0.0	9.436455998553692	0.0	0.0	27.18868950516585	17.62425873469278	0.0	0.0	0.0	0.0	0.0	2.856689565502278	2.954149355189637	0.0	6.310862295626121	38.362544751872	0.0	15.15051085977212	14.659200336589851	53.66346696747476	20.28009208493633	18.22060676105856	22.422521801035323	14.506389485982613	19.864734148621444	14.044140912286997	16.75428768794595	17.13867856979632	16.05476456449236	17.49623325110828	15.815645791623346	14.064179629865954	24.346012801942084	32.800733693475536	16.673713047274255	9.736681076027356	11.433907416845704	15.744698502648898	20.14680355062992	18.326951403268826	23.218111989780745	20.000702915559103	16.877061990740387	25.70325851665684	44.14809907902357	16.349745204831297	69.35109676480388	44.683708279024536	18.830069828175613	0.0	28.354418256338747	19.42743045249724	44.07345602878857	39.33546740556376	26.072497926557126	35.92325710398016	24.152787063283387	13.352228047948088	48.455955315811686	47.79094128659237	50.25591603353479	68.58356833347457	55.90164202152964	47.68929310439775	79.42148526251958	79.37758330772155	68.50195556966665	85.03351039945187	86.14312437013969	73.241588579433	58.26032276000606	39.34253024833525	64.72380585570707	42.53118108108373	68.68034629865392	73.75431752185813	56.81390330121059	66.71346322163454	44.329976069673386	67.00666378928494	82.62817472002973	32.405146677981534	69.68155104356917	92.10833664373064	95.89116123061538	80.52754168386608	48.340707506696944	68.86007033558815	45.1796532627817	64.06727042864918	93.63515447564296	74.12532813488022	62.82397895047495	61.3444908136625	37.26947822600579	29.92092961512455	30.337509084137537	22.43675418944816	32.32981697117048	39.33178986099247	39.26200329893163	9.884316254571852	12.725055528929314	14.517815692632087	8.575667401315508	13.10972095541819	24.59432510054405	25.11382114273237	32.123892474574795	22.806730174847672	21.563768743433165	19.326031832359888	39.193367837578194	28.0299199074954	41.662531663773365	38.79343875980187	34.09360480007594	19.475680048088577	20.421590617879456	11.177097382323792	23.64978928308253	16.95243344297221	16.5948917897222	19.38375484530412	28.84094079454067	24.68218627352363	25.64800663126697	6.553892195602177	11.671009416851208	17.980139502060748	29.226888264005648	16.929259047358265	17.705169298001834	19.337026845682573	27.57074346074221	48.49814378563003	27.65862991189936	22.02334594063671	25.15673175199057	17.65065072035637	47.40816221386672	19.35196674802728
