miRNA	B cells	Basophils	CD4+ T cells	CD8+ T cells	Eosinophils	Erythrocytes	Monocytes	Natural killer cells	Neutrophils	Plasma	Thrombocytes	Tissue_of_max_Expresison	TSI
hsa-miR-409-3p	46.42382303997514	3.1577763446775724	1.24386544576155	3.705251927424276	2.133569208934519	0.1112574777162746	5.041567030062745	51.599434084707525	3.111578157860261	17.969364890434864	540.5416548013649	Thrombocytes	0.975118016083889
hsa-miR-411-5p	2.8134674187704443	0.5803372329524862	0.276633862981922	1.2431278148619826	0.3815002987114314	0.0157115224577423	0.8180410846410471	7.559725820985354	0.896438376751633	0.0650194381283595	68.86586588105916	Thrombocytes	0.9787267571767049
hsa-miR-421	17.589280312216893	12.564741641669915	22.090045138045628	31.725839708982672	69.92645452095144	43.60336968362487	148.71348706850392	53.12874199710786	95.78562162601044	44.41162857775514	25.535089344985742	Monocytes	0.7200248472691944
hsa-miR-423-3p	292.6605770116192	155.03240204051033	219.9847992482147	294.52584582825017	533.6733820345481	83.79772342923515	569.7237784068127	439.4981008297036	407.7270467898778	194.27160107887863	385.6292112060981	Monocytes	0.4722353527344049
hsa-miR-423-5p	1659.8113595030482	1058.1385805222524	726.5331723530863	1218.1020384353828	1179.383508861422	2329.9732938478523	874.5977341288407	1508.861397866763	784.1894870931806	5719.9896773764185	1113.483971653238	Plasma	0.7822885136747849
hsa-miR-424-3p	0.2138308064955183	2.1863815091797085	0.716681054944499	1.2327422922954685	33.414110632633694	1.569365840057685	12.123238810169742	1.523155607678806	16.08328982294375	1.7540420761627755	0.6800484131922722	Eosinophils	0.8860278621453809
hsa-miR-424-5p	2.6962738003001405	52.150546649349	17.53539521042968	34.8933438377727	436.1944699649742	37.71395495415066	257.91416053789874	27.537162080306743	592.5032597041888	24.603079548603997	19.812067718822156	Neutrophils	0.8462370561881035
hsa-miR-425-3p	71.09263123799148	53.98903924693572	63.19807797670597	118.24619621120566	325.65586333407015	36.04959760555549	267.5730919846987	149.89773135087373	189.951377848635	54.19201118449816	61.411124580356834	Eosinophils	0.6727831434331268
hsa-miR-425-5p	436.5815907878129	434.3829144062926	365.9643244052526	814.7052951364275	3217.412312742595	473.3515788431926	1444.0486603225404	830.7007448630069	1273.7683818147902	1998.24086258642	984.815748291366	Eosinophils	0.7185141591710674
hsa-miR-4286	19.661784662152503	4.491369200748568	13.320527596349542	26.59723187650504	68.37557866973285	0.0536640515168516	51.73761684718908	11.227917713681771	47.88741027362368	8.179788790056861	3.745869505867048	Eosinophils	0.7266521407877669
hsa-miR-429	1.9779779372808628	1.214126655697455	0.821801099958761	1.7179918118468789	5.484897142865249	0.0533881323808895	4.728456489644365	5.373277611950893	2.678229340931935	1.104261864737664	2.480622811197368	Eosinophils	0.5961613649502989
hsa-miR-431-5p	5.38126648837871	0.4518135276122956	0.3214773733003179	1.5315815026033692	0.5807628275185438	0.0047135897309447	0.934580430335035	10.19675405316204	0.7147373912467073	1.0328537219863496	90.26986437982156	Thrombocytes	0.9765696547223326
hsa-miR-432-5p	21.211791615257024	2.097691619827531	0.5404634832581787	1.965562281230488	1.1463221862196822	0.1897669952937364	2.159126456771467	25.48094858231925	1.31509434329455	8.644987309601497	432.6863899920363	Thrombocytes	0.9850349453158753
hsa-miR-4326	1.0953033782953585	4.066752529089793	1.5902757981634594	4.129701996894911	5.209256188259427	2.4478086726236152	7.391648343181725	4.02776563831267	3.0523590872670217	6.1356716019588	5.521402133747121	Monocytes	0.49569709902396897
hsa-miR-4422	0.3715864490580027	0.0161144933263344	0.1272012575170626	2.020298190440064	0.1457450718308274	0.0180957791796315	0.0377608644616112	3.0691379791642865	0.0447797222210373	0.0	0.0130025032092348	Natural killer cells	0.9089456273971508
hsa-miR-4433b-3p	0.6179769961207148	0.0035191105208858	0.0	0.0	0.0343242491909491	0.0015090167771355	0.0404384720984773	0.0177838264047745	0.0047441783705161	7.12159536777863	34.83911940267499	Thrombocytes	0.9774911325208179
hsa-miR-4433b-5p	26.530057725365246	1.7091910012990468	0.2022296274071583	0.2225822232268684	1.511962476564688	0.0896179718101095	0.8468404012203703	0.6606631152439705	0.3087032926389999	30.72074846099357	330.1285173874724	Thrombocytes	0.9809763189218645
hsa-miR-4440	0.3158906264353229	0.3352894467634302	0.2242108719259878	0.2565518322353809	0.7889548216228979	0.4026966463753575	1.9818451076888728	0.9302569953210844	0.98946401207493	0.7828041316599912	0.0320047911261317	Monocytes	0.7447770183493784
hsa-miR-4443	1.9961620016306525	0.6162240666834135	1.0553748818517432	1.1030055556910403	1.6531729819238827	0.0480728902367808	0.8201743152224713	0.2676160195873748	0.0660846860249105	0.0	0.1392378226242252	B cells	0.7109972429525653
hsa-miR-4446-3p	1.705792840748502	0.6167426364182343	0.4047963781588213	0.6668938826134572	0.0949348884210183	0.0047961045194978	0.0633746176627206	1.6769987160229245	0.0092640593565377	0.3132840021910809	10.35892975407659	Thrombocytes	0.9463566385907195
hsa-miR-4448	19.227234012590504	21.653924063667244	10.595010874902842	54.4754494195939	18.960576305981142	6.223352242725326	3.925137344027063	26.392236454541298	1.04210364525812	5.205788891361856	1.7963358468494626	CD8+ T cells	0.7888558958073809
hsa-miR-4454	4.999929433193955	5.397767407455959	6.016535234214448	7.055811332851641	12.934894726446782	0.5300179760733887	37.77365922395372	10.356780205646231	10.936935096828195	1.6517529646513451	2.2675988773578326	Monocytes	0.8354725898111842
hsa-miR-4458	2.642839070115345	0.2049685563461775	0.4513507127177456	1.0836491211657384	0.7128268991541785	0.0	0.9672201121132866	1.0711390687257043	0.0227194040067563	0.0	0.0357453853135588	B cells	0.8278510670214747
hsa-miR-4464	5.542464599295633	0.001239576409718	0.0035503917117313	0.0406862664678027	0.0	0.0	0.0	0.0793390585281331	0.0	0.0	0.009343330884246	B cells	0.9975794410302831
hsa-miR-4476	1.694654440498354	0.0	0.0	0.0	0.0	0.0008082656007837	0.0	0.022072961335451	0.0013266702082746	0.0	0.0	B cells	0.9985715142529358
hsa-miR-4477b	0.5698580562890639	0.4324240619299737	0.137770968080852	0.4267011261035887	0.4369264962429933	0.0009711826941645	1.7862207812102409	0.2885476535019766	0.9550863712479772	0.0107431464097479	0.0417847190694882	Monocytes	0.8152068424971866
hsa-miR-4484	1.7619994615677206	0.6880614116836048	1.6601248605851826	4.592164634866348	0.387390445462675	0.0	3.5671706433471218	1.6614414939852238	0.2435635719914806	0.0215726396799655	0.2697952753023323	CD8+ T cells	0.7765515694777797
hsa-miR-4487	0.813894713161466	0.4783892212891544	0.0528760585929917	0.0264637218666311	1.565203384220595	0.0	0.4979720965603544	0.3102125164720934	1.1860260502414808	0.0	0.0284091366026388	Eosinophils	0.7831436125806105
hsa-miR-4491	1.878796390544763	0.000619788204859	0.0131842745543828	0.0440510404828147	0.0	0.0	0.0	0.0012098718843069	0.0041421998166768	0.0	0.0130900707548366	B cells	0.9959390359656931
hsa-miR-4496	3.3747003608327586	0.5892379787882578	0.0153149881045446	0.0072176137468747	0.0253557502569206	0.0	0.039783363934446	0.0050870351919599	0.0189963282583371	0.0	0.0	B cells	0.9792279911302003
hsa-miR-449a	0.5591137545818925	0.4344606370144175	0.1543597279072754	0.1218503395393461	0.2820361165213821	0.5760690500799016	1.0793385360039958	0.3343991605437258	0.0241157611773163	0.1281336653917225	0.3943141963034337	Monocytes	0.7212318184987629
hsa-miR-4504	0.0746944919500283	0.558938640835684	0.0991551968104882	0.097745803948374	0.4117598869824579	1.929072597694394	0.330780644980278	0.1752819675679922	0.2700574574449743	1.5425780818406396	0.2876938744178169	Erythrocytes	0.8004903469481325
hsa-miR-4508	0.798256300908961	2.0444998651482047	0.2180463160169669	0.4400577979859271	1.6497999932898484	45.97657188578262	0.2909641654905053	0.6802213616591616	1.5403381738638786	57.84582765143453	1.1822700030821465	Plasma	0.9052290751312835
